--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Abiatal Avelino,23,11,.245,46,.375,.000,0.0%,27.3%,0.0%,87.3,37.5%,12.5%,75.0%,12.5%,3.00,37.5%,50.0%,12.5%,-0.1,0.0%,-1.5,33%,,100%,aveliab01
Tyler Beede,25,2,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,beedety01
Brandon Belt,30,456,.338,112,.311,.160,3.1%,23.5%,10.8%,86.8,33.7%,29.9%,23.5%,35.0%,0.32,32.3%,45.9%,21.8%,0.2,0.5%,6.4,25%,100%,39%,beltbr01
Ty Blach,27,34,.074,-97,.071,.000,0.0%,44.1%,5.9%,82.9,8.3%,11.8%,47.1%,11.8%,1.60,11.8%,47.1%,41.2%,-0.6,-0.3%,-7.2,0%,,0%,blachty01
Gregor Blanco,34,203,.262,56,.300,.101,1.0%,28.6%,5.9%,84.8,26.3%,26.3%,42.9%,20.3%,0.80,27.1%,47.4%,25.6%,-1.2,-0.5%,-10.4,33%,75%,33%,blancgr01
Madison Bumgarner,28,46,.167,-12,.280,.045,0.0%,43.5%,2.2%,91.5,54.2%,16.0%,44.0%,32.0%,0.79,48.0%,44.0%,8.0%,-0.2,-0.3%,-2.7,25%,,33%,bumgama01
Brandon Crawford,31,594,.310,95,.303,.139,2.4%,20.5%,8.4%,87.8,36.3%,28.3%,44.0%,21.0%,0.79,28.0%,52.2%,19.8%,-0.3,0.1%,-7.7,27%,44%,39%,crawfbr01
Johnny Cueto,32,13,.000,-153,.000,.000,0.0%,23.1%,0.0%,76.1,0.0%,10.0%,60.0%,10.0%,3.00,0.0%,60.0%,40.0%,-0.2,-0.1%,-2.7,,,,cuetojo01
Chase d'Arnaud,31,100,.269,62,.315,.151,3.0%,37.0%,4.0%,89.2,35.7%,32.8%,27.6%,31.0%,0.39,29.3%,56.9%,13.8%,-0.6,-0.4%,-2.6,24%,67%,20%,darnach01
Steven Duggar,24,152,.314,92,.354,.135,1.3%,29.0%,6.6%,84.9,32.6%,27.6%,41.8%,23.5%,0.75,33.7%,40.8%,25.5%,-0.7,-0.4%,3.4,40%,83%,62%,duggast01
Aramis Garcia,25,65,.345,118,.500,.206,6.2%,47.7%,3.1%,87.3,41.9%,21.9%,34.4%,34.4%,0.52,28.1%,59.4%,12.5%,0.2,0.0%,0.8,25%,,0%,garciar01
Miguel Gomez,25,15,.240,42,.400,.000,0.0%,33.3%,0.0%,85.3,30.0%,20.0%,60.0%,20.0%,1.50,50.0%,40.0%,10.0%,-0.1,-0.1%,-1.6,75%,,0%,gomezmi01
Roberto Gomez,28,2,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,gomezro01
Alen Hanson,25,310,.307,90,.303,.173,2.6%,22.9%,2.9%,83.6,24.3%,21.8%,42.4%,23.1%,0.78,42.8%,44.1%,13.1%,0.7,0.6%,6.6,36%,70%,61%,hansoal01
Gorkys Hernandez,30,451,.301,87,.283,.157,3.3%,25.1%,6.0%,86.8,39.1%,20.5%,47.2%,19.5%,0.95,23.1%,57.7%,19.2%,-1.2,-0.4%,-12.8,31%,62%,50%,hernago01
Derek Holland,31,56,.068,-91,.150,.019,0.0%,58.9%,1.8%,89.9,35.3%,9.1%,68.2%,13.6%,3.00,18.2%,40.9%,40.9%,-1.2,-0.5%,-12.3,40%,,100%,hollade01
Nick Hundley,34,305,.310,93,.310,.167,3.3%,27.9%,7.2%,89.1,41.2%,31.0%,36.5%,23.9%,0.58,30.5%,53.3%,16.2%,0.1,0.0%,-0.4,29%,67%,37%,hundlni01
Austin Jackson,31,165,.280,71,.396,.054,0.0%,35.8%,8.5%,88.4,37.9%,27.5%,49.5%,19.8%,0.98,26.4%,61.5%,12.1%,-0.5,-0.4%,-5.3,23%,67%,26%,jacksau01
Pierce Johnson,27,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,83.2,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,johnspi01
Ryder Jones,24,8,.624,323,1.000,.750,25.0%,62.5%,0.0%,109.1,100.0%,66.7%,0.0%,33.3%,0.00,33.3%,66.7%,0.0%,0.2,0.1%,1.8,0%,,,jonesry01
