--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ehire Adrianza,26,71,.289,76,.292,.127,2.8%,18.3%,2.8%,81.8,17.8%,24.1%,37.0%,22.2%,0.69,42.6%,37.0%,20.4%,-0.9,-0.9%,-3.7,6%,0%,0%,adriaeh01
Gordon Beckham,29,6,.000,-137,.000,.000,0.0%,33.3%,0.0%,79.3,0.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.7,,,,beckhgo01
Brandon Belt,28,655,.375,137,.346,.199,2.6%,22.6%,15.9%,87.4,36.3%,35.4%,27.1%,29.9%,0.38,31.7%,47.7%,20.6%,1.5,1.5%,27.7,25%,0%,31%,beltbr01
Ty Blach,25,4,.652,334,.500,.000,0.0%,0.0%,0.0%,82.1,33.3%,25.0%,50.0%,0.0%,2.00,0.0%,50.0%,50.0%,0.1,0.1%,1.0,50%,,0%,blachty01
Gregor Blanco,32,274,.291,73,.279,.087,0.4%,18.6%,10.6%,85.3,24.4%,24.0%,44.8%,20.3%,0.86,36.1%,41.9%,22.0%,-1.3,-1.1%,-4.4,31%,67%,48%,blancgr01
Mike Broadway,29,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,broadmi01
Trevor Brown,24,184,.296,79,.279,.127,2.7%,21.2%,5.4%,84.1,23.6%,24.6%,43.3%,21.6%,0.76,26.8%,52.0%,21.3%,-0.3,-0.5%,-4.1,26%,0%,32%,browntr01
Madison Bumgarner,26,97,.274,61,.317,.174,3.1%,44.3%,10.3%,92.0,42.9%,27.3%,45.5%,18.2%,0.83,45.5%,47.7%,6.8%,-0.4,-0.3%,-7.4,22%,,0%,bumgama01
Matt Cain,31,28,.121,-55,.111,.148,3.6%,60.7%,0.0%,72.7,22.2%,9.1%,18.2%,45.5%,0.29,18.2%,63.6%,18.2%,-0.3,-0.2%,-3.2,0%,,,cainma01
Brandon Crawford,29,623,.332,101,.322,.156,1.9%,18.5%,9.2%,89.3,40.9%,28.9%,42.5%,20.6%,0.76,32.0%,53.6%,14.5%,0.7,0.4%,13.3,27%,100%,38%,crawfbr01
Johnny Cueto,30,84,.127,-67,.170,.000,0.0%,28.6%,2.4%,78.6,9.1%,12.1%,51.7%,1.7%,2.73,12.1%,48.3%,39.7%,-1.5,-1.2%,-16.3,10%,,0%,cuetojo01
Matt Duffy,25,286,.310,87,.282,.105,1.4%,14.0%,7.0%,87.5,34.8%,25.2%,49.5%,21.6%,1.00,16.4%,54.2%,29.4%,-0.5,-0.3%,-9.2,33%,67%,38%,duffyma01
Cory Gearrin,30,1,.900,513,1.000,.000,0.0%,0.0%,0.0%,97.8,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.7,0%,,100%,gearrco01
Conor Gillaspie,28,205,.322,98,.278,.178,2.9%,13.7%,5.9%,89.5,43.6%,32.3%,37.8%,20.1%,0.61,29.0%,51.2%,19.8%,-0.9,-0.8%,-1.1,31%,33%,31%,gillaco01
Grant Green,28,50,.292,74,.289,.109,2.0%,16.0%,6.0%,87.0,30.6%,30.8%,43.6%,17.9%,0.77,13.5%,56.8%,29.7%,-0.3,-0.2%,-4.7,43%,,20%,greengr01
Gorkys Hernandez,28,57,.331,109,.293,.204,3.5%,19.3%,5.3%,90.6,55.6%,27.9%,39.5%,20.9%,0.71,18.6%,51.2%,30.2%,-0.3,-0.4%,-1.6,33%,0%,50%,hernago01
Derek Law,25,1,.000,-137,.000,.000,0.0%,0.0%,0.0%,70.0,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,lawde01
Javier Lopez,38,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,lopezja02
Vin Mazzaro,29,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,mazzavi01
Matt Moore,27,28,.109,-85,.077,.000,0.0%,39.3%,0.0%,73.3,28.6%,5.9%,41.2%,11.8%,1.75,5.9%,64.7%,29.4%,-0.4,-0.5%,-6.5,200%,,100%,moorema02
