--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Eduardo Nunez,29,199,.331,98,.302,.148,2.0%,15.1%,7.0%,90.3,39.1%,23.5%,48.4%,19.6%,0.94,28.9%,50.3%,20.8%,-1.2,-1.1%,-9.7,33%,76%,41%,nunezed02
Steven Okert,24,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,okertst01
Angel Pagan,34,543,.337,104,.298,.141,2.2%,12.2%,7.7%,85.9,24.8%,32.6%,42.1%,18.8%,0.73,33.0%,45.6%,21.4%,1.2,0.9%,10.3,35%,79%,53%,paganan01
Joe Panik,25,526,.309,84,.245,.140,1.9%,8.9%,9.5%,86.7,32.6%,23.3%,45.4%,21.9%,0.84,30.8%,50.1%,19.0%,1.0,1.0%,6.0,37%,100%,38%,panikjo01
Jarrett Parker,27,151,.343,114,.321,.157,3.3%,29.1%,12.6%,87.0,39.7%,25.3%,51.8%,18.1%,1.10,27.7%,57.8%,14.5%,0.1,-0.1%,1.1,35%,0%,52%,parkeja03
Jake Peavy,35,31,.203,4,.333,.000,0.0%,38.7%,6.5%,81.8,23.1%,29.4%,47.1%,11.8%,1.14,23.5%,64.7%,11.8%,-0.1,-0.1%,-0.9,29%,,50%,peavyja01
Ramiro Pena,30,91,.324,97,.357,.126,1.1%,17.6%,2.2%,87.5,30.2%,25.4%,43.7%,15.5%,0.78,35.2%,56.3%,8.5%,-0.3,-0.2%,-2.8,27%,,0%,penara02
Hunter Pence,33,442,.369,130,.348,.162,2.9%,21.5%,9.7%,91.9,48.3%,22.4%,55.8%,16.2%,1.26,22.8%,50.3%,26.9%,1.5,1.2%,19.8,31%,50%,46%,pencehu01
Buster Posey,29,614,.351,116,.303,.147,2.3%,11.1%,10.4%,91.2,48.6%,27.8%,49.3%,19.6%,0.97,21.2%,54.4%,24.4%,1.1,1.0%,20.0,33%,86%,32%,poseybu01
Jeff Samardzija,31,69,.171,-17,.263,.078,0.0%,40.6%,1.5%,88.0,46.7%,30.0%,35.0%,17.5%,0.67,11.8%,64.7%,23.5%,-0.9,-0.8%,-8.0,31%,,33%,samarje01
Denard Span,32,637,.321,96,.291,.115,1.7%,12.4%,8.3%,86.0,35.2%,26.1%,51.5%,15.0%,1.13,34.2%,49.4%,16.4%,-0.9,-0.8%,1.1,30%,63%,51%,spande01
Chris Stratton,25,1,.000,-137,.000,.000,0.0%,0.0%,0.0%,67.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.0,,,,stratch01
Albert Suarez,26,24,.200,-6,.400,.095,0.0%,45.8%,0.0%,87.1,30.0%,15.4%,61.5%,0.0%,4.00,25.0%,50.0%,25.0%,-0.2,-0.2%,-2.9,25%,,0%,suareal01
Ruben Tejada,26,38,.244,38,.185,.094,0.0%,13.2%,13.2%,87.1,37.5%,17.9%,46.4%,21.4%,0.93,26.9%,57.7%,15.4%,-0.2,-0.1%,-1.8,30%,,0%,tejadru01
Kelby Tomlinson,26,120,.327,95,.352,.038,0.0%,15.0%,10.0%,84.6,29.4%,28.1%,50.6%,11.2%,1.15,19.3%,54.5%,26.1%,1.0,1.0%,-0.2,30%,83%,47%,tomlike01
Mac Williamson,25,127,.323,99,.268,.188,4.7%,27.6%,10.2%,93.1,51.6%,16.9%,54.5%,23.4%,1.20,38.7%,45.3%,16.0%,-0.5,-0.6%,-4.3,24%,0%,27%,willima11
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6271,.325,97,.299,.140,2.1%,17.7%,9.1%,87.8,36.5%,27.0%,45.1%,19.7%,0.85,28.6%,50.6%,20.8%,-3.3,-3.4%,4.7,30%,69%,39%,-9999
