--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Clay Hensley,32,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,henslcl01
Aubrey Huff,35,95,.301,90,.212,.090,1.1%,12.6%,16.8%,14.9%,37.3%,34.3%,0.60,34.3%,50.7%,14.9%,0.0,0.0%,-0.8,20%,,38%,huffau01
George Kontos,27,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,kontoge01
Tim Lincecum,28,61,.149,-46,.211,.000,0.0%,42.6%,9.8%,6.9%,48.3%,6.9%,3.50,10.3%,51.7%,37.9%,-0.6,-0.5%,-8.1,20%,,0%,linceti01
Shane Loux,32,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,louxsh01
Jose Mijares,27,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,mijarjo01
Xavier Nady,33,57,.327,110,.306,.160,1.8%,22.8%,10.5%,18.9%,48.6%,16.2%,0.95,16.2%,75.7%,8.1%,0.5,0.2%,0.0,28%,,50%,nadyxa01
Dan Otero,27,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.2,,,,oteroda01
Angel Pagan,30,659,.349,122,.329,.152,1.2%,14.7%,7.3%,21.2%,42.0%,27.4%,0.74,28.8%,53.1%,18.1%,2.4,2.3%,19.4,41%,81%,45%,paganan01
Francisco Peguero,24,16,.204,-15,.333,.000,0.0%,43.8%,0.0%,0.0%,77.8%,11.1%,3.50,11.1%,77.8%,11.1%,0.1,-0.1%,0.5,67%,100%,0%,peguefr01
Hunter Pence,29,248,.302,90,.261,.164,2.8%,24.2%,7.7%,15.8%,46.7%,30.3%,0.90,26.7%,54.5%,18.8%,1.1,0.3%,6.7,33%,100%,30%,pencehu01
Brad Penny,34,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,pennybr01
Yusmeiro Petit,27,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.1,,,,petityu01
Brett Pill,27,114,.286,77,.220,.143,3.5%,16.7%,5.3%,10.3%,48.3%,26.4%,0.95,35.6%,43.7%,20.7%,-0.6,-0.3%,-6.3,23%,100%,13%,pillbr01
Buster Posey,25,610,.417,177,.368,.213,3.9%,15.7%,11.3%,21.9%,47.4%,27.1%,0.90,27.8%,51.9%,20.3%,4.8,3.6%,50.8,24%,50%,26%,poseybu01
Hector Sanchez,22,227,.306,94,.349,.110,1.3%,22.9%,2.2%,20.7%,43.8%,30.2%,0.78,32.0%,55.6%,12.4%,0.8,0.1%,2.7,30%,,29%,sanchhe01
Pablo Sandoval,25,442,.345,123,.301,.164,2.7%,13.4%,8.6%,20.3%,42.7%,28.2%,0.75,31.7%,50.9%,17.4%,1.8,1.0%,17.7,34%,50%,34%,sandopa01
Nate Schierholtz,28,196,.327,111,.287,.166,2.6%,18.4%,9.2%,19.1%,46.8%,27.0%,0.88,32.6%,51.8%,15.6%,-1.0,-0.6%,0.9,17%,60%,30%,schiena01
Marco Scutaro,36,268,.376,146,.366,.111,1.1%,5.2%,4.9%,23.7%,41.9%,25.7%,0.75,24.9%,51.9%,23.2%,1.7,0.6%,23.3,38%,67%,44%,scutama01
Ryan Theriot,32,384,.300,89,.308,.051,0.0%,12.2%,6.3%,22.8%,51.6%,19.9%,1.10,19.2%,60.3%,20.5%,-1.3,-1.1%,-11.9,38%,72%,33%,theriry01
Ryan Vogelsong,34,66,.132,-52,.217,.019,0.0%,47.0%,4.6%,19.4%,35.5%,12.9%,0.92,6.5%,67.7%,25.8%,-1.3,-1.1%,-12.4,56%,,0%,vogelry01
Eli Whiteside,32,14,.191,10,.125,.091,0.0%,28.6%,7.1%,0.0%,25.0%,50.0%,0.33,37.5%,37.5%,25.0%,0.3,0.3%,-0.1,60%,,50%,whiteel03
Barry Zito,34,69,.132,-57,.098,.000,0.0%,17.4%,8.7%,7.8%,56.9%,5.9%,3.63,19.6%,60.8%,19.6%,-1.0,-0.7%,-11.9,30%,,0%,zitoba01
League Average,,,.323,93,.299,.146,2.5%,20.1%,7.9%,19.1%,44.8%,26.6%,0.86,26.9%,55.4%,17.7%,,,,29%,73%,41%,-9999
Team Total,,6200,.326,107,.315,.128,1.7%,17.7%,7.8%,20.0%,45.7%,25.2%,0.88,26.6%,54.1%,19.3%,9.1,5.6%,75.2,32%,75%,36%,-9999
