--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Christian Arroyo,22,135,.239,36,.231,.112,2.2%,23.7%,5.9%,88.2,35.9%,23.4%,60.6%,11.7%,1.54,21.3%,61.7%,17.0%,-0.6,-0.2%,-5.2,20%,33%,44%,arroych01
Brandon Belt,29,451,.358,118,.284,.228,4.0%,23.1%,14.6%,89.4,44.8%,24.7%,30.8%,32.3%,0.46,32.6%,49.5%,17.9%,0.8,0.2%,10.9,32%,60%,40%,beltbr01
Ty Blach,26,53,.274,53,.391,.114,1.9%,39.6%,7.6%,89.3,33.3%,35.7%,28.6%,10.7%,0.57,10.7%,50.0%,39.3%,-0.5,-0.1%,-2.6,25%,,29%,blachty01
Madison Bumgarner,27,36,.328,96,.200,.265,8.3%,30.6%,5.6%,90.6,45.0%,26.1%,43.5%,17.4%,0.77,56.5%,30.4%,13.0%,-0.2,0.1%,-2.1,17%,,50%,bumgama01
Matt Cain,32,34,.161,-32,.417,.063,0.0%,58.8%,0.0%,75.4,25.0%,14.3%,57.1%,14.3%,2.00,21.4%,64.3%,14.3%,-0.5,-0.1%,-5.7,20%,,50%,cainma01
Orlando Calixte,25,55,.199,-2,.200,.020,0.0%,29.1%,5.5%,87.1,22.6%,25.0%,38.9%,22.2%,0.70,16.7%,61.1%,22.2%,-0.6,-0.1%,-5.9,36%,100%,33%,calixor01
Brandon Crawford,30,570,.306,83,.293,.151,2.5%,19.8%,7.4%,87.8,36.4%,24.2%,47.1%,20.8%,0.89,29.5%,53.1%,17.4%,-1.6,-0.4%,-3.8,28%,38%,31%,crawfbr01
Johnny Cueto,31,52,.108,-76,.125,.000,0.0%,28.9%,1.9%,75.5,13.6%,13.9%,55.6%,0.0%,3.33,8.3%,63.9%,27.8%,-0.9,-0.1%,-11.1,60%,,20%,cuetojo01
Tim Federowicz,29,14,.396,145,.143,.462,14.3%,28.6%,7.1%,95.3,62.5%,22.2%,55.6%,22.2%,1.25,44.4%,55.6%,0.0%,-0.2,0.0%,0.7,50%,,100%,federti01
Cory Gearrin,31,2,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.6,,,,gearrco01
Conor Gillaspie,29,87,.242,34,.159,.125,2.3%,11.5%,5.8%,84.9,23.4%,26.8%,50.7%,15.5%,1.03,38.0%,53.5%,8.5%,0.5,0.1%,-3.3,35%,,57%,gillaco01
Miguel Gomez,24,34,.228,24,.286,.061,0.0%,17.7%,0.0%,88.4,42.3%,28.6%,42.9%,25.0%,0.75,32.1%,60.7%,7.1%,-0.2,0.0%,-3.4,38%,,,gomezmi01
Gorkys Hernandez,29,348,.298,72,.331,.071,0.0%,21.0%,8.9%,85.0,29.4%,25.7%,45.2%,16.6%,0.89,24.5%,56.0%,19.5%,-1.6,-0.3%,-10.6,34%,75%,71%,hernago01
Aaron Hill,35,80,.237,30,.145,.103,1.3%,16.3%,13.8%,87.3,32.6%,25.0%,30.4%,25.0%,0.44,33.9%,53.6%,12.5%,-0.5,0.0%,-6.0,32%,,17%,hillaa01
Nick Hundley,33,303,.308,82,.307,.174,3.0%,26.7%,4.0%,89.2,44.8%,25.7%,42.4%,21.9%,0.75,28.6%,50.5%,21.0%,-0.8,-0.3%,-11.3,24%,,48%,hundlni01
Jae-gyun Hwang,29,57,.210,11,.194,.077,1.8%,26.3%,8.8%,82.5,17.1%,16.2%,45.9%,29.7%,0.85,32.4%,48.6%,18.9%,-0.1,0.0%,-3.7,8%,,67%,hwangja01
Ryder Jones,23,164,.229,23,.250,.100,1.2%,31.7%,6.1%,86.4,28.2%,20.4%,37.8%,28.6%,0.62,44.9%,42.9%,12.2%,-1.4,0.0%,-14.0,26%,100%,40%,jonesry01
George Kontos,32,2,.000,-140,.000,.000,0.0%,50.0%,0.0%,82.7,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,kontoge01
Chris Marrero,28,41,.170,-18,.138,.079,2.4%,22.0%,4.9%,84.9,24.0%,30.0%,26.7%,23.3%,0.36,26.7%,40.0%,33.3%,-0.5,-0.3%,-6.7,17%,,100%,marrech01
Carlos Moncrief,28,43,.221,19,.320,.026,0.0%,34.9%,7.0%,88.2,25.0%,32.0%,32.0%,32.0%,0.47,20.0%,60.0%,20.0%,-0.3,0.0%,-2.7,36%,,29%,moncrca01
Matt Moore,28,53,.136,-53,.214,.000,0.0%,35.9%,3.8%,79.2,15.0%,18.8%,50.0%,12.5%,1.60,6.3%,78.1%,15.6%,-0.6,0.0%,-4.5,38%,,50%,moorema02
Mike Morse,35,40,.245,36,.273,.111,2.5%,35.0%,7.5%,92.6,52.4%,21.7%,52.2%,26.1%,1.09,26.1%,47.8%,26.1%,0.0,0.0%,-3.7,0%,,0%,morsemi01
Eduardo Nunez,30,318,.335,97,.328,.109,1.3%,9.1%,3.8%,85.9,34.9%,22.8%,54.7%,13.4%,1.24,29.7%,52.5%,17.8%,-0.9,-0.6%,2.3,32%,78%,52%,nunezed02
Steven Okert,25,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,okertst01
Joe Panik,26,573,.337,102,.301,.133,1.8%,9.4%,8.0%,84.8,26.4%,25.6%,44.2%,23.3%,0.81,30.1%,51.9%,17.9%,0.5,0.2%,7.9,27%,80%,39%,panikjo01
Jarrett Parker,28,177,.298,75,.343,.169,2.3%,30.5%,5.7%,86.9,33.0%,19.6%,51.8%,22.3%,1.07,30.4%,50.0%,19.6%,0.1,-0.2%,3.3,21%,67%,60%,parkeja03
Hunter Pence,34,539,.308,83,.301,.126,2.4%,18.9%,7.4%,89.3,40.4%,17.0%,57.5%,20.5%,1.35,16.7%,61.0%,22.3%,0.6,-0.1%,4.9,27%,40%,41%,pencehu01
Buster Posey,30,568,.375,129,.347,.142,2.1%,11.6%,10.7%,89.1,37.9%,26.6%,44.1%,26.1%,0.79,24.9%,56.4%,18.7%,0.7,0.0%,11.6,23%,86%,36%,poseybu01
Justin Ruggiano,35,63,.256,47,.262,.117,3.2%,27.0%,1.6%,84.8,26.2%,18.2%,36.4%,38.6%,0.59,29.5%,59.1%,11.4%,-0.7,-0.2%,-7.3,0%,50%,0%,ruggiju01
Jeff Samardzija,32,67,.111,-67,.132,.078,1.5%,37.3%,0.0%,81.8,22.6%,11.9%,57.1%,16.7%,1.60,23.8%,59.5%,16.7%,-1.3,-0.2%,-13.2,33%,,50%,samarje01
Pablo Sandoval,30,171,.280,61,.242,.150,2.9%,17.0%,4.7%,89.8,38.7%,21.1%,45.1%,24.8%,0.82,22.6%,58.6%,18.8%,-1.5,0.0%,-10.0,30%,,29%,sandopa01
Austin Slater,24,127,.329,97,.353,.120,2.4%,22.8%,6.3%,87.9,36.4%,19.3%,61.4%,15.9%,1.59,23.9%,52.3%,23.9%,0.1,0.0%,1.1,30%,,44%,slateau01
Denard Span,33,542,.330,98,.295,.155,2.2%,12.7%,7.4%,85.5,28.3%,29.5%,44.0%,16.7%,0.81,33.0%,49.8%,17.2%,-0.6,-0.3%,1.8,37%,63%,31%,spande01
Chris Stratton,26,16,.128,-69,.182,.000,0.0%,18.8%,0.0%,75.6,12.5%,7.7%,76.9%,0.0%,10.00,0.0%,46.2%,53.8%,-0.3,0.0%,-3.5,50%,,0%,stratch01
Drew Stubbs,32,24,.129,-47,.154,.000,0.0%,37.5%,8.3%,81.4,18.2%,0.0%,46.2%,15.4%,0.86,23.1%,61.5%,15.4%,-0.4,-0.1%,-2.9,0%,,50%,stubbdr01
