--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ehire Adrianza,25,134,.265,55,.226,.080,0.0%,14.9%,11.2%,83.3,28.0%,17.9%,49.5%,16.8%,1.09,32.6%,52.6%,14.7%,-0.9,-1.2%,-3.5,28%,60%,58%,adriaeh01
Jeremy Affeldt,36,2,.000,-141,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,affelje01
Nori Aoki,33,392,.337,106,.298,.093,1.3%,6.4%,7.7%,85.3,25.3%,22.1%,61.0%,10.9%,1.63,27.5%,54.4%,18.1%,-0.1,-0.3%,3.4,28%,74%,27%,aokino01
Joaquin Arias,30,59,.228,23,.244,.069,1.7%,20.3%,0.0%,78.9,17.1%,21.3%,48.9%,21.3%,1.00,21.3%,61.7%,17.0%,-0.4,-0.3%,-3.6,31%,100%,25%,ariasjo01
Brandon Belt,27,556,.368,130,.363,.197,3.2%,26.4%,10.1%,90.3,47.2%,40.7%,33.5%,22.3%,0.51,34.4%,48.7%,16.9%,0.8,0.9%,18.7,31%,75%,37%,beltbr01
Gregor Blanco,31,372,.345,112,.338,.122,1.3%,15.9%,10.8%,87.4,39.3%,26.9%,44.6%,17.0%,0.87,36.3%,50.0%,13.7%,1.0,0.7%,9.1,40%,72%,47%,blancgr01
Trevor Brown,23,43,.252,49,.281,.077,0.0%,18.6%,7.0%,81.2,20.7%,21.9%,59.4%,12.5%,1.46,18.8%,62.5%,18.8%,0.0,0.0%,-0.3,8%,50%,100%,browntr01
Madison Bumgarner,25,81,.319,94,.311,.221,6.2%,33.3%,3.7%,89.1,38.6%,23.5%,43.1%,15.7%,0.79,29.4%,54.9%,15.7%,-0.4,-0.2%,-3.0,24%,,10%,bumgama01
Marlon Byrd,37,156,.343,112,.356,.190,2.6%,28.2%,3.9%,88.3,38.9%,30.5%,47.6%,20.0%,0.91,23.8%,53.3%,22.9%,0.4,0.6%,8.7,19%,,43%,byrdma01
Matt Cain,30,20,.000,-183,.000,.000,0.0%,45.0%,0.0%,88.2,16.7%,9.1%,27.3%,18.2%,0.60,9.1%,63.6%,27.3%,-0.4,-0.4%,-4.4,,,,cainma01
Brandon Crawford,28,561,.341,111,.294,.205,3.7%,21.2%,7.0%,90.6,49.6%,30.4%,46.7%,18.1%,0.89,34.0%,51.4%,14.6%,1.9,1.0%,16.8,28%,60%,46%,crawfbr01
Alejandro De Aza,31,75,.334,110,.333,.098,0.0%,18.7%,16.0%,85.6,25.5%,37.5%,31.3%,27.1%,0.47,22.9%,60.4%,16.7%,-0.1,-0.3%,-1.0,41%,50%,70%,deazaal01
Matt Duffy,24,612,.350,114,.336,.133,2.0%,15.7%,4.9%,88.1,35.6%,26.8%,53.4%,17.7%,1.16,17.3%,53.8%,29.0%,2.1,1.4%,20.5,34%,100%,52%,duffyma01
Kevin Frandsen,33,13,.208,5,.250,.000,0.0%,23.1%,7.7%,91.8,50.0%,22.2%,44.4%,22.2%,1.00,11.1%,55.6%,33.3%,-0.3,0.0%,-2.7,33%,,100%,frandke01
Chris Heston,27,58,.187,-17,.303,.039,0.0%,31.0%,0.0%,80.9,19.4%,12.5%,57.5%,10.0%,2.56,10.0%,57.5%,32.5%,-0.6,-0.3%,-6.5,10%,,25%,hestoch01
Tim Hudson,39,42,.228,22,.231,.132,2.4%,26.2%,2.4%,78.7,13.0%,23.3%,30.0%,26.7%,0.50,20.0%,53.3%,26.7%,-0.5,-0.4%,-5.5,29%,,0%,hudsoti01
Travis Ishikawa,31,6,.115,-56,.000,.000,0.0%,50.0%,16.7%,77.4,0.0%,0.0%,50.0%,50.0%,1.00,50.0%,50.0%,0.0%,-0.1,-0.1%,-1.3,100%,,100%,ishiktr01
George Kontos,30,3,.000,-261,,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,-0.1%,-0.8,,,,kontoge01
Mike Leake,27,17,.122,-51,.000,.176,5.9%,64.7%,0.0%,93.0,75.0%,0.0%,33.3%,33.3%,0.67,16.7%,50.0%,33.3%,-0.1,-0.2%,-0.8,0%,,,leakemi01
Tim Lincecum,31,25,.194,-6,.273,.048,0.0%,40.0%,8.0%,82.6,10.0%,7.7%,69.2%,0.0%,9.00,7.7%,53.8%,38.5%,-0.5,-0.3%,-4.3,0%,,,linceti01
Ryan Lollis,28,13,.212,1,.182,.000,0.0%,7.7%,7.7%,74.6,11.1%,18.2%,63.6%,0.0%,2.33,36.4%,36.4%,27.3%,-0.1,-0.1%,-1.6,0%,100%,,lolliry01
Javier Lopez,37,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,lopezja02
Jean Machi,33,3,.000,-141,.000,.000,0.0%,66.7%,0.0%,92.5,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,,,,machije01
Justin Maxwell,31,274,.288,71,.269,.133,2.6%,27.7%,7.3%,88.4,37.9%,24.6%,45.1%,22.3%,0.83,20.7%,52.9%,26.4%,-1.1,-0.9%,-9.6,28%,67%,42%,maxweju01
Casey McGehee,32,138,.255,50,.258,.087,1.5%,20.3%,8.0%,88.6,32.2%,18.2%,64.6%,14.1%,1.83,19.2%,55.6%,25.3%,-2.3,-1.5%,-15.9,14%,0%,40%,mcgehca01
Nick Noonan,26,24,.197,4,.077,.182,4.2%,33.3%,8.3%,81.7,20.0%,14.3%,64.3%,14.3%,1.80,50.0%,50.0%,0.0%,-0.3,0.0%,-2.1,20%,,100%,noonani01
Josh Osich,26,3,.000,-622,,.000,0.0%,33.3%,0.0%,36.9,0.0%,0.0%,0.0%,0.0%,,50.0%,0.0%,50.0%,0.0,0.0%,-0.5,,,,osichjo01
Angel Pagan,33,551,.288,70,.310,.070,0.5%,16.9%,5.8%,86.5,26.6%,29.2%,43.5%,22.8%,0.77,23.8%,56.4%,19.8%,-1.0,-1.2%,-20.4,32%,75%,57%,paganan01
Joe Panik,24,432,.366,130,.330,.144,1.9%,9.7%,8.8%,87.1,34.2%,29.7%,42.9%,20.2%,0.77,26.3%,55.2%,18.5%,0.9,0.4%,7.4,33%,60%,31%,panikjo01
Jarrett Parker,26,54,.486,220,.500,.408,11.1%,38.9%,9.3%,92.6,48.0%,39.3%,39.3%,21.4%,0.65,39.3%,50.0%,10.7%,1.0,0.0%,8.4,31%,50%,43%,parkeja03
Jake Peavy,34,41,.262,48,.333,.139,2.4%,41.5%,2.4%,87.8,42.9%,17.4%,47.8%,13.0%,1.57,26.1%,56.5%,17.4%,-0.3,-0.3%,-1.0,57%,,0%,peavyja01
Hunter Pence,32,223,.359,122,.320,.203,4.0%,21.5%,7.2%,90.4,44.1%,29.6%,53.5%,13.8%,1.15,16.4%,59.7%,23.9%,0.1,0.0%,6.4,33%,80%,50%,pencehu01
Juan Perez,28,40,.312,84,.333,.077,0.0%,15.0%,2.5%,84.0,29.6%,27.3%,57.6%,6.1%,1.36,18.2%,48.5%,33.3%,-0.1,0.0%,-0.8,39%,100%,43%,perezju02
