--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Chris Johnson,30,93,.299,75,.391,.078,1.1%,26.9%,3.2%,88.1,40.3%,23.1%,55.4%,21.5%,1.24,27.7%,43.1%,29.2%,-0.4,-0.1%,-3.4,18%,,33%,johnsch05
Jason Kipnis,28,641,.360,121,.356,.149,1.4%,16.7%,8.9%,89.4,42.7%,32.5%,44.9%,18.2%,0.83,29.7%,51.3%,19.0%,1.9,0.4%,22.8,34%,60%,49%,kipnija01
Corey Kluber,29,6,.000,-146,.000,.000,0.0%,50.0%,0.0%,72.8,0.0%,0.0%,33.3%,33.3%,1.00,0.0%,33.3%,66.7%,-0.1,0.0%,-1.3,,,,klubeco01
Francisco Lindor,21,438,.369,124,.348,.169,2.7%,15.8%,6.2%,89.4,42.4%,26.4%,48.4%,15.8%,1.06,27.0%,53.1%,19.9%,0.2,-0.1%,6.4,28%,86%,49%,lindofr01
Michael Martinez,32,32,.312,96,.444,.067,0.0%,37.5%,3.1%,86.1,37.5%,26.3%,63.2%,5.3%,2.00,10.5%,89.5%,0.0%,0.0,0.0%,0.4,50%,0%,14%,martimi02
Adam Moore,31,4,.224,19,.500,.000,0.0%,50.0%,0.0%,101.1,100.0%,0.0%,50.0%,50.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-0.3,0%,,,mooread01
Brandon Moss,31,375,.300,75,.265,.190,4.0%,28.3%,8.5%,89.9,44.9%,24.8%,32.9%,32.9%,0.49,41.0%,43.6%,15.4%,-2.5,-0.8%,-19.8,23%,,31%,mossbr01
David Murphy,33,229,.339,106,.318,.141,2.2%,12.7%,7.0%,90.1,46.8%,23.1%,49.5%,23.6%,0.99,33.5%,56.0%,10.4%,0.8,0.3%,6.5,23%,0%,33%,murphda07
Roberto Perez,26,226,.331,98,.304,.174,3.1%,28.3%,14.6%,91.5,46.3%,26.8%,52.8%,13.4%,1.22,20.5%,54.3%,25.2%,0.0,-0.1%,0.4,33%,,26%,perezro02
Ryan Raburn,34,201,.401,151,.361,.243,4.0%,21.9%,11.4%,91.4,53.0%,30.8%,45.4%,18.5%,0.83,26.2%,50.8%,23.1%,1.1,0.2%,10.8,20%,,46%,raburry01
José Ramírez,22,355,.296,71,.232,.121,1.7%,11.0%,9.0%,86.6,28.0%,19.8%,45.9%,23.3%,0.92,30.7%,52.7%,16.6%,-1.0,-0.5%,-7.5,44%,71%,46%,ramirjo01
Danny Salazar,25,4,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.9,,,,salazda01
Jerry Sands,27,133,.290,68,.298,.154,3.0%,27.1%,6.8%,91.7,45.6%,25.0%,46.6%,18.2%,0.87,17.0%,60.2%,22.7%,-0.3,0.3%,0.6,19%,,20%,sandsje01
Carlos Santana,29,666,.336,101,.261,.164,2.9%,18.3%,16.2%,89.9,45.6%,22.6%,45.5%,20.3%,0.84,40.6%,48.0%,11.3%,-0.6,-0.2%,2.4,24%,79%,36%,santaca01
Nick Swisher,34,111,.255,42,.237,.099,1.8%,21.6%,7.2%,86.4,29.0%,24.4%,51.3%,17.9%,1.05,30.8%,53.8%,15.4%,-0.5,-0.3%,-6.9,15%,,17%,swishni01
Gio Urshela,23,288,.285,65,.266,.105,2.1%,20.1%,6.3%,87.8,37.6%,28.6%,42.4%,18.1%,0.74,24.8%,53.3%,21.9%,-1.6,-0.5%,-18.1,26%,0%,12%,urshegi01
Zach Walters,25,30,.119,-58,.267,.000,0.0%,50.0%,0.0%,80.4,15.4%,20.0%,40.0%,33.3%,0.67,20.0%,53.3%,26.7%,-0.5,-0.1%,-4.3,0%,,,walteza01
League Average,,,.323,99,.295,.157,2.9%,19.9%,7.7%,88.7,38.7%,25.7%,44.6%,20.9%,0.83,29.1%,52.3%,18.6%,,,,30%,69%,38%,-9999
Team Total,,6109,.322,91,.299,.144,2.3%,18.9%,8.7%,88.6,39.6%,26.4%,44.6%,20.1%,0.84,31.1%,51.5%,17.5%,-6.6,-3.1%,-46.4,29%,75%,38%,-9999
