--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Austin Adams,28,1,.000,-146,.000,.000,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.9,,,,adamsau01
Jesús Aguilar,25,20,.322,92,.500,.053,0.0%,35.0%,0.0%,88.1,25.0%,16.7%,58.3%,25.0%,1.40,50.0%,50.0%,0.0%,0.0,0.0%,0.5,0%,,0%,aguilje01
Abraham Almonte,26,196,.337,97,.296,.191,2.6%,16.8%,8.2%,89.1,42.1%,23.8%,46.9%,15.0%,1.00,35.4%,48.3%,16.3%,-0.3,0.0%,-2.2,42%,100%,73%,almonab01
Cody Anderson,24,3,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.5,,,,anderco01
Mike Aviles,34,317,.274,55,.250,.086,1.6%,12.0%,6.3%,86.8,35.9%,22.9%,48.4%,19.4%,0.98,20.9%,55.8%,23.3%,-1.9,-0.5%,-22.5,37%,75%,32%,avilemi01
Trevor Bauer,24,7,.227,21,.200,.000,0.0%,14.3%,14.3%,85.9,0.0%,20.0%,60.0%,20.0%,1.50,0.0%,80.0%,20.0%,-0.1,0.0%,-0.8,0%,,,bauertr01
Michael Bourn,32,326,.278,57,.332,.048,0.0%,23.3%,8.9%,85.2,22.5%,24.9%,45.7%,19.0%,0.97,33.0%,51.6%,15.4%,-0.9,-0.6%,-10.1,28%,72%,39%,bournmi01
Michael Brantley,28,596,.377,129,.318,.170,2.5%,8.6%,10.1%,89.4,40.2%,30.8%,45.1%,18.0%,0.84,39.3%,45.5%,15.1%,2.1,0.5%,28.0,25%,94%,32%,brantmi02
Carlos Carrasco,28,3,1.793,3337,1.000,.000,0.0%,0.0%,0.0%,37.7,0.0%,33.3%,0.0%,0.0%,0.00,0.0%,66.7%,33.3%,0.1,0.0%,0.7,0%,,0%,carraca01
Lonnie Chisenhall,26,362,.291,68,.288,.126,1.9%,19.1%,6.4%,86.1,36.8%,23.0%,40.1%,21.2%,0.68,33.8%,50.6%,15.6%,-0.5,-0.7%,-4.2,31%,80%,52%,chiselo01
Yan Gomes,27,389,.292,69,.285,.160,3.1%,26.7%,3.3%,88.2,37.0%,33.2%,35.1%,24.2%,0.54,22.3%,58.1%,19.6%,-1.0,-0.3%,-18.5,28%,,45%,gomesya01
Brett Hayes,31,36,.282,61,.091,.281,8.3%,19.4%,8.3%,84.0,40.0%,26.9%,26.9%,26.9%,0.39,34.6%,61.5%,3.8%,-0.1,-0.1%,-1.4,20%,,0%,hayesbr01
Tyler Holt,26,21,.118,-59,.182,.000,0.0%,42.9%,4.8%,85.9,16.7%,27.3%,27.3%,9.1%,0.60,9.1%,54.5%,36.4%,-0.4,-0.1%,-2.3,67%,,25%,holtty01
