--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Greg Allen,24,39,.272,48,.259,.114,2.6%,20.5%,5.1%,87.1,28.0%,10.7%,53.6%,21.4%,1.36,39.3%,39.3%,21.4%,0.1,0.0%,-1.2,38%,100%,60%,allengr01
Abraham Almonte,28,195,.307,77,.298,.134,1.5%,23.6%,10.3%,88.4,41.8%,25.8%,52.3%,15.6%,1.12,39.8%,47.7%,12.5%,-0.8,-0.8%,-4.2,35%,67%,52%,almonab01
Trevor Bauer,26,3,.000,-143,.000,.000,0.0%,33.3%,0.0%,98.5,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.6,,,,bauertr01
Michael Brantley,30,375,.357,110,.325,.145,2.4%,13.3%,8.3%,89.0,39.0%,27.7%,49.3%,16.4%,0.97,33.2%,50.7%,16.1%,0.8,0.6%,9.3,30%,92%,41%,brantmi02
Jay Bruce,30,169,.349,107,.283,.228,4.1%,21.9%,10.7%,88.3,38.3%,27.4%,35.4%,26.5%,0.55,34.5%,54.9%,10.6%,0.2,0.3%,1.0,29%,100%,21%,bruceja01
Carlos Carrasco,30,5,.139,-43,.000,.000,0.0%,20.0%,20.0%,47.2,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.8,100%,,100%,carraca01
Lonnie Chisenhall,28,270,.369,124,.326,.233,4.4%,20.4%,9.3%,86.6,41.1%,20.3%,36.9%,30.5%,0.61,28.3%,56.1%,15.5%,-0.2,0.2%,11.4,26%,50%,43%,chiselo01
Mike Clevinger,26,3,.000,-264,.000,.000,0.0%,33.3%,0.0%,76.7,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.7,,,0%,clevimi01
Yandy Díaz,25,179,.319,85,.336,.064,0.0%,19.6%,11.7%,92.6,54.8%,28.7%,58.2%,10.7%,1.39,14.8%,56.6%,28.7%,-0.8,-0.4%,-2.7,40%,100%,18%,diazya01
Edwin Encarnación,34,669,.382,132,.271,.245,5.7%,19.9%,15.6%,89.8,45.6%,24.4%,38.0%,29.6%,0.61,32.2%,52.6%,15.3%,1.9,1.0%,19.9,27%,100%,15%,encared01
Yan Gomes,29,383,.314,83,.283,.167,3.7%,25.9%,8.1%,86.8,36.7%,20.4%,40.8%,26.1%,0.70,29.8%,53.5%,16.7%,-2.4,-1.8%,-7.8,28%,,47%,gomesya01
Erik González,25,115,.280,63,.343,.164,3.5%,32.2%,2.6%,88.5,43.1%,32.0%,54.7%,9.3%,1.28,25.3%,57.3%,17.3%,-0.7,-0.6%,-6.9,40%,33%,56%,gonzaer01
Brandon Guyer,31,192,.304,74,.303,.091,1.0%,22.4%,7.8%,84.6,25.9%,27.0%,38.1%,21.4%,0.64,27.0%,53.2%,19.8%,-0.4,-0.1%,-5.1,33%,100%,30%,guyerbr01
Austin Jackson,30,318,.380,130,.385,.164,2.2%,20.1%,10.4%,89.1,35.9%,29.1%,48.2%,20.0%,0.94,23.6%,53.2%,23.2%,1.1,1.3%,11.3,34%,75%,46%,jacksau01
Jason Kipnis,30,373,.310,79,.256,.182,3.2%,19.0%,7.5%,86.6,35.2%,25.4%,36.8%,26.8%,0.59,32.0%,49.6%,18.4%,-1.0,-0.9%,-3.6,32%,75%,50%,kipnija01
Corey Kluber,31,2,.446,178,.500,.000,0.0%,0.0%,0.0%,86.9,0.0%,50.0%,0.0%,50.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,klubeco01
Francisco Lindor,23,723,.361,115,.275,.232,4.6%,12.9%,8.3%,89.3,40.4%,24.7%,38.9%,28.8%,0.65,33.6%,48.6%,17.8%,2.5,1.0%,9.9,32%,83%,52%,lindofr01
Michael Martinez,34,14,.369,154,.667,.091,0.0%,35.7%,14.3%,87.6,16.7%,85.7%,0.0%,0.0%,0.00,14.3%,71.4%,14.3%,-0.1,-0.1%,-0.7,13%,0%,0%,martimi02
Francisco Mejía,21,14,.137,-55,.200,.000,0.0%,21.4%,7.1%,94.4,50.0%,10.0%,70.0%,10.0%,2.33,40.0%,50.0%,10.0%,-0.3,0.0%,-1.7,25%,,,mejiafr01
Andrew Miller,32,1,.000,-143,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,millean01
Tyler Naquin,26,40,.238,37,.276,.054,0.0%,22.5%,5.0%,83.9,34.6%,31.0%,58.6%,10.3%,1.42,37.9%,37.9%,24.1%,-0.2,-0.3%,-2.5,31%,0%,50%,naquity01
Roberto Perez,28,248,.291,67,.266,.166,3.2%,28.6%,10.5%,86.4,43.7%,25.2%,48.3%,19.9%,1.01,30.5%,59.6%,9.9%,0.1,0.2%,-0.7,22%,0%,5%,perezro02
José Ramírez,24,645,.405,147,.319,.265,4.5%,10.7%,8.1%,88.7,38.1%,27.6%,39.9%,24.4%,0.67,36.3%,48.2%,15.5%,1.0,-0.4%,30.7,37%,77%,46%,ramirjo01
Daniel Robertson,31,88,.280,62,.224,.113,1.1%,3.4%,8.0%,83.5,22.1%,17.9%,69.2%,6.4%,2.45,25.6%,56.4%,17.9%,-0.4,-0.4%,-4.2,29%,0%,40%,roberda09
Carlos Santana,31,667,.356,112,.274,.196,3.5%,14.1%,13.2%,88.9,42.4%,24.2%,41.3%,24.2%,0.71,38.1%,49.8%,12.1%,0.5,0.3%,16.3,31%,83%,33%,santaca01
Josh Tomlin,32,7,.127,-51,.250,.000,0.0%,42.9%,0.0%,82.0,0.0%,25.0%,50.0%,25.0%,1.00,0.0%,50.0%,50.0%,-0.2,-0.2%,-2.0,0%,,,tomlijo01
Gio Urshela,25,165,.252,38,.256,.064,0.6%,13.3%,4.9%,87.7,29.1%,31.9%,44.4%,18.5%,0.81,17.0%,64.4%,18.5%,-0.4,-0.5%,-6.5,28%,,30%,urshegi01
Bradley Zimmer,24,332,.319,78,.328,.144,2.4%,29.8%,7.8%,87.6,43.1%,24.1%,46.3%,18.2%,0.96,31.0%,50.2%,18.7%,-1.4,-1.2%,-9.1,34%,95%,47%,zimmebr01
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6234,.344,103,.295,.186,3.4%,18.5%,9.7%,88.3,39.5%,25.5%,42.9%,23.1%,0.77,31.6%,51.8%,16.6%,-1.3,-2.9%,48.4,31%,79%,38%,-9999
