--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Greg Allen,25,291,.307,77,.320,.087,0.7%,19.9%,4.8%,86.4,32.8%,27.8%,46.7%,17.5%,0.96,34.0%,50.0%,16.0%,-0.6,-0.7%,-11.8,36%,84%,50%,allengr01
Yonder Alonso,31,574,.323,96,.283,.171,4.0%,21.4%,8.9%,88.1,40.0%,24.6%,39.9%,24.4%,0.67,34.9%,51.3%,13.8%,0.4,0.0%,4.5,26%,,29%,alonsyo01
Brandon Barnes,32,21,.327,99,.308,.158,4.8%,23.8%,9.5%,85.6,33.3%,7.1%,50.0%,35.7%,1.00,35.7%,50.0%,14.3%,-0.2,0.0%,-3.2,8%,,13%,barnebr02
Trevor Bauer,27,3,.000,-136,.000,.000,0.0%,33.3%,0.0%,75.0,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.1,,,0%,bauertr01
Shane Bieber,23,5,.386,141,.500,.250,0.0%,40.0%,20.0%,92.7,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,biebesh01
Michael Brantley,31,631,.368,127,.319,.160,2.7%,9.5%,7.6%,90.4,40.7%,31.1%,45.8%,18.0%,0.85,37.3%,48.9%,13.7%,2.2,1.1%,23.3,34%,80%,47%,brantmi02
Melky Cabrera,33,278,.335,106,.303,.140,2.2%,13.7%,7.2%,91.0,44.6%,30.0%,46.1%,18.0%,0.86,29.5%,54.8%,15.7%,-0.3,-0.4%,1.7,25%,50%,39%,cabreme01
Carlos Carrasco,31,4,.224,25,.500,.000,0.0%,50.0%,0.0%,77.1,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,0%,,,carraca01
Lonnie Chisenhall,29,95,.369,128,.366,.131,1.1%,12.6%,8.4%,85.8,31.3%,28.8%,28.8%,31.5%,0.42,24.7%,68.5%,6.8%,0.3,0.2%,2.4,28%,100%,50%,chiselo01
Mike Clevinger,27,4,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.2,0.0%,-1.5,,,,clevimi01
Rajai Davis,37,216,.269,51,.291,.056,0.5%,22.2%,5.1%,83.4,30.8%,23.5%,45.8%,19.6%,0.91,13.1%,62.1%,24.8%,-1.7,-0.6%,-19.6,36%,75%,48%,davisra01
Yandy Díaz,26,120,.354,118,.371,.110,0.8%,15.8%,9.2%,92.5,46.5%,31.1%,53.3%,12.2%,1.14,11.1%,58.9%,30.0%,-0.6,0.0%,0.9,31%,,37%,diazya01
Josh Donaldson,32,60,.390,144,.297,.240,5.0%,16.7%,16.7%,92.8,46.9%,17.5%,47.5%,25.0%,0.90,30.0%,60.0%,10.0%,-0.1,0.0%,0.5,24%,,50%,donaljo02
Edwin Encarnación,35,579,.355,118,.265,.228,5.5%,22.8%,10.9%,90.4,44.4%,23.7%,37.3%,30.1%,0.60,28.5%,51.7%,19.7%,0.1,0.1%,13.7,26%,100%,30%,encared01
Yan Gomes,30,435,.335,105,.336,.184,3.7%,27.4%,4.8%,89.3,41.5%,31.0%,32.8%,28.9%,0.49,29.3%,53.7%,17.1%,0.2,0.0%,-5.9,30%,,32%,gomesya01
Erik González,26,143,.316,87,.347,.110,0.7%,23.8%,3.5%,90.7,45.7%,29.4%,54.9%,10.8%,1.24,15.7%,59.8%,24.5%,-0.7,-0.2%,-1.0,30%,100%,42%,gonzaer01
Brandon Guyer,32,221,.303,83,.237,.165,3.2%,21.7%,6.8%,85.6,35.2%,23.8%,39.5%,25.9%,0.68,29.9%,54.4%,15.6%,0.1,0.0%,3.4,27%,50%,44%,guyerbr01
Eric Haase,25,17,.142,-34,.200,.000,0.0%,35.3%,0.0%,75.6,0.0%,10.0%,60.0%,20.0%,1.50,40.0%,40.0%,20.0%,0.0,0.0%,-1.6,0%,,,haaseer01
Jason Kipnis,31,601,.317,91,.258,.158,3.0%,18.6%,10.0%,86.8,33.9%,27.3%,33.2%,28.7%,0.51,32.2%,52.4%,15.4%,-2.5,-1.4%,5.0,28%,88%,33%,kipnija01
Corey Kluber,32,6,.000,-136,.000,.000,0.0%,66.7%,0.0%,42.0,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-2.3,,,,klubeco01
