--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Michael Martinez,33,36,,,.222,.029,0.0%,22.2%,2.8%,,,,,,,,,,,,,71%,,,martimi02
Adam Moore,32,5,.000,-148,.000,.000,0.0%,80.0%,0.0%,85.1,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-1.4,,,,mooread01
Mike Napoli,34,645,.348,106,.296,.226,5.3%,30.1%,12.1%,90.6,44.8%,24.5%,36.7%,26.4%,0.58,31.0%,51.8%,17.3%,0.5,0.9%,10.6,32%,83%,33%,napolmi01
Tyler Naquin,25,365,.376,128,.411,.218,3.8%,30.7%,9.9%,91.3,50.5%,27.7%,46.9%,19.2%,0.92,32.9%,49.3%,17.8%,0.4,0.5%,8.5,30%,67%,49%,naquity01
Roberto Perez,27,184,.271,49,.229,.111,1.6%,23.9%,12.5%,89.9,41.2%,17.1%,53.0%,17.9%,1.29,13.7%,61.5%,24.8%,-1.2,-0.6%,-8.8,23%,,30%,perezro02
José Ramírez,23,618,.365,117,.333,.150,1.8%,10.0%,7.1%,88.6,35.2%,31.7%,40.7%,20.1%,0.70,30.2%,50.3%,19.5%,3.2,2.0%,20.8,34%,76%,60%,ramirjo01
Danny Salazar,26,5,.000,-148,.000,.000,0.0%,60.0%,0.0%,83.3,0.0%,0.0%,0.0%,0.0%,0.00,50.0%,0.0%,50.0%,-0.1,-0.1%,-1.2,,,0%,salazda01
Carlos Santana,30,688,.373,125,.258,.239,4.9%,14.4%,14.4%,91.8,48.1%,25.6%,43.0%,21.5%,0.76,41.0%,47.4%,11.5%,2.5,0.8%,25.2,25%,71%,39%,santaca01
Josh Tomlin,31,6,.425,176,.667,.200,0.0%,33.3%,0.0%,87.0,0.0%,0.0%,50.0%,25.0%,2.00,25.0%,50.0%,25.0%,0.1,0.0%,0.1,50%,,,tomlijo01
Juan Uribe,37,259,.273,52,.227,.126,2.7%,18.9%,5.8%,88.8,42.5%,26.0%,46.9%,18.2%,0.88,25.7%,57.1%,17.3%,-1.0,-0.7%,-11.9,20%,,23%,uribeju01
League Average,,,.326,99,.298,.165,3.2%,20.7%,8.0%,89.0,39.5%,24.9%,43.9%,22.3%,0.80,30.2%,50.3%,19.4%,,,,30%,72%,40%,-9999
Team Total,,6155,.337,97,.304,.168,3.0%,20.2%,8.6%,89.0,39.0%,27.7%,42.9%,20.7%,0.77,31.4%,50.6%,18.1%,2.3,2.7%,25.7,32%,81%,45%,-9999
