--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jesús Aguilar,26,6,.000,-148,.000,.000,0.0%,16.7%,0.0%,82.4,40.0%,0.0%,80.0%,20.0%,4.00,20.0%,60.0%,20.0%,-0.1,0.0%,-1.2,,,,aguilje01
Abraham Almonte,27,194,.317,77,.331,.137,0.5%,21.7%,4.1%,89.4,45.5%,25.2%,47.6%,18.9%,0.94,31.2%,55.3%,13.5%,-0.7,-0.4%,-2.0,41%,100%,50%,almonab01
Trevor Bauer,25,6,.000,-197,,.000,0.0%,83.3%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,-0.1%,-1.3,,,,bauertr01
Michael Brantley,29,43,.267,43,.265,.051,0.0%,14.0%,7.0%,89.8,31.3%,35.3%,44.1%,17.6%,0.79,36.4%,51.5%,12.1%,0.0,0.0%,2.3,42%,100%,0%,brantmi02
Marlon Byrd,38,129,.328,92,.347,.183,3.9%,29.5%,8.5%,87.1,38.7%,36.3%,35.0%,23.8%,0.54,25.3%,41.8%,32.9%,0.2,0.1%,0.8,16%,,33%,byrdma01
Lonnie Chisenhall,27,418,.336,96,.328,.153,1.9%,16.8%,5.5%,86.3,27.8%,27.6%,36.0%,24.2%,0.57,30.5%,49.2%,20.2%,0.8,0.6%,6.8,27%,100%,52%,chiselo01
Mike Clevinger,25,2,.000,-148,.000,.000,0.0%,0.0%,0.0%,60.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.5,,,,clevimi01
Collin Cowgill,30,14,.156,-34,.200,.000,0.0%,50.0%,14.3%,79.3,0.0%,20.0%,60.0%,20.0%,1.50,40.0%,40.0%,20.0%,-0.4,-0.2%,-3.8,0%,,33%,cowgico01
Coco Crisp,36,64,.351,101,.237,.170,3.1%,20.3%,14.1%,84.6,27.5%,28.6%,35.7%,23.8%,0.63,50.0%,40.5%,9.5%,-0.1,0.0%,1.7,39%,100%,50%,crispco01
Rajai Davis,35,495,.326,80,.299,.139,2.4%,21.4%,6.7%,86.8,33.2%,24.2%,45.0%,21.1%,0.84,28.4%,49.0%,22.6%,-0.4,0.4%,-3.3,43%,88%,58%,davisra01
Chris Gimenez,33,155,.277,54,.274,.115,2.6%,26.5%,6.5%,87.3,36.3%,29.1%,47.6%,14.6%,1.00,29.4%,53.9%,16.7%,-1.0,-0.6%,-13.1,35%,,33%,gimench01
Yan Gomes,28,264,.234,24,.189,.159,3.4%,26.1%,3.4%,87.4,35.8%,26.1%,39.1%,27.7%,0.64,23.0%,58.5%,18.6%,-2.3,-1.9%,-18.6,30%,,41%,gomesya01
Erik González,24,17,.263,66,.625,.000,0.0%,47.1%,5.9%,89.9,75.0%,0.0%,87.5%,0.0%,7.00,62.5%,25.0%,12.5%,0.0,0.0%,-2.3,33%,0%,50%,gonzaer01
Brandon Guyer,30,96,.409,153,.379,.136,2.1%,13.5%,7.3%,84.6,21.9%,35.3%,44.1%,16.2%,0.79,20.9%,56.7%,22.4%,0.7,0.2%,7.7,25%,50%,50%,guyerbr01
Jason Kipnis,29,688,.356,111,.324,.193,3.3%,21.2%,8.7%,90.5,43.4%,32.1%,39.5%,21.0%,0.67,34.4%,50.4%,15.2%,1.7,1.5%,15.8,32%,83%,38%,kipnija01
Corey Kluber,30,6,.308,67,1.000,.250,0.0%,50.0%,0.0%,99.6,100.0%,33.3%,0.0%,0.0%,0.00,33.3%,33.3%,33.3%,-0.1,-0.1%,-1.1,100%,,100%,klubeco01
Francisco Lindor,22,684,.355,110,.324,.134,2.2%,12.9%,8.3%,89.1,37.5%,29.4%,49.4%,16.3%,0.99,32.8%,49.3%,17.9%,1.0,1.2%,4.6,37%,79%,49%,lindofr01
Michael Martinez,33,63,.243,37,.348,.100,1.6%,20.6%,3.2%,85.0,23.0%,24.0%,40.0%,20.0%,0.73,29.3%,42.7%,28.0%,-1.1,-0.7%,-8.7,32%,0%,29%,martimi02
