--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ronald Acuna Jr.,21,715,.386,127,.337,.238,5.7%,26.3%,10.6%,91.2,50.9%,27.3%,38.5%,29.4%,0.63,29.7%,50.7%,19.6%,4.3,2.2%,40.5,39%,80%,59%,acunaro01
Ozzie Albies,22,702,.369,117,.325,.205,3.4%,16.0%,7.7%,89.4,36.9%,29.5%,37.6%,27.4%,0.61,35.8%,48.8%,15.4%,1.1,1.0%,23.1,35%,79%,55%,albieoz01
Johan Camargo,25,248,.287,59,.258,.151,2.8%,17.3%,6.1%,87.4,34.5%,27.4%,43.7%,19.5%,0.78,32.1%,47.6%,20.3%,-0.5,-0.4%,-3.9,36%,100%,33%,camarjo01
Shane Carle,27,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,carlesh01
Francisco Cervelli,33,37,.452,178,.350,.406,5.4%,27.0%,10.8%,89.6,55.0%,31.8%,31.8%,22.7%,0.50,18.2%,63.6%,18.2%,0.3,0.1%,4.5,17%,,25%,cervefr01
Charlie Culberson,30,144,.320,86,.345,.178,3.5%,30.6%,4.2%,89.0,34.1%,29.0%,41.9%,18.3%,0.75,28.0%,58.1%,14.0%,-1.2,-0.7%,-6.7,23%,0%,70%,culbech01
Josh Donaldson,33,659,.388,133,.292,.262,5.6%,23.5%,15.2%,94.0,55.9%,26.3%,41.9%,23.5%,0.72,27.7%,52.3%,20.1%,1.9,1.4%,28.5,28%,67%,29%,donaljo02
Adam Duvall,30,130,.359,112,.306,.300,7.7%,30.0%,5.4%,92.4,38.6%,12.2%,28.0%,41.5%,0.40,35.4%,51.2%,13.4%,-0.2,-0.1%,1.2,23%,,50%,duvalad01
Tyler Flowers,33,310,.314,79,.325,.185,3.6%,33.9%,10.0%,90.7,43.9%,23.2%,47.0%,23.8%,0.89,30.4%,50.0%,19.6%,-1.4,-0.9%,-13.5,28%,,30%,flowety01
Mike Foltynewicz,27,38,.048,-130,.125,.000,0.0%,50.0%,0.0%,74.2,0.0%,15.8%,57.9%,0.0%,2.20,5.3%,57.9%,36.8%,-0.8,-0.4%,-8.4,50%,,,foltymi01
Freddie Freeman,29,692,.392,136,.318,.255,5.5%,18.4%,12.6%,90.1,44.4%,30.7%,38.1%,27.3%,0.62,32.1%,47.9%,20.0%,4.4,3.1%,52.1,33%,67%,47%,freemfr01
Max Fried,25,65,.237,19,.275,.071,0.0%,24.6%,7.7%,86.6,34.2%,29.5%,54.5%,4.5%,1.60,15.9%,61.4%,22.7%,-0.7,-0.3%,-9.3,55%,,25%,friedma01
Kevin Gausman,28,27,.033,-123,.111,.000,0.0%,66.7%,0.0%,74.5,0.0%,11.1%,88.9%,0.0%,8.00,22.2%,66.7%,11.1%,-0.5,-0.4%,-6.2,100%,,100%,gausmke01
Billy Hamilton,28,48,.318,75,.393,.049,0.0%,27.1%,14.6%,77.6,3.8%,25.0%,21.4%,32.1%,0.27,32.1%,42.9%,25.0%,0.4,0.2%,0.5,39%,80%,80%,hamilbi02
Adeiny Hechavarria,30,70,.440,170,.372,.311,5.7%,21.4%,8.6%,87.8,41.3%,21.3%,40.4%,27.7%,0.68,31.9%,44.7%,23.4%,1.7,0.4%,10.1,42%,,50%,hechaad01
Ender Inciarte,28,230,.328,85,.286,.151,2.2%,17.8%,11.3%,81.7,19.2%,26.4%,47.2%,19.5%,0.94,35.2%,44.0%,20.8%,0.9,0.6%,3.3,33%,88%,67%,inciaen01
Alex Jackson,23,15,.052,-124,.000,.000,0.0%,33.3%,6.7%,78.5,0.0%,25.0%,25.0%,25.0%,0.33,25.0%,50.0%,25.0%,-0.3,-0.2%,-5.0,0%,,,jacksal02
Matt Joyce,34,238,.378,125,.351,.155,2.9%,18.9%,16.0%,87.6,34.9%,31.6%,34.2%,25.2%,0.52,34.2%,51.0%,14.8%,0.7,0.4%,10.4,28%,,50%,joycema01
Dallas Keuchel,31,41,.140,-53,.500,.026,0.0%,68.3%,2.4%,84.2,30.0%,16.7%,66.7%,0.0%,4.00,8.3%,75.0%,16.7%,-0.7,-0.3%,-7.4,0%,,,keuchda01
Nick Markakis,35,469,.350,104,.310,.135,1.9%,12.6%,10.0%,91.6,46.1%,29.9%,48.2%,18.6%,0.93,28.3%,51.7%,20.0%,0.2,0.1%,10.0,33%,100%,35%,markani01
Brian McCann,35,316,.315,80,.261,.162,3.8%,16.8%,9.8%,89.1,37.7%,23.0%,44.8%,23.9%,0.82,36.1%,52.6%,11.3%,0.7,1.2%,-2.9,18%,,12%,mccanbr01
