--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Keibert Ruiz,22,89,.338,111,.280,.111,2.3%,4.5%,6.7%,85.6,29.9%,22.1%,42.9%,23.4%,0.75,36.4%,54.5%,9.1%,0.1,0.0%,2.4,24%,,25%,ruizke01
Adrian Sanchez,30,38,.272,64,.290,.057,0.0%,10.5%,7.9%,79.7,19.4%,19.4%,48.4%,16.1%,1.00,25.8%,61.3%,12.9%,-0.3,0.0%,-1.7,39%,,0%,sanchad01
Max Scherzer,36,37,.000,-141,.000,.000,0.0%,35.1%,0.0%,79.0,29.2%,8.3%,70.8%,8.3%,4.25,12.5%,66.7%,20.8%,-0.8,-0.4%,-11.2,,,,scherma01
Kyle Schwarber,28,303,.394,152,.273,.317,8.3%,29.0%,10.2%,92.2,52.0%,19.0%,41.9%,35.2%,0.72,35.8%,46.9%,17.3%,2.1,1.0%,15.9,22%,50%,28%,schwaky01
Juan Soto,22,654,.424,177,.332,.221,4.4%,14.2%,22.2%,93.0,52.8%,22.5%,52.9%,20.8%,1.12,21.7%,58.9%,19.3%,4.3,0.7%,64.3,30%,56%,38%,sotoju01
Andrew Stevenson,27,213,.282,72,.307,.109,2.4%,28.6%,6.1%,87.3,44.8%,24.6%,47.0%,18.7%,0.97,23.9%,59.7%,16.4%,0.1,-0.3%,-2.6,27%,50%,35%,stevean01
Stephen Strasburg,32,7,.323,101,.333,.200,0.0%,28.6%,14.3%,98.2,66.7%,50.0%,25.0%,0.0%,0.50,0.0%,75.0%,25.0%,-0.1,0.0%,-0.7,0%,,,strasst01
Wander Suero,29,1,.000,-128,.000,.000,0.0%,0.0%,0.0%,81.7,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.3,,,,suerowa01
Lane Thomas,25,206,.379,141,.325,.219,3.4%,22.3%,13.1%,91.7,48.5%,23.3%,42.9%,27.1%,0.75,27.8%,55.6%,16.5%,1.4,0.0%,11.8,38%,67%,36%,thomala02
Trea Turner,28,420,.390,142,.363,.198,4.3%,18.3%,6.2%,89.3,46.6%,25.6%,45.7%,23.0%,0.84,25.0%,53.5%,21.5%,0.9,0.5%,17.9,35%,88%,55%,turnetr01
Austin Voth,29,3,.509,233,1.000,.000,0.0%,33.3%,0.0%,72.6,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.1,0.0%,1.1,50%,,,vothau01
Cody Wilson,24,1,.000,-128,.000,.000,0.0%,0.0%,0.0%,86.9,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,wilsoco01
Ryan Zimmerman,36,273,.330,106,.289,.227,5.1%,28.2%,5.9%,91.3,47.8%,22.2%,50.0%,21.1%,1.00,27.2%,60.0%,12.8%,0.5,0.3%,-5.5,20%,,33%,zimmery01
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,6113,.335,109,.307,.159,3.0%,21.3%,9.4%,87.6,39.4%,24.2%,47.0%,21.9%,0.92,26.4%,55.7%,17.9%,-2.0,-1.1%,13.0,29%,68%,36%,-9999
