--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Rafael Bautista,24,27,.181,-16,.200,.000,0.0%,18.5%,7.4%,75.3,16.7%,25.0%,45.0%,15.0%,0.82,5.0%,80.0%,15.0%,-0.1,0.0%,-2.6,25%,,0%,bautira01
Joe Blanton,36,1,.698,356,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.3,0%,,,blantjo01
A.J. Cole,25,16,.199,-3,.222,.000,0.0%,31.3%,12.5%,78.9,37.5%,0.0%,66.7%,22.2%,2.00,11.1%,55.6%,33.3%,-0.2,-0.1%,-2.0,0%,,,coleaj01
Alejandro De Aza,33,70,.251,28,.250,.129,0.0%,22.9%,4.3%,85.8,32.6%,25.5%,37.3%,27.5%,0.70,37.3%,45.1%,17.6%,-0.4,0.0%,-2.0,47%,100%,57%,deazaal01
Wilmer Difo,25,365,.309,72,.332,.099,1.4%,20.3%,6.6%,84.4,28.6%,27.8%,49.2%,14.3%,1.07,30.5%,50.8%,18.8%,-1.0,-0.3%,-7.6,36%,91%,57%,difowi01
Stephen Drew,34,106,.296,67,.303,.105,0.9%,19.8%,7.6%,88.5,25.4%,26.0%,35.1%,32.5%,0.54,29.7%,52.7%,17.6%,-0.1,-0.1%,0.9,26%,,38%,drewst01
Adam Eaton,28,107,.397,138,.347,.165,1.9%,16.8%,13.1%,87.5,41.7%,18.9%,54.1%,17.6%,1.21,20.3%,59.5%,20.3%,0.8,0.6%,9.1,55%,75%,56%,eatonad02
Erick Fedde,24,5,.000,-207,.000,.000,0.0%,60.0%,0.0%,,,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-1.3,,,,feddeer01
Gio Gonzalez,31,75,.128,-65,.162,.000,0.0%,38.7%,5.3%,71.2,3.2%,16.7%,38.1%,16.7%,0.94,19.0%,57.1%,23.8%,-1.1,-0.4%,-14.0,30%,,25%,gonzagi01
Brian Goodwin,26,278,.356,107,.291,.247,4.7%,24.8%,8.3%,88.1,37.9%,28.6%,36.8%,25.9%,0.59,33.2%,51.1%,15.8%,-0.4,-0.2%,-0.6,37%,100%,18%,goodwbr01
Matt Grace,28,5,.000,-146,.000,.000,0.0%,80.0%,0.0%,,,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-1.6,,,,gracema02
Grant Green,29,3,.000,-146,.000,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.6,,,,greengr01
Bryce Harper,24,492,.422,159,.356,.276,5.9%,20.1%,13.8%,91.3,46.3%,26.9%,40.4%,24.1%,0.69,28.0%,50.9%,21.1%,4.0,2.8%,39.4,38%,67%,45%,harpebr03
Chris Heisey,32,79,.213,7,.216,.108,1.3%,27.9%,6.3%,85.1,27.3%,13.5%,36.5%,38.5%,0.61,30.8%,57.7%,11.5%,-0.7,-0.5%,-12.1,41%,,40%,heisech01
Edwin Jackson,33,21,.085,-84,.333,.000,0.0%,71.4%,0.0%,81.4,0.0%,50.0%,33.3%,16.7%,0.50,16.7%,66.7%,16.7%,-0.4,0.0%,-4.7,38%,,60%,jacksed01
Howie Kendrick,33,178,.359,113,.342,.201,3.9%,21.4%,6.2%,86.5,36.7%,25.2%,59.1%,15.0%,1.47,18.9%,60.6%,20.5%,0.0,0.0%,6.9,32%,67%,41%,kendrho01
Adam Lind,33,301,.372,122,.316,.210,4.7%,15.6%,9.3%,91.2,48.1%,24.8%,46.0%,24.8%,0.85,29.9%,52.7%,17.4%,1.2,0.5%,19.8,26%,100%,29%,lindad01
Jose Lobaton,32,158,.246,30,.194,.106,2.5%,22.2%,8.9%,85.0,33.3%,21.3%,49.1%,19.4%,1.00,28.3%,56.6%,15.1%,-1.4,-0.7%,-15.9,20%,,50%,lobatjo01
Daniel Murphy,32,593,.390,135,.341,.221,3.9%,13.0%,8.8%,90.2,45.5%,33.3%,33.3%,25.2%,0.50,30.4%,52.1%,17.5%,2.7,1.2%,39.0,35%,100%,42%,murphda08
Ryan Raburn,36,69,.305,79,.395,.169,2.9%,36.2%,5.8%,82.5,35.1%,30.0%,50.0%,17.5%,1.00,23.1%,53.8%,23.1%,0.0,0.1%,-2.4,26%,0%,100%,raburry01
Raudy Read,23,11,.309,76,.375,.000,0.0%,27.3%,0.0%,85.5,25.0%,12.5%,62.5%,0.0%,1.67,12.5%,87.5%,0.0%,-0.1,0.0%,-0.3,33%,,,readra01
Anthony Rendon,27,605,.400,141,.314,.232,4.1%,13.6%,13.9%,90.5,42.8%,25.7%,34.3%,32.2%,0.52,30.3%,48.1%,21.5%,2.2,1.3%,43.2,26%,78%,44%,rendoan01
Tanner Roark,30,63,.131,-71,.152,.018,0.0%,34.9%,1.6%,77.1,12.1%,2.5%,60.0%,12.5%,3.00,12.8%,51.3%,35.9%,-0.9,-0.3%,-10.7,17%,,33%,roarkta01
Victor Robles,20,27,.300,83,.333,.208,0.0%,22.2%,0.0%,87.7,29.4%,10.5%,47.4%,31.6%,1.13,36.8%,63.2%,0.0%,-0.2,0.0%,-0.1,25%,0%,,roblevi01
Enny Romero,26,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,romeren01
