--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Matt Adams,29,277,.364,119,.261,.253,6.5%,19.9%,8.7%,89.6,45.6%,23.7%,35.1%,29.4%,0.54,38.7%,47.4%,13.9%,0.7,0.4%,11.2,26%,,27%,adamsma01
Rafael Bautista,25,6,.000,-147,.000,.000,0.0%,16.7%,0.0%,76.5,0.0%,20.0%,20.0%,0.0%,0.25,20.0%,60.0%,20.0%,0.1,0.0%,-1.7,33%,,0%,bautira01
A.J. Cole,26,4,.683,436,.000,1.000,25.0%,25.0%,0.0%,80.9,50.0%,33.3%,0.0%,0.0%,0.00,33.3%,33.3%,33.3%,0.0,0.0%,-0.1,,,,coleaj01
Wilmer Difo,26,456,.291,63,.269,.120,1.5%,18.0%,8.6%,82.6,20.7%,26.7%,42.0%,20.4%,0.76,35.1%,46.5%,18.3%,-1.7,-0.7%,-13.0,37%,77%,48%,difowi01
Adam Eaton,29,370,.369,119,.364,.110,1.4%,17.3%,10.3%,87.6,33.6%,28.0%,46.7%,15.6%,0.94,27.2%,52.1%,20.6%,-0.1,-0.7%,13.0,36%,90%,33%,eatonad02
Erick Fedde,25,17,.094,-79,.091,.000,0.0%,29.4%,5.9%,80.3,14.3%,9.1%,72.7%,0.0%,8.00,9.1%,54.5%,36.4%,-0.4,-0.1%,-4.6,50%,,50%,feddeer01
Gio Gonzalez,32,47,.069,-110,.176,.023,0.0%,57.5%,0.0%,76.5,0.0%,15.0%,50.0%,10.0%,2.00,20.0%,45.0%,35.0%,-0.8,-0.5%,-10.2,33%,,0%,gonzagi01
Brian Goodwin,27,79,.309,77,.270,.154,3.8%,32.9%,12.7%,89.8,45.9%,24.4%,41.5%,26.8%,0.74,34.1%,53.7%,12.2%,-0.3,-0.2%,-1.6,26%,75%,33%,goodwbr01
Matt Grace,29,3,.300,72,.333,.000,0.0%,0.0%,0.0%,91.2,0.0%,33.3%,33.3%,33.3%,0.50,0.0%,33.3%,66.7%,0.0,0.0%,-0.3,0%,,0%,gracema02
Bryce Harper,25,695,.385,133,.289,.247,4.9%,24.3%,18.7%,91.4,48.6%,26.2%,40.5%,27.4%,0.69,37.4%,43.8%,18.7%,3.2,1.2%,43.5,29%,81%,35%,harpebr03
Jeremy Hellickson,31,35,.067,-116,.105,.031,0.0%,37.1%,0.0%,74.3,0.0%,4.5%,59.1%,18.2%,2.60,18.2%,59.1%,22.7%,-0.8,-0.4%,-8.2,0%,,,hellije01
Shawn Kelley,34,1,.000,-147,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,kellesh01
Howie Kendrick,34,160,.347,108,.350,.171,2.5%,18.1%,3.1%,90.7,48.2%,28.2%,46.8%,21.0%,0.88,21.0%,62.1%,16.9%,-0.4,-0.2%,-2.2,27%,50%,36%,kendrho01
Spencer Kieboom,27,143,.305,76,.281,.088,1.4%,19.6%,11.2%,84.7,22.5%,28.6%,41.8%,19.4%,0.75,26.5%,55.1%,18.4%,-0.3,-0.4%,-4.2,31%,,22%,kiebosp01
Kyle McGowin,26,2,.000,-147,.000,.000,0.0%,0.0%,0.0%,,,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.6,,,,mcgowky01
Justin Miller,31,1,.000,-147,.000,.000,0.0%,0.0%,0.0%,66.0,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.5,,,,milleju02
Tommy Milone,31,9,.087,-107,.000,.000,0.0%,33.3%,11.1%,75.3,0.0%,20.0%,20.0%,40.0%,0.33,40.0%,60.0%,0.0%,-0.1,0.0%,-1.0,0%,,,milonto01
Miguel Montero,34,13,.058,-122,.000,.000,0.0%,23.1%,15.4%,85.2,12.5%,37.5%,50.0%,12.5%,1.00,12.5%,62.5%,25.0%,-0.2,-0.1%,-2.5,0%,,,montemi01
Daniel Murphy,33,205,.340,101,.302,.142,2.9%,8.3%,6.3%,87.6,29.3%,32.6%,35.4%,24.0%,0.55,28.6%,50.9%,20.6%,0.3,0.1%,7.3,17%,100%,33%,murphda08
Anthony Rendon,28,597,.388,137,.323,.227,4.0%,13.7%,9.2%,91.2,47.7%,30.8%,32.5%,27.9%,0.48,24.2%,54.7%,21.1%,3.0,1.1%,35.0,32%,67%,48%,rendoan01
Mark Reynolds,34,235,.348,107,.288,.228,5.5%,27.2%,10.2%,89.9,42.9%,21.4%,40.7%,29.0%,0.69,26.2%,60.7%,13.1%,-0.8,-0.3%,-0.2,20%,,25%,reynoma01
Matt Reynolds,27,14,.178,-17,.222,.000,0.0%,28.6%,7.1%,85.0,37.5%,0.0%,66.7%,0.0%,2.00,11.1%,55.6%,33.3%,-0.3,-0.2%,-1.2,20%,,0%,reynoma03
Tanner Roark,31,65,.242,24,.282,.069,0.0%,29.2%,1.5%,81.2,21.1%,11.4%,68.2%,9.1%,3.33,13.6%,65.9%,20.5%,-0.3,-0.2%,-3.8,46%,,14%,roarkta01
Victor Robles,21,66,.369,126,.311,.237,4.6%,18.2%,6.1%,83.3,23.9%,29.2%,25.0%,27.1%,0.36,31.3%,52.1%,16.7%,-0.3,0.0%,0.8,25%,60%,67%,roblevi01
Jefry Rodriguez,24,18,.191,-21,.375,.063,0.0%,44.4%,0.0%,89.0,37.5%,10.0%,70.0%,0.0%,7.00,10.0%,70.0%,20.0%,-0.3,-0.2%,-2.4,67%,,0%,rodrije01
Joe Ross,25,5,.000,-147,.000,.000,0.0%,60.0%,0.0%,66.4,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.3,0.0%,-2.8,,,,rossjo01
Adrian Sanchez,27,59,.295,68,.320,.069,0.0%,13.6%,1.7%,86.2,30.4%,24.0%,50.0%,18.0%,1.04,10.0%,64.0%,26.0%,-0.3,-0.2%,-2.2,47%,,50%,sanchad01
Max Scherzer,33,78,.274,47,.304,.029,0.0%,18.0%,1.3%,79.8,18.9%,23.0%,57.4%,4.9%,1.94,13.1%,70.5%,16.4%,-0.4,-0.1%,-3.8,40%,100%,29%,scherma01
Pedro Severino,24,213,.229,18,.211,.079,0.9%,22.1%,8.5%,83.0,20.0%,25.0%,40.3%,19.4%,0.70,28.5%,55.6%,16.0%,-2.3,-1.7%,-16.8,22%,100%,38%,severpe01
Moises Sierra,29,60,.205,6,.250,.037,0.0%,33.3%,3.3%,89.3,33.3%,13.9%,63.9%,22.2%,1.77,19.4%,61.1%,19.4%,-0.9,-0.5%,-6.8,29%,50%,33%,sierrmo01
Juan Soto,19,494,.396,143,.338,.225,4.5%,20.0%,16.0%,90.3,46.6%,21.2%,52.5%,19.0%,1.16,33.2%,49.4%,17.4%,3.4,1.2%,29.6,31%,71%,52%,sotoju01
Andrew Stevenson,24,86,.284,62,.333,.067,1.2%,26.7%,7.0%,88.6,39.6%,26.8%,39.3%,21.4%,0.79,23.2%,67.9%,8.9%,-0.2,-0.1%,3.1,31%,50%,44%,stevean01
Stephen Strasburg,29,51,.179,-38,.172,.000,0.0%,23.5%,3.9%,91.2,43.5%,16.2%,54.1%,0.0%,2.86,8.1%,54.1%,37.8%,-0.7,-0.3%,-7.9,0%,,0%,strasst01
Wander Suero,26,3,.000,-147,.000,.000,0.0%,33.3%,0.0%,78.2,0.0%,0.0%,50.0%,0.0%,1.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,suerowa01
Michael A. Taylor,27,385,.294,62,.320,.130,1.6%,30.1%,7.5%,88.8,38.9%,20.9%,49.8%,20.9%,1.08,27.2%,53.6%,19.2%,-1.6,-0.7%,-17.0,36%,80%,50%,taylomi02
Trea Turner,25,740,.353,105,.314,.145,2.6%,17.8%,9.3%,89.1,42.7%,24.3%,47.2%,20.2%,0.94,26.4%,53.9%,19.7%,1.1,-0.2%,22.3,36%,83%,45%,turnetr01
Austin Voth,26,2,.000,-147,.000,.000,0.0%,50.0%,0.0%,45.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,vothau01
Matt Wieters,32,271,.309,80,.261,.136,3.0%,16.6%,11.1%,87.6,36.8%,26.4%,34.2%,26.4%,0.52,29.5%,56.0%,14.5%,-0.8,-0.4%,-2.6,20%,0%,20%,wietema01
Ryan Zimmerman,33,323,.363,119,.284,.222,4.0%,17.0%,9.3%,93.2,56.4%,21.3%,49.8%,23.4%,0.99,17.0%,60.9%,22.1%,0.8,0.4%,8.2,21%,50%,39%,zimmery01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6288,.335,96,.297,.164,3.0%,20.5%,10.0%,88.4,39.0%,25.0%,43.5%,22.0%,0.80,27.7%,53.4%,18.9%,-1.9,-4.1%,55.9,30%,78%,39%,-9999
