--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Bryce Harper,23,627,.352,110,.264,.198,3.8%,18.7%,17.2%,89.4,41.8%,27.1%,40.4%,23.8%,0.69,34.4%,50.1%,15.4%,3.2,2.1%,25.7,29%,68%,57%,harpebr03
Chris Heisey,31,155,.312,84,.241,.230,5.8%,28.4%,8.4%,87.3,32.5%,27.1%,29.2%,26.0%,0.43,25.8%,53.8%,20.4%,-0.4,-0.6%,-6.6,24%,0%,50%,heisech01
Shawn Kelley,32,1,.000,-144,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,kellesh01
Spencer Kieboom,25,1,.697,360,,,0.0%,0.0%,100.0%,,,,,,,,,,0.0,0.0%,0.4,100%,,50%,kiebosp01
Mat Latos,28,3,.672,341,.000,1.000,33.3%,33.3%,0.0%,88.1,50.0%,0.0%,0.0%,100.0%,0.00,50.0%,50.0%,0.0%,0.1,0.0%,0.1,,,,latosma01
Jose Lobaton,31,114,.312,81,.253,.141,2.6%,15.8%,10.5%,90.4,39.1%,30.1%,47.0%,21.7%,0.91,37.8%,43.9%,18.3%,-0.6,-0.5%,-1.8,21%,,29%,lobatjo01
Reynaldo Lopez,22,14,.075,-122,.200,.000,0.0%,50.0%,0.0%,82.4,33.3%,14.3%,57.1%,0.0%,4.00,0.0%,71.4%,28.6%,-0.2,-0.1%,-3.3,0%,,,lopezre01
Daniel Murphy,31,582,.411,154,.348,.249,4.3%,9.8%,6.0%,91.2,45.4%,29.0%,37.6%,26.6%,0.60,37.9%,46.3%,15.8%,3.8,2.7%,45.8,31%,63%,50%,murphda08
Oliver Perez,34,3,1.016,590,.667,.333,0.0%,0.0%,0.0%,89.3,0.0%,33.3%,33.3%,0.0%,1.00,33.3%,33.3%,33.3%,0.6,0.4%,1.8,50%,,0%,perezol01
Yusmeiro Petit,31,7,.150,-58,.250,.000,0.0%,28.6%,0.0%,84.9,0.0%,0.0%,60.0%,0.0%,,0.0%,40.0%,60.0%,-0.2,-0.1%,-1.2,0%,,,petityu01
Wilson Ramos,28,523,.373,125,.327,.189,4.2%,15.1%,6.7%,91.7,49.4%,26.8%,54.5%,15.0%,1.20,21.4%,56.4%,22.2%,2.6,1.7%,18.3,22%,,18%,ramoswi01
Anthony Rendon,26,647,.350,109,.304,.180,3.1%,18.1%,10.1%,91.9,47.6%,28.6%,36.0%,26.9%,0.57,22.7%,52.1%,25.2%,1.7,0.7%,22.1,35%,67%,44%,rendoan01
Ben Revere,28,375,.258,40,.234,.083,0.5%,9.1%,4.8%,83.5,18.4%,25.3%,54.1%,14.4%,1.27,30.9%,54.8%,14.3%,-1.7,-1.0%,-17.4,43%,74%,53%,reverbe01
Tanner Roark,29,75,.169,-33,.205,.016,0.0%,33.3%,6.7%,76.6,14.3%,13.3%,44.4%,22.2%,1.11,20.0%,55.6%,24.4%,-0.8,-0.5%,-9.2,8%,,20%,roarkta01
Clint Robinson,31,224,.297,71,.259,.097,2.2%,17.0%,8.9%,88.4,39.0%,20.1%,47.0%,21.3%,0.90,34.0%,49.7%,16.4%,-0.4,0.1%,-2.8,18%,,27%,robincl01
Joe Ross,23,44,.288,64,.385,.049,0.0%,34.1%,6.8%,91.9,40.9%,26.9%,61.5%,7.7%,1.60,24.0%,60.0%,16.0%,-0.3,-0.2%,-3.6,13%,,33%,rossjo01
Max Scherzer,31,85,.185,-30,.325,.014,0.0%,35.3%,2.4%,83.9,29.4%,13.2%,54.7%,3.8%,2.64,7.5%,60.4%,32.1%,-0.6,-0.5%,-7.2,27%,,,scherma01
Pedro Severino,22,34,.469,195,.304,.286,5.9%,8.8%,14.7%,90.5,45.5%,8.0%,60.0%,16.0%,1.50,45.8%,45.8%,8.3%,0.2,0.0%,4.1,25%,,50%,severpe01
Sammy Solis,27,3,.000,-144,.000,.000,0.0%,33.3%,0.0%,84.4,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.7,,,,solissa01
Stephen Strasburg,27,57,.231,12,.270,.021,0.0%,19.3%,3.5%,84.5,38.7%,13.6%,56.8%,4.5%,2.78,9.1%,63.6%,27.3%,-0.4,-0.3%,-6.3,25%,,0%,strasst01
Michael A. Taylor,25,237,.295,63,.319,.145,3.0%,32.5%,5.9%,88.6,42.3%,31.7%,42.8%,17.9%,0.78,23.4%,62.1%,14.5%,-0.4,-0.4%,-9.7,32%,82%,56%,taylomi02
Trea Turner,23,324,.422,150,.388,.225,4.0%,18.2%,4.3%,90.3,43.1%,29.6%,42.8%,20.0%,0.77,25.6%,54.5%,19.8%,1.0,0.2%,20.9,37%,85%,56%,turnetr01
Felipe Vazquez,24,1,.000,-144,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.2,,,,riverfe01
Jayson Werth,37,606,.336,98,.288,.173,3.5%,22.9%,11.7%,92.3,50.1%,25.5%,41.3%,26.3%,0.70,26.7%,54.5%,18.8%,1.0,0.5%,7.8,35%,83%,42%,werthja01
Ryan Zimmerman,31,467,.289,64,.248,.152,3.2%,22.3%,6.2%,93.5,51.2%,25.5%,49.8%,17.9%,0.99,18.4%,57.1%,24.5%,-2.3,-1.1%,-22.8,40%,80%,48%,zimmery01
League Average,,,.326,94,.301,.158,2.9%,21.5%,8.3%,88.6,38.5%,26.4%,45.0%,20.2%,0.85,27.9%,52.2%,19.9%,,,,30%,71%,40%,-9999
Team Total,,6201,.331,94,.293,.170,3.3%,20.2%,8.6%,90.0,42.3%,26.2%,43.5%,21.4%,0.80,28.9%,52.6%,18.5%,4.5,2.6%,42.9,31%,76%,43%,-9999
