--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Emmanuel Burriss,30,5,.598,297,.667,.000,0.0%,0.0%,40.0%,76.8,33.3%,0.0%,66.7%,0.0%,,33.3%,66.7%,0.0%,0.1,0.1%,1.4,50%,,0%,burriem01
A.J. Cole,23,2,.000,-144,.000,.000,0.0%,0.0%,0.0%,76.1,0.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-1.3,,,,coleaj01
Matt den Dekker,27,110,.341,111,.270,.232,4.6%,18.2%,8.2%,89.0,43.8%,23.5%,43.2%,18.5%,0.81,43.2%,48.1%,8.6%,0.0,0.2%,-0.4,22%,0%,15%,dendema01
Ian Desmond,29,641,.308,82,.307,.151,3.0%,29.2%,7.0%,91.1,48.3%,23.6%,52.2%,16.0%,1.15,21.5%,52.8%,25.7%,-1.7,-0.4%,-4.3,30%,72%,57%,desmoia01
Wilmer Difo,23,11,.155,-29,.222,.000,0.0%,18.2%,0.0%,86.9,50.0%,22.2%,55.6%,0.0%,1.25,55.6%,33.3%,11.1%,0.0,0.0%,-1.1,17%,,0%,difowi01
Yunel Escobar,32,591,.359,121,.347,.101,1.5%,11.8%,7.6%,90.2,41.8%,28.0%,56.0%,12.4%,1.28,22.7%,55.2%,22.1%,1.5,0.9%,12.1,31%,50%,25%,escobyu01
Danny Espinosa,28,412,.319,91,.299,.169,3.2%,25.7%,8.0%,85.7,36.4%,24.7%,41.9%,17.6%,0.82,35.3%,49.2%,15.4%,-0.5,-0.4%,-2.5,40%,71%,51%,espinda01
Doug Fister,31,39,.241,22,.438,.032,0.0%,38.5%,5.1%,77.1,20.0%,13.6%,36.4%,4.5%,1.14,40.9%,40.9%,18.2%,-0.4,-0.3%,-4.4,20%,,0%,fistedo01
Gio Gonzalez,29,56,.150,-62,.160,.023,0.0%,32.1%,1.8%,77.9,5.9%,11.4%,28.6%,11.4%,0.71,22.9%,51.4%,25.7%,-0.8,-0.4%,-9.1,14%,,0%,gonzagi01
Bryce Harper,22,654,.466,203,.369,.319,6.4%,20.0%,19.0%,91.7,51.2%,33.2%,39.8%,20.6%,0.67,34.6%,52.9%,12.5%,6.2,3.4%,75.7,29%,60%,57%,harpebr03
Reed Johnson,38,24,.233,28,.294,.045,0.0%,25.0%,0.0%,88.7,50.0%,29.4%,35.3%,23.5%,0.55,11.8%,64.7%,23.5%,0.0,-0.1%,-0.9,0%,,,johnsre02
Taylor Jordan,26,6,.284,66,.500,.000,0.0%,33.3%,0.0%,85.4,0.0%,25.0%,25.0%,25.0%,0.50,25.0%,50.0%,25.0%,0.0,0.0%,-0.6,0%,,0%,jordata01
Jose Lobaton,30,155,.277,60,.253,.096,1.9%,25.8%,9.7%,88.2,34.1%,26.3%,46.5%,22.2%,0.88,24.2%,56.6%,19.2%,-0.6,-0.9%,-1.8,20%,,25%,lobatjo01
Tyler Moore,28,200,.279,62,.234,.160,3.0%,22.5%,5.5%,89.6,40.0%,25.2%,42.0%,23.1%,0.72,27.3%,54.5%,18.2%,-0.2,-0.3%,2.5,18%,,19%,moorety01
Wilson Ramos,27,504,.280,63,.256,.128,3.0%,20.0%,4.2%,91.3,49.6%,25.7%,57.1%,13.9%,1.33,19.6%,58.9%,21.5%,-1.4,-0.6%,-13.8,23%,,29%,ramoswi01
Anthony Rendon,25,355,.318,92,.321,.100,1.4%,19.7%,10.1%,90.8,39.4%,28.2%,45.3%,19.6%,0.84,25.3%,47.3%,27.3%,-1.0,-0.6%,-5.2,33%,33%,33%,rendoan01
Tanner Roark,28,29,.183,-17,.278,.074,0.0%,31.0%,0.0%,78.1,13.3%,20.0%,50.0%,15.0%,1.25,20.0%,60.0%,20.0%,-0.2,-0.1%,-4.0,20%,,0%,roarkta01
