--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Clint Robinson,30,352,.352,116,.298,.152,2.8%,14.8%,10.5%,90.6,40.6%,31.4%,42.6%,20.5%,0.74,33.5%,51.8%,14.8%,-0.1,-0.2%,4.8,29%,,29%,robincl01
Joe Ross,22,30,.115,-70,.188,.000,0.0%,36.7%,0.0%,82.7,35.7%,11.1%,55.6%,11.1%,1.67,5.6%,55.6%,38.9%,-0.4,-0.3%,-7.1,50%,,0%,rossjo01
Max Scherzer,30,77,.229,19,.326,.000,0.0%,29.9%,2.6%,80.0,20.5%,21.2%,57.7%,0.0%,2.50,9.6%,59.6%,30.8%,-0.6,-0.4%,-6.7,24%,,36%,scherma01
Pedro Severino,21,4,.316,89,.333,.250,0.0%,25.0%,0.0%,87.1,33.3%,66.7%,33.3%,0.0%,0.50,100.0%,0.0%,0.0%,-0.1,0.0%,-0.2,100%,,100%,severpe01
Sammy Solis,26,2,.452,189,.500,.000,0.0%,0.0%,0.0%,89.0,50.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,0.0,0%,,,solissa01
Denard Span,31,275,.377,127,.318,.130,1.8%,9.5%,9.1%,88.1,38.5%,30.9%,50.7%,12.1%,1.04,28.4%,51.4%,20.3%,1.0,0.8%,13.3,35%,100%,43%,spande01
Stephen Strasburg,26,46,.145,-57,.238,.000,0.0%,37.0%,4.4%,81.4,20.0%,22.2%,40.7%,11.1%,1.22,11.1%,48.1%,40.7%,-0.8,-0.6%,-8.0,14%,,0%,strasst01
Michael A. Taylor,24,511,.292,67,.311,.129,2.7%,30.9%,6.9%,89.0,41.8%,26.5%,44.8%,18.3%,0.89,29.4%,50.9%,19.6%,0.8,0.9%,2.4,26%,84%,38%,taylomi02
Blake Treinen,27,4,.000,-387,.000,.000,0.0%,25.0%,0.0%,77.2,0.0%,0.0%,33.3%,0.0%,,33.3%,66.7%,0.0%,0.0,0.0%,-0.9,,,,treinbl01
Trea Turner,22,44,.290,78,.296,.100,2.3%,27.3%,9.1%,86.1,29.2%,28.6%,50.0%,17.9%,1.00,28.6%,46.4%,25.0%,0.2,0.0%,0.3,21%,50%,50%,turnetr01
Dan Uggla,35,141,.283,68,.253,.117,1.4%,28.4%,13.5%,91.2,51.5%,21.0%,40.7%,23.5%,0.70,32.1%,50.6%,17.3%,-0.3,-0.6%,-2.3,25%,0%,39%,ugglada01
Jayson Werth,36,378,.305,82,.253,.163,3.2%,22.2%,10.1%,91.1,46.4%,31.2%,35.6%,23.3%,0.55,21.3%,50.2%,28.5%,0.2,-0.1%,-4.7,38%,0%,35%,werthja01
Ryan Zimmerman,30,390,.343,109,.268,.217,4.1%,20.3%,8.5%,92.1,50.8%,28.5%,48.7%,19.1%,0.95,18.1%,56.7%,25.3%,0.5,0.0%,10.8,26%,100%,34%,zimmery01
Jordan Zimmermann,29,69,.146,-49,.222,.016,0.0%,26.1%,0.0%,79.4,24.3%,21.6%,47.1%,11.8%,1.33,21.6%,54.9%,23.5%,-0.8,-0.8%,-9.7,40%,,0%,zimmejo02
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6117,.326,96,.300,.151,2.9%,22.0%,8.8%,89.7,43.3%,27.2%,47.1%,17.2%,0.93,26.1%,53.0%,20.9%,0.4,-0.6%,34.2,29%,71%,38%,-9999
