--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Keegan Akin,26,2,.000,-127,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,akinke01
Nick Ciuffo,26,6,.321,99,.250,.200,0.0%,16.7%,16.7%,85.0,50.0%,0.0%,50.0%,50.0%,1.00,25.0%,25.0%,50.0%,0.1,0.0%,0.3,0%,,,ciuffni01
Thomas Eshelman,27,1,.000,-127,.000,.000,0.0%,0.0%,0.0%,57.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,eshelto01
Maikel Franco,28,403,.266,60,.225,.146,2.7%,16.6%,5.0%,88.2,33.9%,21.7%,48.6%,20.8%,0.94,32.9%,54.6%,12.5%,-2.2,-0.3%,-17.1,22%,,25%,francma02
Freddy Galvis,31,274,.310,91,.290,.165,3.3%,21.2%,6.6%,86.3,32.5%,21.6%,39.2%,25.3%,0.67,30.4%,55.2%,14.4%,-1.7,-0.4%,-8.4,37%,100%,46%,galvifr01
Kelvin Gutiérrez,26,153,.313,94,.356,.088,1.3%,29.4%,8.5%,88.8,45.7%,25.0%,56.5%,15.2%,1.30,25.0%,54.3%,20.7%,0.2,0.0%,-3.4,25%,,38%,gutieke01
Matt Harvey,32,6,.000,-172,.000,.000,0.0%,50.0%,0.0%,66.9,0.0%,0.0%,33.3%,33.3%,1.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-2.0,,,,harvema01
Austin Hays,25,529,.330,106,.286,.205,4.2%,20.2%,5.3%,88.4,39.2%,22.6%,42.6%,26.8%,0.75,29.4%,53.2%,17.4%,1.5,0.2%,8.9,36%,57%,40%,haysau01
Jahmai Jones,23,72,.200,12,.244,.045,0.0%,36.1%,5.6%,86.2,26.8%,22.0%,36.6%,26.8%,0.60,22.0%,53.7%,24.4%,-0.9,0.0%,-10.3,28%,100%,20%,jonesja08
Domingo Leyba,25,72,.223,30,.188,.062,1.4%,22.2%,8.3%,81.1,14.3%,28.6%,32.7%,28.6%,0.48,26.5%,59.2%,14.3%,-0.6,0.0%,-6.1,31%,,25%,leybado01
Jorge López,28,2,.000,-127,.000,.000,0.0%,50.0%,0.0%,75.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.5,,,,lopezjo02
Trey Mancini,29,616,.327,104,.308,.176,3.4%,23.2%,8.3%,88.9,42.1%,23.2%,49.0%,22.7%,0.96,26.3%,51.2%,22.5%,-0.2,-0.2%,-1.2,31%,,33%,mancitr01
Richie Martin,26,105,.234,44,.314,.051,1.0%,26.7%,3.8%,82.6,29.2%,19.4%,48.6%,18.1%,1.09,20.8%,47.2%,31.9%,-0.7,0.0%,-10.4,30%,0%,38%,martiri01
Jorge Mateo,26,116,.313,96,.359,.140,1.7%,24.1%,6.0%,85.3,31.3%,28.8%,35.0%,25.0%,0.54,23.8%,57.5%,18.8%,-0.4,0.0%,-0.9,19%,63%,57%,mateojo01
Ryan McKenna,24,197,.268,61,.312,.083,1.0%,37.6%,12.2%,85.3,34.0%,30.9%,44.3%,17.5%,0.83,23.7%,55.7%,20.6%,-0.6,-0.3%,-5.0,25%,100%,50%,mckenry01
John Means,28,5,.246,47,.333,.200,0.0%,40.0%,0.0%,63.1,33.3%,0.0%,0.0%,33.3%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.9,0%,,,meansjo01
Ryan Mountcastle,24,586,.336,111,.297,.232,5.6%,27.5%,7.0%,89.1,39.7%,24.7%,35.5%,33.9%,0.55,27.6%,53.2%,19.2%,-0.6,-0.4%,3.0,30%,57%,48%,mountry01
Cedric Mullins,26,675,.378,137,.322,.228,4.4%,18.5%,8.7%,88.2,39.4%,23.9%,38.6%,27.8%,0.65,32.2%,50.6%,17.2%,1.9,0.3%,23.7,29%,79%,52%,mullice01
Tyler Nevin,24,18,.450,191,.375,.357,5.6%,27.8%,22.2%,93.5,33.3%,0.0%,22.2%,66.7%,0.29,55.6%,11.1%,33.3%,0.1,0.0%,2.0,29%,,0%,nevinty01
Rio Ruiz,27,101,.251,46,.207,.133,3.0%,28.7%,8.9%,86.1,24.2%,17.7%,43.5%,29.0%,0.79,22.6%,58.1%,19.4%,-1.0,-0.6%,-10.4,30%,100%,60%,ruizri01
Anthony Santander,26,438,.306,90,.275,.192,4.1%,23.1%,5.3%,90.5,43.7%,26.8%,34.8%,26.5%,0.54,32.3%,51.3%,16.5%,-2.8,-0.7%,-11.8,34%,50%,43%,santaan02
Pedro Severino,27,419,.306,89,.314,.135,2.6%,26.0%,8.1%,88.2,38.5%,28.0%,39.3%,20.4%,0.65,34.5%,51.3%,14.2%,-1.6,-0.1%,-10.3,18%,,19%,severpe01
