--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Anthony Santander,24,405,.329,101,.285,.216,4.9%,21.2%,4.7%,90.8,41.8%,22.8%,39.6%,27.2%,0.66,34.9%,46.3%,18.8%,-0.5,0.1%,-1.1,26%,33%,25%,santaan02
Pedro Severino,25,341,.319,93,.285,.170,3.8%,21.4%,8.5%,87.9,36.9%,27.2%,39.6%,22.6%,0.66,33.6%,53.6%,12.8%,-0.9,-0.3%,-2.8,25%,75%,31%,severpe01
Chance Sisco,24,198,.316,92,.276,.186,4.0%,30.8%,11.1%,90.0,42.9%,27.4%,38.7%,28.3%,0.64,42.5%,39.6%,17.9%,-0.9,0.0%,-0.7,36%,0%,32%,siscoch01
Dwight Smith Jr.,26,392,.313,88,.274,.171,3.3%,20.9%,6.6%,89.0,41.8%,22.9%,48.2%,22.1%,0.94,28.0%,57.0%,15.1%,-1.6,0.0%,-4.8,32%,83%,44%,smithdw02
DJ Stewart,25,142,.299,83,.268,.143,2.8%,18.3%,9.9%,87.7,38.9%,19.8%,46.5%,18.8%,0.90,42.6%,48.5%,8.9%,-0.5,0.0%,-4.0,25%,33%,44%,stewadj01
Jesús Sucre,31,67,.259,51,.265,.032,0.0%,19.4%,6.0%,88.2,27.1%,26.5%,49.0%,20.4%,0.96,18.4%,55.1%,26.5%,-0.4,-0.2%,-4.4,17%,,0%,sucreje01
Mark Trumbo,33,31,.219,23,.208,.103,0.0%,16.1%,6.5%,91.5,45.0%,25.0%,50.0%,16.7%,1.00,29.2%,62.5%,8.3%,-0.3,0.0%,-2.4,14%,,100%,trumbma01
Jonathan Villar,28,714,.346,107,.341,.179,3.4%,24.7%,8.5%,88.8,41.3%,22.9%,48.3%,19.5%,0.98,32.2%,48.7%,19.1%,0.2,0.0%,0.8,40%,82%,61%,villajo01
Stevie Wilkerson,27,361,.282,69,.300,.158,2.8%,29.9%,6.1%,86.6,32.5%,23.2%,45.1%,22.3%,0.84,32.1%,50.4%,17.4%,-2.2,-0.1%,-20.3,32%,50%,46%,wilkest01
Mason Williams,27,34,.284,63,.320,.033,0.0%,17.7%,8.8%,87.6,33.3%,36.0%,32.0%,32.0%,0.47,20.0%,56.0%,24.0%,-0.3,0.0%,-2.6,31%,100%,100%,willima10
Asher Wojciechowski,30,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,wojcias01
Austin Wynns,28,74,.265,54,.255,.057,1.4%,18.9%,4.1%,85.4,24.1%,19.3%,54.4%,17.5%,1.29,22.8%,63.2%,14.0%,-0.4,0.0%,-3.7,39%,,100%,wynnsau01
League Average,,,.328,99,.297,.185,3.7%,23.0%,8.5%,89.2,40.3%,25.2%,42.2%,24.0%,0.74,29.5%,52.5%,17.9%,,,,31%,72%,40%,-9999
Team Total,,6189,.316,90,.293,.168,3.4%,23.2%,7.5%,88.0,36.7%,24.4%,43.6%,22.7%,0.80,29.9%,53.1%,17.1%,-11.5,-2.3%,-80.7,30%,74%,40%,-9999
