--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
J.J. Hardy,33,438,.318,91,.299,.138,2.1%,15.5%,5.9%,90.8,43.9%,23.5%,46.2%,20.9%,0.86,33.1%,49.4%,17.5%,-0.2,-0.2%,-2.7,27%,,33%,hardyjj01
Donnie Hart,25,1,.000,-141,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,hartdo01
Paul Janish,33,35,.240,34,.214,.032,0.0%,8.6%,8.6%,81.6,12.5%,39.3%,25.0%,14.3%,0.35,17.9%,64.3%,17.9%,-0.1,0.0%,-2.9,27%,,33%,janispa01
Ubaldo Jiménez,32,4,.000,-141,.000,.000,0.0%,25.0%,0.0%,83.0,33.3%,33.3%,33.3%,33.3%,0.50,0.0%,66.7%,33.3%,-0.1,-0.1%,-0.6,,,,jimenub01
Adam Jones,30,672,.321,93,.280,.171,4.3%,17.1%,5.8%,89.3,40.0%,22.2%,42.9%,25.9%,0.76,26.4%,53.1%,20.5%,-1.6,-1.7%,-7.2,32%,100%,42%,jonesad01
Caleb Joseph,30,141,.201,4,.221,.023,0.0%,19.9%,5.0%,85.8,24.7%,25.5%,40.6%,26.4%,0.70,25.5%,44.3%,30.2%,-1.5,-1.5%,-21.9,23%,,0%,josepca01
Hyun Soo Kim,28,346,.360,125,.345,.118,1.7%,14.7%,10.4%,91.4,43.5%,25.5%,52.2%,17.6%,1.11,33.2%,48.6%,18.2%,1.2,1.6%,11.6,24%,25%,37%,kimhy01
Manny Machado,23,696,.373,133,.309,.239,5.3%,17.2%,6.9%,91.3,49.2%,27.0%,37.9%,23.8%,0.61,28.5%,51.6%,20.0%,1.8,1.0%,28.0,34%,0%,52%,machama01
Trey Mancini,24,15,.582,284,.286,.714,20.0%,26.7%,0.0%,95.1,50.0%,30.0%,40.0%,30.0%,0.67,10.0%,40.0%,50.0%,0.4,0.5%,3.4,0%,,,mancitr01
Wade Miley,29,5,.223,2,.333,.000,0.0%,20.0%,0.0%,80.6,0.0%,25.0%,50.0%,0.0%,2.00,25.0%,50.0%,25.0%,-0.1,-0.1%,-1.7,0%,,,mileywa01
Steve Pearce,33,70,.344,110,.233,.183,4.3%,20.0%,11.4%,90.2,40.9%,19.6%,37.0%,32.6%,0.59,34.8%,50.0%,15.2%,-0.1,0.0%,-2.1,30%,,75%,pearcst01
Francisco Peña,26,43,.225,21,.280,.075,2.3%,32.6%,4.7%,86.9,38.1%,11.1%,48.1%,22.2%,1.00,22.2%,59.3%,18.5%,-0.3,-0.3%,-4.8,40%,,100%,penafr01
Nolan Reimold,32,227,.300,80,.287,.143,2.6%,27.3%,9.7%,86.8,35.2%,23.9%,45.1%,19.0%,0.82,21.5%,57.8%,20.7%,-1.6,-1.8%,-13.2,26%,33%,21%,reimono01
Joey Rickard,25,282,.313,86,.320,.109,1.8%,19.2%,6.4%,85.8,27.0%,22.6%,40.4%,27.4%,0.72,27.8%,52.7%,19.5%,-0.8,-0.6%,-4.8,29%,80%,61%,rickajo01
Jonathan Schoop,24,647,.321,94,.305,.187,3.9%,21.2%,3.3%,87.6,39.6%,23.5%,45.7%,20.4%,0.84,32.6%,46.6%,20.9%,0.2,0.1%,-4.0,34%,33%,40%,schoojo01
Drew Stubbs,31,27,.216,23,.273,.000,0.0%,40.7%,14.8%,86.0,36.4%,9.1%,45.5%,36.4%,0.83,27.3%,54.5%,18.2%,0.0,0.0%,-3.6,8%,50%,,stubbdr01
Chris Tillman,28,3,.000,-262,,.000,0.0%,66.7%,0.0%,36.6,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.8,,,,tillmch01
Mark Trumbo,30,667,.359,121,.278,.277,7.1%,25.5%,7.7%,93.8,51.4%,22.1%,40.6%,27.8%,0.68,28.5%,53.4%,18.1%,1.2,0.7%,20.1,29%,100%,34%,trumbma01
Matt Wieters,30,464,.314,88,.265,.165,3.7%,18.3%,6.9%,88.4,36.7%,26.9%,38.0%,25.1%,0.62,32.0%,47.7%,20.2%,1.6,1.3%,4.7,25%,100%,22%,wietema01
League Average,,,.326,99,.298,.165,3.2%,20.7%,8.0%,89.0,39.5%,24.9%,43.9%,22.3%,0.80,30.2%,50.3%,19.4%,,,,30%,72%,40%,-9999
Team Total,,6089,.331,101,.291,.188,4.2%,21.7%,7.7%,90.0,42.6%,23.8%,42.7%,23.8%,0.76,30.4%,50.5%,19.2%,1.6,-0.5%,14.3,29%,59%,39%,-9999
