--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ryan Adams,24,96,.301,78,.391,.045,0.0%,26.0%,6.3%,31.3%,50.0%,15.6%,1.00,18.8%,65.6%,15.6%,-0.5,-0.1%,-5.0,27%,,23%,adamsry01
Robert Andino,27,511,.315,86,.311,.081,1.0%,16.2%,8.0%,17.4%,44.0%,26.6%,0.88,23.2%,56.3%,20.6%,-0.8,-1.0%,-9.4,36%,81%,46%,andinro01
Matt Angle,25,95,.336,86,.200,.089,1.1%,13.7%,12.6%,13.0%,42.0%,31.9%,0.91,23.2%,59.4%,17.4%,0.5,0.0%,2.1,38%,92%,67%,anglema01
Jake Arrieta,25,5,.226,5,.333,.000,0.0%,20.0%,0.0%,0.0%,0.0%,75.0%,0.00,25.0%,25.0%,50.0%,0.0,0.0%,0.2,0%,,,arrieja01
Josh Bell,24,65,.196,2,.278,.000,0.0%,38.5%,6.2%,16.7%,50.0%,30.6%,1.00,13.9%,83.3%,2.8%,-0.8,0.0%,-6.3,40%,,20%,belljo01
Zack Britton,23,8,.739,396,.667,.500,12.5%,12.5%,0.0%,28.6%,42.9%,28.6%,0.75,28.6%,42.9%,28.6%,0.2,0.0%,1.4,50%,,50%,brittza01
Blake Davis,27,65,.326,99,.311,.136,1.5%,20.0%,9.2%,26.1%,30.4%,32.6%,0.50,21.7%,63.0%,15.2%,-0.1,0.0%,1.5,24%,50%,29%,davisbl01
Chris Davis,25,129,.340,105,.390,.122,1.6%,30.2%,4.7%,22.6%,41.7%,32.1%,0.71,36.9%,46.4%,16.7%,0.1,0.0%,3.0,37%,100%,25%,davisch02
Pedro Florimón,24,10,.318,90,.500,.125,0.0%,60.0%,10.0%,33.3%,33.3%,0.0%,1.00,33.3%,66.7%,0.0%,0.0,0.0%,0.3,50%,,100%,floripe01
Jake Fox,28,67,.331,100,.255,.197,3.0%,11.9%,6.0%,17.0%,47.2%,22.6%,0.89,37.7%,41.5%,20.8%,0.3,-0.3%,-2.5,30%,,43%,foxja02
Vladimir Guerrero,36,590,.325,96,.302,.126,2.2%,9.5%,2.9%,20.2%,49.4%,22.9%,0.98,22.0%,59.6%,18.4%,-1.0,0.0%,-13.5,27%,50%,34%,guerrvl01
Jeremy Guthrie,32,5,.251,42,.333,.200,0.0%,40.0%,0.0%,33.3%,33.3%,0.0%,1.00,0.0%,33.3%,66.7%,0.0,0.0%,-0.3,0%,,,guthrje01
J.J. Hardy,28,567,.341,107,.273,.222,5.3%,16.2%,5.5%,15.4%,40.0%,33.3%,0.67,33.5%,52.9%,13.6%,0.2,0.2%,3.8,32%,,51%,hardyjj01
Kyle Hudson,24,29,.172,-32,.182,.000,0.0%,20.7%,0.0%,4.3%,78.3%,0.0%,6.00,21.7%,47.8%,30.4%,-0.2,0.0%,-3.2,38%,100%,0%,hudsoky01
Cesar Izturis,31,33,.210,10,.300,.000,0.0%,30.3%,6.1%,19.0%,38.1%,14.3%,1.00,23.8%,33.3%,42.9%,-0.3,-0.2%,-2.7,36%,,33%,izturce01
Chris Jakubauskas,32,3,.603,298,.667,.000,0.0%,0.0%,0.0%,33.3%,66.7%,0.0%,2.00,33.3%,66.7%,0.0%,0.0,0.0%,0.3,0%,,0%,jakubch01
Adam Jones,25,618,.348,111,.304,.185,4.1%,18.3%,4.7%,16.3%,48.4%,26.8%,0.99,30.2%,51.4%,18.4%,0.8,0.6%,8.9,25%,75%,57%,jonesad01
Derrek Lee,35,364,.313,87,.290,.159,3.3%,22.8%,6.9%,18.2%,36.4%,40.7%,0.57,23.7%,56.1%,20.2%,-1.4,-0.9%,-14.0,28%,67%,36%,leede02
Nick Markakis,27,716,.339,105,.300,.122,2.1%,10.5%,8.7%,20.1%,42.7%,30.8%,0.75,26.2%,54.5%,19.2%,0.1,-0.4%,3.7,24%,80%,49%,markani01
Brian Matusz,24,2,.000,-140,.000,.000,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.6,,,,matusbr01
Felix Pie,26,175,.249,41,.273,.061,0.0%,18.3%,5.7%,13.5%,56.4%,21.8%,1.36,33.1%,47.4%,19.5%,0.3,0.1%,-7.5,24%,60%,41%,piefe01
Nolan Reimold,27,305,.349,111,.264,.206,4.3%,18.7%,9.2%,9.8%,46.3%,35.5%,0.87,30.8%,56.1%,13.1%,1.5,0.3%,10.1,30%,78%,52%,reimono01
Mark Reynolds,27,620,.350,114,.266,.262,6.0%,31.6%,12.1%,13.2%,38.9%,38.9%,0.64,33.0%,57.6%,9.4%,0.3,0.0%,11.3,29%,60%,35%,reynoma01
Brian Roberts,33,178,.274,54,.236,.110,1.7%,11.8%,6.7%,18.6%,29.0%,40.7%,0.42,25.5%,53.8%,20.7%,-0.1,0.0%,-4.1,33%,86%,54%,roberbr01
Luke Scott,33,236,.314,88,.250,.182,3.8%,22.9%,10.2%,16.6%,42.0%,33.1%,0.74,33.1%,48.4%,18.5%,-0.8,-0.4%,-3.9,24%,50%,32%,scottlu01
