--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jesús Aguilar,32,51,.242,46,.286,.082,2.0%,25.5%,2.0%,88.4,36.1%,36.1%,30.6%,22.2%,0.44,25.0%,58.3%,16.7%,-0.1,-0.1%,-4.2,9%,,100%,aguilje01
Jonathan Araúz,23,29,.250,53,.222,.107,3.5%,31.0%,3.5%,89.1,42.1%,52.6%,31.6%,5.3%,0.46,31.6%,63.2%,5.3%,0.2,0.0%,-1.7,20%,,100%,arauzjo01
Rylan Bannon,26,15,.228,36,.222,.000,0.0%,33.3%,0.0%,88.7,44.4%,11.1%,55.6%,33.3%,1.25,44.4%,22.2%,33.3%,-0.2,-0.1%,-1.9,0%,,,bannory01
Anthony Bemboom,32,59,.195,11,.147,.096,1.7%,28.8%,10.2%,86.9,37.1%,13.9%,50.0%,22.2%,1.13,38.9%,44.4%,16.7%,-0.6,-0.2%,-5.3,23%,,0%,bemboan01
Robinson Chirinos,38,220,.269,65,.248,.108,1.8%,30.5%,8.6%,83.5,33.1%,20.8%,39.2%,25.4%,0.67,34.6%,56.2%,9.2%,-0.8,-0.3%,-8.1,11%,100%,17%,chiriro01
Yusniel Diaz,25,1,.000,-129,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,diazyu01
Kelvin Gutiérrez,27,33,.239,37,.200,.036,0.0%,24.2%,12.1%,89.6,36.8%,20.0%,60.0%,20.0%,1.50,20.0%,75.0%,5.0%,0.1,0.0%,-0.7,25%,100%,67%,gutieke01
Austin Hays,26,582,.321,106,.289,.163,2.8%,19.6%,5.8%,87.4,38.0%,23.6%,43.4%,22.4%,0.77,31.7%,49.6%,18.7%,-0.2,-0.4%,-4.8,31%,33%,35%,haysau01
Gunnar Henderson,21,132,.348,125,.333,.181,3.0%,25.8%,12.1%,92.4,53.7%,23.2%,57.3%,15.9%,1.34,30.5%,45.1%,24.4%,0.9,0.3%,6.5,19%,50%,27%,hendegu01
