--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Pedro Álvarez,30,34,.368,130,.429,.125,2.9%,29.4%,5.9%,94.2,59.1%,27.3%,50.0%,22.7%,1.00,36.4%,45.5%,18.2%,0.1,0.0%,1.3,27%,,0%,alvarpe01
Jayson Aquino,24,2,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.9,,,,aquinja01
Alec Asher,25,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,70.4,0.0%,0.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,asheral01
Tim Beckham,27,230,.371,133,.376,.218,4.4%,24.8%,5.2%,88.7,48.0%,25.2%,49.7%,17.6%,1.03,23.9%,51.6%,24.5%,0.5,0.3%,16.9,37%,50%,48%,beckhti01
Welington Castillo,30,365,.354,120,.336,.208,5.5%,26.6%,6.0%,89.7,46.6%,28.0%,40.7%,26.8%,0.68,32.9%,50.0%,17.1%,1.8,1.3%,11.8,25%,,22%,castiwe01
Chris Davis,31,524,.314,92,.301,.208,5.0%,37.2%,11.6%,90.3,48.6%,29.1%,37.4%,28.3%,0.60,34.3%,49.4%,16.2%,-1.7,-0.6%,-5.5,29%,50%,29%,davisch02
Ryan Flaherty,30,43,.274,63,.286,.026,0.0%,23.3%,9.3%,87.3,23.1%,21.4%,53.6%,17.9%,1.15,25.0%,53.6%,21.4%,-0.1,0.0%,-0.4,33%,,40%,flahery01
Kevin Gausman,26,2,.000,-134,.000,.000,0.0%,50.0%,0.0%,73.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,gausmke01
Craig Gentry,33,117,.306,91,.316,.129,1.7%,20.5%,9.4%,84.8,27.4%,22.2%,46.9%,18.5%,1.06,24.7%,65.4%,9.9%,-0.1,-0.1%,-0.8,29%,56%,67%,gentrcr01
Johnny Giavotella,29,10,.113,-70,.167,.000,0.0%,40.0%,0.0%,92.4,33.3%,16.7%,33.3%,50.0%,0.50,16.7%,83.3%,0.0%,-0.1,-0.1%,-1.3,0%,100%,,giavojo01
J.J. Hardy,34,268,.252,48,.252,.106,1.5%,17.9%,4.5%,87.6,36.4%,24.6%,45.4%,23.2%,0.85,25.6%,56.0%,18.4%,-1.6,-1.1%,-21.5,31%,0%,36%,hardyjj01
Austin Hays,21,63,.250,46,.273,.100,1.6%,25.4%,3.2%,85.1,32.5%,20.0%,55.6%,15.6%,1.25,28.9%,53.3%,17.8%,-0.4,0.0%,-3.0,21%,,0%,haysau01
