--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Paul Janish,34,28,.122,-52,.100,.000,0.0%,21.4%,3.6%,79.9,17.6%,14.3%,42.9%,19.0%,0.90,23.8%,66.7%,9.5%,-0.2,-0.1%,-2.3,0%,,0%,janispa01
Ubaldo Jiménez,33,5,.178,-6,.500,.000,0.0%,60.0%,0.0%,92.3,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.9,0%,,,jimenub01
Adam Jones,31,635,.348,116,.312,.181,4.1%,17.8%,4.3%,87.2,35.0%,24.8%,45.5%,21.3%,0.85,30.9%,46.7%,22.3%,-0.7,-0.9%,5.3,32%,67%,43%,jonesad01
Caleb Joseph,31,266,.306,86,.328,.157,3.0%,27.1%,3.8%,84.1,32.4%,30.6%,46.4%,16.4%,0.88,26.8%,56.3%,16.9%,-1.3,-0.5%,-9.5,32%,,21%,josepca01
Hyun Soo Kim,29,142,.268,58,.283,.056,0.7%,19.0%,8.5%,87.9,35.9%,28.0%,47.0%,20.0%,0.90,29.0%,52.0%,19.0%,0.1,0.0%,-4.7,24%,,25%,kimhy01
Manny Machado,24,690,.335,106,.265,.213,4.8%,16.7%,7.3%,91.7,51.6%,22.1%,41.8%,24.8%,0.73,28.6%,51.7%,19.7%,1.4,0.9%,6.3,27%,69%,37%,machama01
Trey Mancini,25,586,.354,120,.352,.195,4.1%,23.7%,5.6%,89.0,45.0%,24.0%,51.5%,18.6%,1.07,27.7%,52.7%,19.6%,0.6,0.2%,20.4,24%,100%,46%,mancitr01
Wade Miley,30,4,.200,9,.333,.000,0.0%,25.0%,0.0%,78.7,0.0%,0.0%,66.7%,0.0%,,66.7%,33.3%,0.0%,0.0,0.0%,-0.1,0%,,0%,mileywa01
Vidal Nuno III,29,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,77.0,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.2,,,,nunovi01
Francisco Peña,27,10,.650,333,.600,.600,20.0%,30.0%,0.0%,91.6,50.0%,14.3%,57.1%,28.6%,1.33,71.4%,14.3%,14.3%,0.1,0.1%,1.0,33%,,50%,penafr01
Joey Rickard,26,277,.285,67,.303,.103,1.4%,22.7%,3.3%,82.7,24.6%,30.8%,34.8%,15.9%,0.57,39.8%,43.8%,16.4%,-1.3,-0.6%,-14.7,31%,89%,44%,rickajo01
Anthony Santander,22,31,.263,55,.348,.100,0.0%,25.8%,0.0%,87.5,38.1%,30.4%,30.4%,21.7%,0.44,34.8%,47.8%,17.4%,-0.1,0.0%,-3.1,13%,,0%,santaan02
Jonathan Schoop,25,675,.363,126,.330,.211,4.7%,21.0%,5.2%,88.3,40.4%,26.5%,43.1%,19.7%,0.76,29.0%,55.2%,15.8%,1.8,1.3%,18.9,31%,100%,49%,schoojo01
Chance Sisco,22,22,.495,221,.444,.444,9.1%,31.8%,13.6%,84.9,36.4%,27.3%,45.5%,27.3%,0.83,36.4%,63.6%,0.0%,0.2,0.0%,4.1,13%,,50%,siscoch01
Seth Smith,34,373,.338,108,.301,.176,3.5%,21.2%,9.7%,90.5,45.0%,31.0%,42.9%,21.4%,0.76,33.3%,53.2%,13.5%,0.5,0.4%,1.6,33%,100%,18%,smithse01
Rubén Tejada,27,124,.269,58,.265,.053,0.0%,12.1%,6.5%,85.3,27.7%,29.3%,40.4%,25.3%,0.69,22.2%,54.5%,23.2%,-1.0,-0.4%,-10.5,47%,,17%,tejadru01
Mark Trumbo,31,603,.308,87,.278,.163,3.8%,24.7%,7.0%,90.6,42.9%,22.1%,42.6%,22.9%,0.74,24.3%,59.4%,16.3%,-0.4,0.2%,-16.4,37%,100%,43%,trumbma01
David Washington,26,6,.000,-134,.000,.000,0.0%,83.3%,0.0%,90.0,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.7,,,,washida01
Jimmy Yacabonis,25,2,.000,-134,.000,.000,0.0%,50.0%,0.0%,77.7,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,yacabji01
Gabriel Ynoa,24,1,.000,-134,.000,.000,0.0%,0.0%,0.0%,53.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,ynoaga01
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6140,.326,100,.306,.175,3.8%,23.0%,6.4%,88.6,41.1%,25.7%,43.9%,21.6%,0.79,29.3%,52.7%,18.0%,-2.1,-0.1%,-11.1,30%,71%,37%,-9999
