--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jose Altuve,26,717,.400,159,.347,.194,3.4%,9.8%,8.4%,88.2,39.4%,30.0%,41.9%,22.2%,0.74,30.0%,55.1%,15.0%,2.9,1.5%,38.5,32%,75%,55%,altuvjo01
Alex Bregman,22,217,.345,117,.317,.214,3.7%,24.0%,6.9%,88.6,39.4%,32.0%,28.0%,30.0%,0.39,25.0%,53.4%,21.6%,0.1,-0.4%,12.1,38%,100%,33%,bregmal01
Jason Castro,29,376,.302,88,.297,.167,2.9%,32.7%,12.0%,89.1,42.7%,22.2%,46.9%,27.1%,0.92,35.4%,45.6%,18.9%,-0.8,-0.7%,-3.0,29%,67%,27%,castrja01
Carlos Correa,21,660,.372,138,.328,.177,3.0%,21.1%,11.4%,91.6,48.1%,27.2%,51.2%,17.5%,1.05,24.7%,53.8%,21.5%,3.4,1.8%,32.9,26%,81%,47%,correca01
Matt Duffy,27,3,.000,-133,.000,.000,0.0%,66.7%,0.0%,84.0,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.8,,,,duffyma02
Scott Feldman,33,2,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,feldmsc01
Doug Fister,32,7,.178,-43,.250,.000,0.0%,14.3%,0.0%,65.8,25.0%,0.0%,33.3%,0.0%,,16.7%,83.3%,0.0%,0.0,0.0%,-0.4,0%,,,fistedo01
Evan Gattis,29,499,.354,126,.273,.257,6.4%,25.5%,8.6%,89.9,39.0%,23.4%,41.5%,26.5%,0.71,30.7%,57.5%,11.8%,1.1,0.4%,6.2,21%,67%,40%,gattiev01
Carlos Gómez,30,323,.271,60,.300,.112,1.6%,31.0%,6.5%,85.6,32.9%,24.7%,46.0%,14.6%,0.96,34.3%,48.0%,17.7%,-2.7,-1.6%,-9.8,26%,87%,41%,gomezca01
Marwin Gonzalez,27,518,.311,94,.311,.147,2.5%,22.8%,4.3%,89.4,42.1%,23.9%,44.5%,20.1%,0.90,40.8%,47.6%,11.7%,-0.7,-0.3%,-14.8,30%,67%,32%,gonzama01
Yuli Gurriel,32,137,.296,85,.267,.123,2.2%,8.8%,3.7%,89.4,40.2%,31.1%,42.9%,16.0%,0.75,22.9%,65.3%,11.9%,-1.0,-0.6%,-5.8,27%,50%,60%,gourryu01
Teoscar Hernández,23,112,.313,103,.275,.190,3.6%,25.0%,9.8%,91.2,32.3%,17.8%,47.9%,28.8%,0.92,31.0%,52.1%,16.9%,0.0,-0.2%,-2.7,34%,0%,55%,hernate01
Tony Kemp,24,136,.280,72,.269,.108,0.7%,19.9%,10.3%,85.0,22.1%,24.2%,45.3%,22.1%,0.90,28.9%,51.1%,20.0%,-0.2,0.0%,-9.0,30%,67%,31%,kempto01
Dallas Keuchel,28,2,.000,-133,.000,.000,0.0%,0.0%,0.0%,81.0,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.3,,,,keuchda01
Erik Kratz,36,30,.091,-67,.133,.034,0.0%,46.7%,3.3%,94.1,78.6%,20.0%,40.0%,26.7%,0.75,26.7%,53.3%,20.0%,-0.6,-0.3%,-5.8,0%,,0%,kratzer01
Jake Marisnick,25,311,.268,63,.275,.122,1.6%,26.7%,5.1%,85.6,38.1%,22.5%,42.1%,20.1%,0.81,31.4%,46.4%,22.2%,-1.7,-1.0%,-13.9,41%,67%,52%,marisja01
Lance McCullers Jr.,22,3,.297,85,.333,.000,0.0%,0.0%,0.0%,101.0,100.0%,33.3%,33.3%,33.3%,0.50,0.0%,66.7%,33.3%,0.0,0.0%,0.0,100%,,,mcculla02
Collin McHugh,29,8,.000,-211,.000,.000,0.0%,25.0%,0.0%,65.8,0.0%,16.7%,33.3%,0.0%,2.00,0.0%,83.3%,16.7%,-0.2,-0.1%,-2.4,,,,mchugco01
Colin Moran,23,25,.177,-3,.200,.043,0.0%,32.0%,4.0%,86.2,33.3%,33.3%,46.7%,13.3%,0.88,33.3%,53.3%,13.3%,-0.8,-0.2%,-4.3,20%,,0%,moranco01
Joe Musgrove,23,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,musgrjo01
Colby Rasmus,29,417,.287,76,.257,.149,3.6%,29.0%,10.3%,89.1,43.2%,20.9%,36.8%,33.2%,0.61,43.9%,42.7%,13.4%,-1.2,-0.8%,-6.8,22%,80%,37%,rasmuco01
AJ Reed,23,141,.251,50,.236,.098,2.1%,34.0%,12.8%,89.1,46.3%,14.7%,49.3%,32.0%,0.97,30.6%,52.8%,16.7%,-0.9,-0.6%,-10.3,23%,,40%,reedaj01
George Springer,26,744,.353,128,.317,.196,3.9%,23.9%,11.8%,90.1,43.3%,24.4%,49.5%,21.6%,0.98,25.3%,55.6%,19.0%,1.6,0.0%,28.8,36%,47%,47%,springe01
Max Stassi,25,13,.061,-88,.125,.000,0.0%,38.5%,0.0%,82.7,0.0%,25.0%,75.0%,0.0%,3.00,50.0%,50.0%,0.0%,-0.3,-0.1%,-3.0,50%,,,stassma01
Preston Tucker,25,144,.243,45,.200,.164,2.8%,27.8%,5.6%,90.6,49.3%,17.0%,44.7%,22.3%,0.81,40.2%,47.8%,12.0%,-1.1,-0.5%,-9.3,24%,,80%,tuckepr01
