--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Mike Fiers,32,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.5,100%,,50%,fiersmi01
Derek Fisher,23,166,.296,85,.299,.144,3.0%,32.5%,10.2%,89.4,42.4%,27.2%,53.3%,14.1%,1.20,40.2%,42.4%,17.4%,-0.9,-0.1%,-2.2,31%,50%,21%,fishede01
Evan Gattis,30,325,.326,104,.278,.193,3.7%,15.4%,5.5%,88.4,38.4%,25.7%,38.3%,23.7%,0.62,34.4%,48.2%,17.4%,0.4,0.7%,2.0,33%,0%,37%,gattiev01
Marwin Gonzalez,28,515,.387,147,.343,.226,4.5%,19.2%,9.5%,88.8,40.9%,25.2%,42.4%,22.4%,0.77,33.0%,49.6%,17.5%,3.0,1.4%,38.9,26%,73%,35%,gonzama01
Yuli Gurriel,33,564,.355,125,.308,.187,3.2%,11.0%,3.9%,91.0,49.6%,23.5%,46.3%,21.8%,0.87,30.7%,53.7%,15.6%,2.2,0.4%,22.0,30%,60%,30%,gourryu01
James Hoyt,30,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,hoytja01
Tony Kemp,25,39,.234,33,.250,.027,0.0%,12.8%,2.6%,84.5,3.1%,9.4%,43.8%,40.6%,0.78,18.8%,59.4%,21.9%,-0.2,-0.1%,-1.9,43%,100%,40%,kempto01
Dallas Keuchel,29,3,.000,-131,.000,.000,0.0%,66.7%,0.0%,88.0,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.6,,,,keuchda01
Jake Marisnick,26,259,.344,117,.320,.252,6.2%,34.8%,7.7%,87.9,42.0%,15.4%,35.7%,35.0%,0.60,29.4%,49.0%,21.7%,0.2,0.4%,1.5,45%,69%,55%,marisja01
Cameron Maybin,30,63,.295,88,.179,.254,6.4%,25.4%,4.8%,86.9,31.4%,4.5%,54.5%,29.5%,1.41,20.5%,68.2%,11.4%,0.1,0.0%,-1.1,17%,57%,,maybica01
Brian McCann,33,399,.332,107,.237,.195,4.5%,14.5%,9.5%,87.7,36.8%,24.0%,42.2%,23.6%,0.74,38.2%,50.7%,11.1%,0.5,0.5%,-3.5,26%,100%,15%,mccanbr01
Lance McCullers Jr.,23,3,.298,83,.000,.000,0.0%,0.0%,0.0%,89.3,33.3%,0.0%,33.3%,66.7%,0.50,0.0%,66.7%,33.3%,0.0,0.0%,-0.1,,,100%,mcculla02
Collin McHugh,30,2,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,mchugco01
Colin Moran,24,12,.491,222,.333,.455,8.3%,8.3%,8.3%,91.9,50.0%,20.0%,50.0%,20.0%,1.00,60.0%,40.0%,0.0%,0.2,0.0%,2.5,50%,,100%,moranco01
Charlie Morton,33,3,.000,-131,.000,.000,0.0%,0.0%,0.0%,82.0,0.0%,0.0%,100.0%,0.0%,,0.0%,66.7%,33.3%,0.0,0.0%,-0.5,,,,mortoch02
Joe Musgrove,24,5,.000,-131,.000,.000,0.0%,20.0%,0.0%,81.5,0.0%,25.0%,75.0%,0.0%,3.00,0.0%,75.0%,25.0%,-0.1,-0.1%,-1.2,,,,musgrjo01
Brad Peacock,29,8,.352,122,.500,.143,0.0%,37.5%,12.5%,87.0,25.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,0.5,33%,,,peacobr01
Josh Reddick,30,540,.368,134,.339,.170,2.4%,13.3%,8.0%,87.9,34.5%,31.3%,34.2%,24.4%,0.53,27.3%,53.1%,19.6%,2.0,0.5%,28.6,35%,70%,44%,reddijo01
AJ Reed,24,6,.000,-131,.000,.000,0.0%,16.7%,0.0%,84.4,25.0%,0.0%,60.0%,20.0%,1.50,60.0%,0.0%,40.0%,-0.1,0.0%,-1.3,,,,reedaj01
Tony Sipp,33,1,.000,-131,.000,.000,0.0%,0.0%,0.0%,71.2,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,sippto01
George Springer,27,629,.381,146,.297,.239,5.4%,17.7%,10.2%,89.6,47.4%,24.7%,47.8%,20.9%,0.92,24.3%,58.7%,17.0%,2.9,1.3%,31.3,40%,42%,38%,springe01
Max Stassi,26,31,.330,106,.105,.292,6.5%,12.9%,19.4%,89.1,35.0%,9.5%,38.1%,33.3%,0.62,42.9%,42.9%,14.3%,-0.3,0.0%,-0.8,38%,,25%,stassma01
Tyler White,26,67,.362,135,.326,.246,4.5%,23.9%,6.0%,89.4,34.9%,32.6%,26.1%,30.4%,0.35,19.6%,60.9%,19.6%,-0.1,0.0%,2.0,21%,0%,33%,whitety01
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6271,.357,126,.309,.196,3.8%,17.3%,8.1%,88.4,39.3%,24.8%,43.8%,23.0%,0.79,29.1%,53.4%,17.5%,13.6,5.5%,166.7,34%,70%,39%,-9999
