--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jose Altuve,25,689,.359,126,.329,.146,2.2%,9.7%,4.8%,86.3,31.7%,23.4%,46.6%,21.7%,0.89,31.4%,53.3%,15.3%,1.6,1.5%,14.2,31%,75%,40%,altuvjo01
Chris Carter,28,460,.321,102,.244,.228,5.2%,32.8%,12.4%,92.3,53.0%,24.9%,30.6%,33.5%,0.44,26.1%,56.3%,17.6%,-0.5,0.1%,5.1,22%,33%,27%,cartech02
Jason Castro,28,375,.286,75,.280,.154,2.9%,30.7%,8.8%,88.9,34.0%,28.4%,39.1%,28.4%,0.64,36.4%,44.9%,18.7%,-0.9,-1.4%,-11.4,28%,,31%,castrja01
Hank Conger,27,229,.325,106,.271,.219,4.8%,27.5%,10.0%,90.4,43.0%,25.5%,34.0%,27.0%,0.53,35.5%,44.7%,19.9%,-0.2,-0.2%,1.8,23%,0%,26%,congeha01
Carlos Correa,20,432,.371,136,.296,.233,5.1%,18.1%,9.3%,90.7,45.3%,27.5%,48.6%,17.9%,0.94,21.1%,54.6%,24.3%,2.0,1.6%,14.7,24%,78%,50%,correca01
Matt Duffy,26,9,.403,162,.500,.125,0.0%,22.2%,11.1%,87.2,33.3%,16.7%,50.0%,33.3%,1.00,0.0%,83.3%,16.7%,0.1,0.2%,1.3,0%,,,duffyma02
Scott Feldman,32,2,.448,194,1.000,.000,0.0%,50.0%,0.0%,,,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,0.0,0%,,,feldmsc01
Evan Gattis,28,604,.327,106,.264,.217,4.5%,19.7%,5.0%,89.6,43.3%,21.2%,46.5%,22.6%,0.87,25.9%,55.8%,18.4%,-0.5,-0.5%,4.2,27%,0%,30%,gattiev01
Carlos Gómez,29,163,.292,74,.278,.141,2.5%,19.0%,4.9%,88.1,41.0%,20.5%,39.3%,23.0%,0.72,20.5%,53.3%,26.2%,-1.0,-1.0%,-0.3,35%,77%,67%,gomezca01
Marwin Gonzalez,26,370,.329,110,.326,.163,3.2%,20.0%,4.3%,89.2,39.8%,26.7%,43.7%,16.6%,0.84,40.4%,45.8%,13.7%,-0.7,-0.3%,-9.2,29%,44%,38%,gonzama01
Robbie Grossman,25,54,.231,34,.194,.102,1.9%,31.5%,9.3%,84.9,23.1%,18.8%,50.0%,18.8%,1.07,18.8%,53.1%,28.1%,-0.1,-0.1%,-2.1,40%,,63%,grossro01
Will Harris,30,1,.000,-136,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,harriwi10
Roberto Hernandez,34,3,.230,34,,.000,0.0%,66.7%,33.3%,,,,,,,,,,0.0,0.0%,-0.4,100%,,0%,carmofa01
L.J. Hoes,25,16,.261,56,.333,.000,0.0%,18.8%,6.3%,85.5,36.4%,41.7%,58.3%,0.0%,1.40,33.3%,66.7%,0.0%,-0.1,-0.1%,-0.4,17%,,100%,hoeslj01
Scott Kazmir,31,2,.000,-136,.000,.000,0.0%,50.0%,0.0%,67.9,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,-0.1%,-0.4,,,,kazmisc01
Dallas Keuchel,27,6,.179,-25,1.000,.000,0.0%,66.7%,0.0%,89.1,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.6,0%,,,keuchda01
Jed Lowrie,31,263,.322,101,.233,.178,3.4%,16.4%,10.7%,89.4,37.8%,28.6%,36.0%,30.2%,0.56,32.8%,47.6%,19.6%,1.7,1.2%,5.5,36%,100%,46%,lowrije01
Jake Marisnick,24,372,.298,80,.310,.147,2.4%,28.2%,4.8%,85.2,30.6%,25.4%,39.3%,22.1%,0.72,28.7%,47.1%,24.2%,-1.3,-1.5%,-9.6,35%,73%,56%,marisja01
Lance McCullers Jr.,21,2,.000,-136,.000,.000,0.0%,50.0%,0.0%,,,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,-0.2%,-0.5,,,,mcculla02
Collin McHugh,28,8,.224,29,.250,.000,0.0%,50.0%,0.0%,84.6,0.0%,25.0%,0.0%,25.0%,0.00,0.0%,75.0%,25.0%,-0.1,-0.1%,-0.4,100%,,0%,mchugco01
Brett Oberholtzer,25,3,.690,921,,,0.0%,0.0%,33.3%,43.0,0.0%,0.0%,0.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,-0.3,0%,,0%,oberhbr01
Alex Presley,29,13,.260,56,.429,.000,0.0%,38.5%,7.7%,85.2,16.7%,28.6%,57.1%,14.3%,1.33,14.3%,71.4%,14.3%,-0.1,-0.1%,-0.8,17%,,0%,preslal01
Colby Rasmus,28,485,.343,117,.305,.236,5.2%,31.8%,9.7%,90.1,40.7%,27.0%,28.7%,33.0%,0.42,44.3%,44.3%,11.3%,0.3,0.4%,10.7,33%,67%,65%,rasmuco01
