--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Riley Adams,25,30,.155,-21,.188,.071,0.0%,40.0%,6.7%,86.3,50.0%,25.0%,37.5%,37.5%,0.60,37.5%,56.3%,6.3%,-0.5,-0.3%,-6.5,40%,,0%,adamsri03
José Berríos,27,2,.000,-360,.000,.000,0.0%,0.0%,0.0%,32.5,0.0%,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.0,,,,berrijo01
Bo Bichette,23,690,.365,122,.339,.186,4.2%,19.9%,5.8%,91.4,47.6%,23.9%,49.3%,22.1%,0.97,17.6%,59.8%,22.7%,2.3,1.7%,27.6,44%,96%,51%,bichebo01
Cavan Biggio,26,294,.298,80,.290,.132,2.4%,26.5%,12.6%,88.4,31.6%,26.0%,37.3%,29.4%,0.61,29.9%,51.4%,18.6%,-1.2,-0.7%,-7.5,22%,75%,39%,biggica01
Jonathan Davis,29,85,.252,44,.184,.057,1.2%,24.7%,12.9%,87.3,30.0%,22.0%,38.0%,38.0%,0.61,26.0%,54.0%,20.0%,-0.6,-0.4%,-6.2,50%,80%,14%,davisjo05
Corey Dickerson,32,140,.330,101,.317,.168,2.9%,16.4%,6.4%,89.5,39.8%,19.4%,47.2%,23.1%,0.89,31.5%,49.1%,19.4%,0.7,0.4%,0.9,29%,80%,46%,dickeco01
Jarrod Dyson,36,17,.184,23,.125,.000,0.0%,29.4%,23.5%,87.9,12.5%,25.0%,62.5%,12.5%,1.67,37.5%,50.0%,12.5%,-0.1,-0.1%,-2.5,29%,50%,100%,dysonja01
Santiago Espinal,26,246,.346,112,.353,.095,0.8%,12.2%,8.9%,84.4,22.8%,26.9%,42.0%,20.2%,0.74,28.0%,49.2%,22.8%,-1.3,-0.7%,-2.3,31%,86%,57%,espinsa01
Randal Grichuk,29,545,.299,83,.266,.182,4.0%,20.9%,5.0%,89.7,41.4%,20.0%,39.7%,29.4%,0.66,27.9%,56.1%,16.0%,-1.8,-0.9%,-8.3,28%,0%,31%,grichra01
Vladimir Guerrero Jr.,22,698,.422,168,.313,.290,6.9%,15.8%,12.3%,95.1,55.6%,24.4%,45.6%,25.2%,0.84,27.9%,54.3%,17.8%,3.6,2.5%,53.1,32%,80%,34%,guerrvl02
Lourdes Gurriel Jr.,27,541,.340,112,.305,.190,3.9%,18.9%,5.9%,89.5,43.4%,24.4%,44.9%,25.2%,0.82,25.4%,54.3%,20.2%,1.2,0.2%,20.9,27%,25%,26%,gurrilo01
Teoscar Hernández,28,595,.380,137,.352,.227,5.4%,24.9%,6.1%,91.8,49.5%,27.7%,39.4%,27.5%,0.65,28.0%,54.0%,18.1%,2.5,1.5%,41.8,35%,75%,49%,hernate01
Jared Hoying,32,3,.000,-130,.000,.000,0.0%,33.3%,0.0%,83.7,0.0%,50.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,-0.1,0.0%,-1.1,,,,hoyinja01
Danny Jansen,26,205,.335,107,.233,.250,5.4%,21.5%,8.3%,89.6,45.3%,29.8%,30.5%,24.8%,0.44,40.4%,47.5%,12.1%,-0.1,0.1%,-1.6,40%,,53%,janseda01
Alejandro Kirk,22,189,.343,112,.234,.194,4.2%,11.6%,10.1%,92.3,46.9%,26.2%,40.7%,26.9%,0.69,25.5%,57.2%,17.2%,0.1,-0.1%,1.6,20%,,18%,kirkal01
Jake Lamb,30,39,.267,58,.158,.161,2.6%,33.3%,12.8%,87.9,45.0%,20.0%,30.0%,35.0%,0.46,35.0%,65.0%,0.0%,-0.2,-0.2%,-2.1,44%,,33%,lambja01
Otto Lopez,22,1,.000,-130,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,lopezot01
Alek Manoah,23,1,.000,-130,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.8,,,,manoaal01
Steven Matz,30,2,.000,-130,.000,.000,0.0%,50.0%,0.0%,70.7,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.5,,,,matzst01
Reese McGuire,26,217,.286,72,.318,.091,0.5%,20.3%,6.9%,86.3,32.9%,28.2%,39.7%,23.7%,0.69,27.6%,55.8%,16.7%,-1.0,-0.8%,-12.8,31%,,57%,mcguire01
Josh Palacios,25,42,.236,35,.280,.000,0.0%,26.2%,7.1%,88.5,42.3%,11.5%,50.0%,30.8%,1.18,19.2%,65.4%,15.4%,-0.5,-0.2%,-2.1,58%,,67%,palacjo01
Joe Panik,30,123,.294,77,.263,.105,1.6%,11.4%,6.5%,85.4,24.8%,23.8%,45.5%,20.8%,0.84,26.7%,55.4%,17.8%,-0.4,-0.2%,-2.0,21%,,17%,panikjo01
Robbie Ray,29,5,.000,-187,.000,.000,0.0%,20.0%,0.0%,50.2,0.0%,0.0%,50.0%,0.0%,,25.0%,75.0%,0.0%,-0.1,-0.1%,-1.3,,,,rayro02
Hyun Jin Ryu,34,4,.000,-130,.000,.000,0.0%,50.0%,0.0%,79.6,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.8,,,,ryuhy01
Marcus Semien,30,724,.370,128,.276,.273,6.2%,20.2%,9.1%,89.7,41.6%,23.2%,31.0%,36.7%,0.45,39.7%,47.9%,12.4%,1.4,0.8%,17.6,36%,94%,49%,semiema01
