--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Anthony Alford,22,8,.153,-28,.200,.125,0.0%,37.5%,0.0%,92.8,50.0%,40.0%,60.0%,0.0%,1.50,20.0%,80.0%,0.0%,-0.1,0.0%,-0.9,0%,,,alforan01
Nori Aoki,35,34,.358,119,.240,.313,8.8%,14.7%,2.9%,83.1,28.6%,14.3%,50.0%,32.1%,1.00,17.9%,64.3%,17.9%,0.4,0.0%,3.1,14%,,0%,aokino01
Darwin Barney,31,362,.282,63,.270,.095,1.7%,17.7%,5.0%,81.8,13.8%,25.5%,46.0%,17.3%,0.90,24.5%,51.8%,23.7%,-2.1,-0.4%,-21.8,29%,78%,44%,barneda01
José Bautista,36,686,.298,76,.239,.164,3.4%,24.8%,12.2%,89.2,40.5%,21.2%,38.7%,27.1%,0.63,30.2%,50.0%,19.8%,-2.0,-0.4%,-18.8,37%,67%,36%,bautijo02
Joe Biagini,27,3,.000,-257,.000,.000,0.0%,0.0%,0.0%,50.3,0.0%,0.0%,66.7%,0.0%,,0.0%,66.7%,33.3%,0.0,0.0%,-0.7,,,,biagijo01
Ezequiel Carrera,30,325,.341,103,.358,.125,2.5%,23.1%,9.2%,83.2,31.2%,25.3%,46.1%,17.1%,0.98,34.6%,51.2%,14.3%,-0.1,0.1%,-1.3,24%,91%,35%,carreez01
Darrell Ceciliani,27,5,.637,320,.250,.800,20.0%,0.0%,0.0%,96.8,75.0%,60.0%,20.0%,20.0%,0.25,60.0%,40.0%,0.0%,0.2,0.1%,2.9,50%,,,cecilda01
Chris Coghlan,32,88,.261,49,.264,.067,1.1%,25.0%,10.2%,84.9,36.4%,23.6%,40.0%,25.5%,0.73,27.3%,67.3%,5.5%,-0.9,-0.3%,-5.3,23%,,0%,coghlch01
Josh Donaldson,31,496,.396,147,.289,.289,6.7%,22.4%,15.3%,91.8,50.2%,21.9%,41.2%,27.8%,0.70,30.4%,55.6%,14.1%,3.2,0.8%,29.6,20%,50%,49%,donaljo02
Marco Estrada,33,4,.000,-138,.000,.000,0.0%,75.0%,0.0%,77.2,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.6,,,,estrama01
Ryan Goins,29,459,.286,67,.283,.120,2.0%,20.9%,6.8%,86.0,33.1%,19.9%,49.1%,20.8%,1.03,25.9%,56.6%,17.5%,-1.1,-0.4%,-4.5,22%,60%,35%,goinsry01
J.A. Happ,34,2,.000,-138,.000,.000,0.0%,50.0%,0.0%,54.0,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,happja01
Teoscar Hernández,24,95,.374,134,.333,.341,8.4%,37.9%,6.3%,86.8,36.5%,26.4%,28.3%,43.4%,0.39,30.2%,56.6%,13.2%,0.0,0.0%,4.9,38%,0%,33%,hernate01
Mat Latos,29,3,.000,-138,.000,.000,0.0%,0.0%,0.0%,82.1,0.0%,33.3%,33.3%,0.0%,0.50,33.3%,0.0%,66.7%,-0.1,0.0%,-1.0,,,,latosma01
Casey Lawrence,29,2,.000,-377,.000,.000,0.0%,0.0%,0.0%,66.1,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-1.0,,,,lawreca01
Rafael Lopez,29,63,.324,95,.267,.241,6.4%,33.3%,11.1%,86.1,29.6%,17.6%,29.4%,41.2%,0.45,38.2%,52.9%,8.8%,-0.2,0.0%,1.4,33%,,33%,lopezra02
Luke Maile,26,136,.205,8,.181,.085,1.5%,25.7%,2.2%,83.4,24.7%,16.7%,51.0%,22.9%,1.07,25.0%,57.3%,17.7%,-1.4,-0.4%,-14.8,36%,100%,60%,mailelu01
Russell Martin,34,365,.328,99,.261,.166,3.6%,22.7%,13.7%,88.4,41.7%,27.6%,47.6%,18.7%,0.91,26.7%,56.0%,17.3%,0.5,0.0%,-4.1,32%,33%,42%,martiru01
Miguel Montero,33,101,.236,31,.159,.103,2.0%,22.8%,11.9%,82.8,20.3%,23.1%,43.1%,27.7%,0.76,26.2%,60.0%,13.8%,-0.1,0.0%,-5.3,44%,,22%,montemi01
Kendrys Morales,34,608,.329,98,.278,.196,4.6%,21.7%,7.1%,91.6,50.1%,21.5%,50.0%,24.1%,1.00,29.7%,55.1%,15.2%,0.7,0.1%,-3.0,25%,,21%,moralke01
Mike Ohlman,26,13,.199,5,.300,.000,0.0%,23.1%,0.0%,87.1,25.0%,10.0%,60.0%,20.0%,1.50,50.0%,30.0%,20.0%,-0.1,0.0%,0.4,33%,,,ohlmami01
Ian Parmley,27,4,.000,-218,.000,.000,0.0%,25.0%,0.0%,86.1,0.0%,0.0%,66.7%,0.0%,,33.3%,66.7%,0.0%,-0.1,0.0%,-1.0,0%,,,parmlia01
Steve Pearce,34,348,.332,100,.281,.185,3.7%,19.5%,7.8%,87.7,40.3%,25.8%,41.5%,22.6%,0.71,31.0%,51.2%,17.7%,-0.3,-0.1%,0.4,26%,,31%,pearcst01
Kevin Pillar,28,632,.313,86,.280,.148,2.5%,15.0%,5.2%,86.3,33.1%,24.7%,43.2%,21.9%,0.77,26.7%,53.4%,19.9%,-2.2,-0.9%,-26.1,32%,71%,41%,pillake01
Rob Refsnyder,26,58,.243,35,.238,.020,0.0%,15.5%,8.6%,84.1,33.3%,21.4%,54.8%,14.3%,1.21,14.3%,61.9%,23.8%,-0.5,-0.1%,-8.0,24%,67%,50%,refsnro01
Jarrod Saltalamacchia,32,26,.061,-94,.111,.000,0.0%,61.5%,3.9%,87.9,42.9%,22.2%,22.2%,33.3%,0.29,44.4%,33.3%,22.2%,-0.5,-0.2%,-4.6,25%,,0%,saltaja01
Michael Saunders,30,20,.239,33,.214,.000,0.0%,20.0%,10.0%,86.7,42.9%,14.3%,71.4%,14.3%,2.50,42.9%,35.7%,21.4%,0.0,0.0%,-0.5,20%,,,saundmi01
Dwight Smith Jr.,24,29,.385,132,.588,.074,0.0%,34.5%,3.5%,90.1,37.5%,23.5%,58.8%,17.6%,1.43,23.5%,76.5%,0.0%,0.0,0.0%,0.3,15%,100%,100%,smithdw02
Justin Smoak,30,637,.374,131,.285,.259,6.0%,20.1%,11.5%,90.2,46.5%,28.1%,34.8%,29.7%,0.53,28.3%,55.3%,16.4%,1.7,0.7%,20.4,25%,0%,27%,smoakju01
Marcus Stroman,26,7,.455,189,.500,.571,14.3%,57.1%,0.0%,88.5,66.7%,33.3%,33.3%,33.3%,0.50,33.3%,33.3%,33.3%,0.1,0.0%,0.3,100%,,,stromma01
Ryan Tepera,29,1,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,teperry01
Nick Tepesch,28,2,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-1.2,,,,tepesni01
Devon Travis,26,197,.311,85,.299,.178,2.5%,19.3%,3.6%,88.1,38.3%,31.3%,37.3%,25.3%,0.60,20.0%,54.0%,26.0%,-1.0,-0.5%,-2.2,32%,67%,36%,travide01
Troy Tulowitzki,32,260,.296,76,.272,.129,2.7%,15.4%,6.5%,87.0,39.1%,15.3%,53.5%,20.3%,1.15,26.2%,53.5%,20.3%,-1.0,-0.4%,-13.1,13%,0%,19%,tulowtr01
Richard Urena,21,75,.261,46,.333,.103,1.3%,37.3%,8.0%,86.9,32.4%,41.5%,36.6%,14.6%,0.63,26.8%,41.5%,31.7%,-0.5,0.0%,-7.2,25%,100%,60%,urenari01
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6154,.318,90,.276,.172,3.6%,21.6%,8.8%,87.6,38.0%,23.7%,43.7%,23.5%,0.79,28.0%,54.0%,17.9%,-7.9,-2.5%,-83.8,27%,69%,35%,-9999
