--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Anthony Alford,24,30,.235,27,.250,.107,3.3%,36.7%,3.3%,86.1,33.3%,5.9%,52.9%,35.3%,1.13,41.2%,47.1%,11.8%,0.3,-0.1%,-2.9,22%,100%,100%,alforan01
Bo Bichette,21,212,.376,140,.368,.260,5.2%,23.6%,6.6%,89.9,45.1%,24.5%,44.2%,23.8%,0.80,21.8%,57.8%,20.4%,0.3,0.0%,2.4,32%,50%,36%,bichebo01
Cavan Biggio,24,430,.357,117,.309,.195,3.7%,28.6%,16.5%,89.1,42.9%,32.6%,25.8%,36.5%,0.35,41.2%,46.4%,12.4%,1.8,0.0%,20.3,36%,100%,36%,biggica01
Sócrates Brito,26,43,.139,-31,.136,.051,0.0%,39.5%,9.3%,88.2,42.9%,18.2%,63.6%,18.2%,1.75,36.4%,50.0%,13.6%,-0.6,-0.3%,-6.6,63%,,25%,britoso01
Jonathan Davis,27,95,.243,41,.224,.084,2.1%,25.3%,5.3%,83.7,25.0%,26.2%,37.7%,26.2%,0.64,16.4%,60.7%,23.0%,-0.5,-0.1%,-7.5,24%,75%,67%,davisjo05
Brandon Drury,26,447,.278,68,.259,.163,3.4%,25.3%,5.6%,87.4,40.4%,25.3%,42.5%,20.5%,0.74,27.4%,57.7%,15.0%,-1.0,0.0%,-21.2,27%,0%,32%,drurybr01
Derek Fisher,25,107,.281,68,.205,.215,5.6%,40.2%,13.1%,90.5,41.3%,22.0%,44.0%,26.0%,0.81,42.0%,42.0%,16.0%,-0.3,0.0%,-4.6,29%,100%,29%,fishede01
Freddy Galvis,29,473,.321,97,.318,.178,3.8%,23.7%,4.4%,88.7,38.6%,23.8%,41.2%,26.5%,0.72,33.5%,46.5%,20.0%,-2.4,-0.3%,-5.8,30%,80%,37%,galvifr01
Zack Godley,29,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,godleza01
Randal Grichuk,27,628,.312,91,.266,.225,4.9%,26.0%,5.6%,90.1,44.2%,21.4%,39.8%,26.4%,0.66,31.1%,52.9%,16.0%,-2.1,-0.5%,-19.0,30%,67%,41%,grichra01
Vladimir Guerrero Jr.,20,514,.337,109,.308,.162,2.9%,17.7%,9.0%,90.0,41.9%,22.7%,50.4%,20.0%,1.02,23.5%,59.2%,17.3%,0.4,0.0%,6.3,23%,0%,29%,guerrvl02
Lourdes Gurriel Jr.,25,343,.358,124,.318,.264,5.8%,25.1%,5.8%,91.0,48.4%,21.6%,40.5%,28.0%,0.69,25.0%,57.3%,17.7%,-0.5,-0.3%,7.4,35%,60%,56%,gurrilo01
Alen Hanson,26,48,.180,-7,.259,.000,0.0%,35.4%,6.3%,80.0,23.1%,18.5%,48.1%,18.5%,1.08,37.0%,51.9%,11.1%,-0.4,-0.2%,-4.7,36%,100%,40%,hansoal01
Teoscar Hernández,26,464,.329,103,.293,.242,5.6%,33.0%,9.7%,92.0,46.9%,20.4%,38.9%,32.1%,0.64,30.3%,50.0%,19.7%,-0.8,-0.5%,4.6,27%,67%,41%,hernate01
Edwin Jackson,35,3,.000,-128,.000,.000,0.0%,66.7%,0.0%,104.3,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-1.0,,,,jacksed01
Danny Jansen,24,384,.278,68,.230,.153,3.4%,20.6%,8.1%,89.7,44.3%,22.2%,38.5%,27.0%,0.63,34.9%,50.9%,14.1%,-1.0,-0.2%,-8.9,30%,0%,38%,janseda01
Elvis Luciano,19,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,luciael01
Luke Maile,28,129,.203,12,.190,.084,1.6%,25.6%,6.2%,84.8,31.3%,27.3%,42.0%,15.9%,0.76,9.1%,60.2%,30.7%,-1.2,-0.3%,-8.9,29%,100%,71%,mailelu01
Reese McGuire,24,105,.363,127,.324,.227,4.8%,17.1%,6.7%,86.2,26.4%,31.6%,40.5%,17.7%,0.70,39.2%,46.8%,13.9%,-0.1,0.0%,2.0,29%,,38%,mcguire01
Billy McKinney,24,276,.306,89,.250,.207,4.4%,26.5%,6.9%,86.3,34.1%,23.6%,38.5%,25.3%,0.64,40.7%,46.2%,13.2%,-2.0,-0.6%,-4.8,38%,0%,50%,mckinbi01
Kevin Pillar,30,17,.052,-92,.071,.000,0.0%,17.7%,0.0%,87.8,18.2%,21.4%,21.4%,28.6%,0.27,14.3%,50.0%,35.7%,-0.4,-0.2%,-3.7,100%,,0%,pillake01
Sean Reid-Foley,23,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,reidfse01
Aaron Sanchez,26,2,.000,-128,.000,.000,0.0%,0.0%,0.0%,86.1,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,sanchaa01
Justin Smoak,32,500,.329,103,.223,.198,4.4%,21.2%,15.8%,91.2,43.9%,24.3%,37.9%,30.4%,0.61,35.6%,51.5%,12.9%,1.3,0.3%,4.9,22%,,20%,smoakju01
Eric Sogard,33,323,.365,125,.326,.178,3.1%,14.6%,9.0%,85.7,22.4%,32.1%,30.9%,22.8%,0.47,30.9%,51.2%,17.9%,0.7,0.2%,6.7,33%,100%,37%,sogarer01
Marcus Stroman,28,2,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,stromma01
Beau Taylor,29,2,.000,-128,.000,.000,0.0%,50.0%,0.0%,98.5,100.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,taylobe11
