--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Junior Lake,26,39,.312,83,.261,.171,2.6%,28.2%,10.3%,87.3,40.9%,33.3%,66.7%,0.0%,2.00,37.5%,58.3%,4.2%,-0.1,-0.1%,-2.2,27%,100%,67%,lakeju01
Russell Martin,33,535,.325,96,.291,.167,3.7%,27.7%,12.0%,89.8,44.4%,22.4%,47.6%,23.0%,0.91,20.7%,56.4%,23.0%,0.2,0.9%,6.9,26%,67%,32%,martiru01
Dioner Navarro,32,36,.256,46,.240,.000,0.0%,22.2%,8.3%,80.9,18.2%,8.0%,32.0%,32.0%,0.47,30.4%,52.2%,17.4%,-0.1,-0.3%,-0.3,11%,,100%,navardi01
Jimmy Paredes,27,17,.371,130,.300,.267,5.9%,23.5%,11.8%,90.1,45.5%,36.4%,63.6%,0.0%,1.75,44.4%,44.4%,11.1%,0.0,-0.1%,0.9,17%,,,paredji01
Kevin Pillar,27,584,.300,78,.306,.109,1.2%,15.4%,4.1%,87.0,33.7%,25.2%,44.6%,17.0%,0.84,23.1%,50.4%,26.4%,-0.4,0.0%,-2.5,31%,70%,48%,pillake01
Dalton Pompey,23,2,-.006,-138,.000,.000,0.0%,50.0%,0.0%,103.7,100.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.1,0.2%,-0.3,43%,67%,0%,pompeda01
Aaron Sanchez,23,10,.069,-91,.000,.000,0.0%,50.0%,10.0%,103.4,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.2,-0.1%,-2.5,0%,,0%,sanchaa01
Michael Saunders,29,558,.353,118,.321,.224,4.3%,28.1%,10.6%,90.2,48.9%,28.2%,40.7%,24.6%,0.70,37.0%,45.0%,18.0%,-1.7,-1.4%,0.3,28%,33%,48%,saundmi01
Justin Smoak,29,341,.317,90,.295,.174,4.1%,32.8%,11.7%,92.2,46.2%,29.9%,31.0%,29.4%,0.45,30.9%,47.2%,21.9%,-1.1,-1.7%,-12.8,20%,100%,39%,smoakju01
Marcus Stroman,25,6,.358,124,.000,.000,0.0%,0.0%,0.0%,94.1,50.0%,16.7%,33.3%,16.7%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,0.8,,,,stromma01
Josh Thole,29,136,.221,19,.209,.051,0.7%,20.6%,9.6%,86.3,27.8%,28.7%,37.2%,23.4%,0.63,41.8%,41.8%,16.5%,-1.0,-0.6%,-14.3,18%,,0%,tholejo01
Devon Travis,25,432,.348,113,.358,.154,2.6%,20.1%,4.6%,87.3,34.0%,23.1%,46.8%,22.5%,0.89,23.7%,46.8%,29.4%,1.1,1.0%,11.2,33%,80%,55%,travide01
Troy Tulowitzki,31,544,.329,99,.272,.189,4.4%,18.6%,7.9%,90.6,44.1%,24.1%,41.0%,26.1%,0.70,26.1%,53.5%,20.5%,-0.3,0.2%,-6.4,20%,100%,28%,tulowtr01
B.J. Upton,31,165,.259,48,.255,.122,2.4%,29.7%,8.5%,88.0,34.8%,20.6%,53.9%,21.6%,1.17,15.8%,61.1%,23.2%,-0.7,-0.6%,-10.8,35%,70%,38%,uptonbj01
League Average,,,.326,99,.298,.165,3.2%,20.7%,8.0%,89.0,39.5%,24.9%,43.9%,22.3%,0.80,30.2%,50.3%,19.4%,,,,30%,72%,40%,-9999
Team Total,,6233,.332,102,.289,.178,3.6%,21.9%,10.1%,89.6,42.1%,24.4%,43.0%,22.4%,0.77,28.4%,50.4%,21.2%,-1.4,-0.6%,15.5,29%,69%,38%,-9999
