--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Eduardo Escobar,29,223,.336,100,.281,.177,3.6%,15.7%,8.1%,86.4,26.8%,27.4%,33.9%,29.8%,0.52,32.1%,50.6%,17.3%,-0.9,-0.9%,-3.4,34%,50%,35%,escobed01
Zack Godley,28,65,.096,-101,.130,.000,0.0%,46.2%,6.2%,75.6,33.3%,16.1%,41.9%,3.2%,1.86,6.5%,67.7%,25.8%,-0.9,-0.8%,-11.1,14%,,25%,godleza01
Paul Goldschmidt,30,690,.407,153,.359,.243,4.8%,25.1%,13.0%,91.5,47.9%,29.3%,38.8%,23.1%,0.63,24.5%,55.2%,20.2%,4.7,5.6%,43.5,26%,64%,34%,goldspa01
Zack Greinke,34,71,.263,35,.313,.063,0.0%,22.5%,4.2%,84.4,31.7%,23.1%,38.5%,17.3%,0.83,21.2%,53.8%,25.0%,-0.3,-0.5%,-3.6,33%,100%,33%,greinza01
Yoshihisa Hirano,34,1,.000,-146,.000,.000,0.0%,0.0%,0.0%,79.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,-0.1%,-0.3,,,,hiranyo01
Jon Jay,33,320,.291,67,.284,.090,0.6%,17.5%,4.4%,84.7,23.3%,28.9%,59.6%,10.6%,1.49,26.8%,55.7%,17.4%,-0.8,-1.0%,-8.6,46%,50%,41%,jayjo02
Patrick Kivlehan,28,14,.343,104,.429,.308,0.0%,42.9%,0.0%,89.8,42.9%,14.3%,42.9%,14.3%,0.75,28.6%,57.1%,14.3%,-0.2,0.0%,-1.2,60%,,,kivlepa01
Matt Koch,27,23,.194,-20,.167,.000,0.0%,47.8%,13.0%,83.5,16.7%,33.3%,22.2%,11.1%,0.50,33.3%,66.7%,0.0%,-0.4,-0.3%,-3.4,25%,,0%,kochma01
Jake Lamb,27,238,.307,81,.286,.126,2.5%,27.3%,10.9%,88.4,40.1%,22.6%,51.4%,25.3%,1.06,36.3%,50.0%,13.7%,0.0,0.0%,4.9,42%,33%,54%,lambja01
Deven Marrero,27,85,.205,-2,.232,.038,0.0%,27.1%,7.1%,84.2,26.9%,23.2%,44.6%,19.6%,0.93,23.2%,55.4%,21.4%,-0.9,-0.7%,-8.1,46%,100%,56%,marrede01
Ketel Marte,24,580,.345,105,.282,.177,2.4%,13.6%,9.3%,89.1,40.1%,23.0%,51.4%,19.1%,1.08,27.5%,54.3%,18.2%,0.7,0.2%,11.2,30%,86%,54%,marteke01
Jeff Mathis,35,218,.255,39,.292,.072,0.5%,30.3%,9.2%,87.9,36.3%,28.8%,36.4%,25.0%,0.59,31.1%,49.2%,19.7%,-1.3,-1.3%,-12.6,24%,,29%,mathije01
T.J. McFarland,29,7,.000,-146,.000,.000,0.0%,85.7%,0.0%,92.4,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.8,,,,mcfartj01
Kris Medlen,32,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,medlekr01
Shelby Miller,27,5,.139,-45,.000,.000,0.0%,20.0%,20.0%,74.8,0.0%,0.0%,33.3%,33.3%,1.00,33.3%,66.7%,0.0%,-0.1,-0.1%,-1.0,0%,,,millesh01
John Ryan Murphy,27,223,.273,53,.256,.173,4.0%,31.8%,4.9%,88.3,37.3%,17.1%,32.1%,32.1%,0.49,25.7%,50.0%,24.3%,-1.4,-1.4%,-12.7,22%,,30%,murphjr01
Kristopher Negrón,32,3,.300,73,.333,.000,0.0%,0.0%,0.0%,76.1,0.0%,33.3%,33.3%,33.3%,0.50,33.3%,0.0%,66.7%,0.0,0.0%,0.4,0%,,,negrokr01
Chris Owings,26,309,.265,45,.265,.096,1.3%,24.3%,7.8%,88.3,37.4%,26.4%,39.9%,25.5%,0.67,20.2%,56.3%,23.6%,-0.7,-0.7%,-11.3,38%,73%,47%,owingch01
David Peralta,30,614,.379,130,.328,.223,4.9%,20.2%,7.8%,92.1,49.5%,25.3%,51.1%,18.5%,1.05,34.9%,49.8%,15.3%,2.7,2.3%,27.0,24%,100%,50%,peralda01
AJ Pollock,30,460,.346,103,.284,.228,4.6%,21.7%,6.7%,89.6,43.7%,22.7%,42.1%,29.0%,0.73,34.9%,49.2%,15.9%,1.3,1.0%,7.9,32%,87%,63%,polloaj01
Robbie Ray,26,44,.074,-111,.188,.026,0.0%,54.6%,0.0%,78.2,16.7%,20.0%,40.0%,5.0%,1.60,10.0%,50.0%,40.0%,-0.8,-0.7%,-9.9,67%,,0%,rayro02
Fernando Salas,33,1,.000,-146,.000,.000,0.0%,0.0%,0.0%,87.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,salasfe01
Troy Scribner,26,1,.000,-146,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,scribtr01
Braden Shipley,26,2,.451,184,.000,.000,0.0%,0.0%,0.0%,64.4,0.0%,0.0%,50.0%,0.0%,1.00,50.0%,0.0%,50.0%,0.1,0.0%,0.5,,,100%,shiplbr01
Steven Souza Jr.,29,272,.305,74,.298,.149,1.8%,27.6%,10.3%,89.3,43.7%,28.9%,37.3%,22.9%,0.60,22.9%,56.6%,20.5%,-0.6,-0.4%,-6.6,20%,86%,44%,souzast01
Chris Stewart,36,1,.000,-146,.000,.000,0.0%,0.0%,0.0%,80.2,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,stewach01
Ildemaro Vargas,26,20,.330,86,.214,.158,5.0%,20.0%,5.0%,87.0,26.7%,40.0%,40.0%,20.0%,0.67,26.7%,53.3%,20.0%,0.0,-0.4%,1.2,25%,100%,0%,vargail01
Christian Walker,27,53,.270,48,.208,.224,5.7%,41.5%,5.7%,86.6,32.0%,25.9%,37.0%,22.2%,0.59,22.2%,40.7%,37.0%,0.1,0.0%,-4.4,30%,100%,67%,walkech02
Taijuan Walker,25,4,.000,-146,.000,.000,0.0%,25.0%,0.0%,86.6,0.0%,0.0%,100.0%,0.0%,,66.7%,33.3%,0.0%,-0.2,-0.1%,-1.3,,,,walketa01
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6157,.317,84,.286,.162,2.9%,23.7%,9.1%,88.5,38.2%,25.5%,43.3%,22.6%,0.79,29.4%,52.4%,18.2%,-2.5,-2.1%,-30.1,30%,76%,45%,-9999
