--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Nick Ahmed,31,473,.280,65,.279,.118,1.1%,22.0%,7.2%,86.2,27.9%,21.6%,47.4%,21.6%,0.93,31.8%,51.4%,16.8%,-1.2,-0.4%,-17.6,32%,78%,58%,ahmedni01
Seth Beer,24,10,.575,275,.600,.444,10.0%,30.0%,10.0%,88.5,50.0%,66.7%,0.0%,33.3%,0.00,50.0%,33.3%,16.7%,0.2,0.0%,1.8,75%,,,beerse01
Madison Bumgarner,31,52,.219,20,.364,.026,0.0%,55.8%,17.3%,79.8,23.1%,30.8%,15.4%,30.8%,0.22,53.8%,30.8%,15.4%,-0.6,-0.1%,-6.6,21%,,33%,bumgama01
Asdrúbal Cabrera,35,321,.317,92,.301,.148,2.2%,22.7%,10.3%,87.7,31.9%,23.0%,40.4%,28.2%,0.69,33.8%,51.2%,15.0%,-0.4,0.3%,-3.6,28%,100%,42%,cabreas01
Kole Calhoun,33,182,.300,80,.281,.139,2.8%,22.5%,8.2%,88.5,38.9%,23.8%,38.1%,28.6%,0.62,38.1%,45.2%,16.7%,-0.2,0.1%,-3.1,25%,100%,35%,calhoko01
Humberto Castellanos,23,7,.544,253,.400,.500,14.3%,14.3%,0.0%,81.9,50.0%,33.3%,50.0%,16.7%,1.00,16.7%,50.0%,33.3%,0.2,0.0%,1.2,0%,,,castehu01
Taylor Clarke,28,3,.267,57,1.000,.000,0.0%,66.7%,0.0%,79.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,0%,,,clarkta01
Jon Duplantier,26,3,.242,39,,.000,0.0%,66.7%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,0%,,,duplajo01
Drew Ellis,25,83,.231,31,.195,.072,1.2%,32.5%,12.1%,81.8,26.2%,23.8%,33.3%,28.6%,0.50,40.5%,42.9%,16.7%,-1.0,0.0%,-6.4,39%,,63%,ellisdr01
Eduardo Escobar,32,400,.337,106,.261,.232,5.5%,21.3%,7.3%,87.4,35.3%,22.0%,32.5%,35.3%,0.48,31.8%,52.8%,15.4%,-0.2,-0.5%,11.2,29%,100%,35%,escobed01
Stuart Fairchild,25,17,.210,16,.167,.067,0.0%,17.7%,5.9%,81.3,16.7%,25.0%,41.7%,25.0%,0.71,41.7%,50.0%,8.3%,-0.2,0.0%,-1.1,60%,,50%,faircst01
Jake Faria,27,3,.415,162,.500,.333,0.0%,33.3%,0.0%,95.7,50.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,0.2,100%,,100%,fariaja01
Seth Frankoff,32,4,.174,-9,.000,.000,0.0%,50.0%,25.0%,70.4,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-1.2,0%,,,frankse01
Zac Gallen,25,42,.200,-16,.429,.063,0.0%,42.9%,2.4%,62.8,34.8%,21.7%,21.7%,0.0%,0.83,4.3%,65.2%,30.4%,-0.6,0.0%,-7.0,29%,,0%,galleza01
Tyler Gilbert,27,11,.000,-184,.000,.000,0.0%,54.6%,0.0%,48.1,0.0%,0.0%,40.0%,0.0%,,0.0%,40.0%,60.0%,-0.2,0.0%,-3.6,,,,gilbety01
Jake Hager,28,22,.208,15,.286,.000,0.0%,50.0%,18.2%,85.6,14.3%,42.9%,42.9%,14.3%,0.75,28.6%,28.6%,42.9%,-0.1,0.0%,0.0,17%,,100%,hagerja01
Nick Heath,27,39,.177,10,.250,.029,0.0%,38.5%,10.3%,84.8,30.0%,25.0%,45.0%,25.0%,0.82,25.0%,55.0%,20.0%,-0.4,0.0%,-4.8,25%,0%,0%,heathni01
Bryan Holaday,33,34,.239,37,.375,.065,0.0%,44.1%,2.9%,88.4,25.0%,25.0%,37.5%,25.0%,0.60,37.5%,50.0%,12.5%,-0.3,0.0%,-4.6,22%,,,holadbr01
Carson Kelly,26,359,.339,108,.270,.171,3.6%,20.6%,12.3%,88.2,34.0%,26.4%,31.9%,32.8%,0.47,28.9%,48.9%,22.1%,-1.0,0.6%,2.4,26%,,32%,kellyca02
Merrill Kelly,32,58,.112,-74,.150,.021,0.0%,46.6%,6.9%,63.2,14.8%,7.4%,51.9%,3.7%,2.80,18.5%,55.6%,25.9%,-1.2,-0.2%,-13.7,14%,,20%,kellyme01
Domingo Leyba,25,24,.058,-91,.000,.000,0.0%,29.2%,8.3%,80.2,20.0%,6.7%,60.0%,26.7%,1.50,26.7%,60.0%,13.3%,-0.9,-0.2%,-7.2,0%,,,leybado01
Tim Locastro,28,133,.236,37,.220,.042,0.8%,19.6%,4.5%,81.0,16.3%,19.6%,41.3%,30.4%,0.73,23.1%,56.0%,20.9%,-0.6,-0.1%,-10.5,23%,63%,38%,locasti01
Ketel Marte,27,374,.390,143,.352,.215,3.7%,16.0%,8.3%,90.8,48.4%,26.3%,45.6%,19.9%,0.85,29.9%,49.1%,21.0%,0.4,0.1%,22.7,30%,100%,41%,marteke01
Corbin Martin,25,4,.225,27,1.000,.000,0.0%,75.0%,0.0%,94.4,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.7,0%,,,martico02
Wyatt Mathisen,27,51,.239,37,.190,.071,2.0%,41.2%,9.8%,86.8,40.9%,31.8%,22.7%,18.2%,0.29,27.3%,50.0%,22.7%,-0.3,-0.2%,-2.1,17%,,100%,mathiwy01
Jake McCarthy,23,70,.311,91,.324,.153,2.9%,32.9%,11.4%,78.8,13.9%,5.4%,56.8%,35.1%,1.40,40.5%,43.2%,16.2%,-0.3,0.0%,-2.2,41%,60%,63%,mccarja02
Humberto Mejía,24,8,.178,-21,.200,.143,0.0%,25.0%,0.0%,71.2,16.7%,50.0%,33.3%,0.0%,0.67,0.0%,83.3%,16.7%,-0.1,0.0%,-1.6,100%,,100%,mejiahu01
Matt Peacock,27,17,.261,43,.333,.000,0.0%,23.5%,5.9%,79.5,25.0%,16.7%,66.7%,16.7%,2.00,25.0%,66.7%,8.3%,-0.2,0.0%,-1.8,60%,100%,100%,peacoma01
David Peralta,33,538,.319,94,.303,.144,1.5%,17.1%,8.6%,89.3,42.0%,23.2%,54.9%,15.6%,1.22,24.2%,55.7%,20.2%,0.6,0.4%,11.9,29%,67%,45%,peralda01
Geraldo Perdomo,21,37,.331,102,.320,.161,0.0%,16.2%,16.2%,85.3,28.0%,16.0%,32.0%,44.0%,0.50,32.0%,56.0%,12.0%,-0.4,-0.2%,-1.8,36%,,100%,perdoge01
Henry Ramos,29,55,.245,41,.237,.100,1.8%,21.8%,7.3%,86.7,30.8%,20.5%,48.7%,20.5%,1.00,30.8%,48.7%,20.5%,0.1,0.0%,-1.8,31%,,83%,ramoshe01
Josh Reddick,34,158,.297,78,.311,.113,1.3%,19.6%,3.8%,85.1,32.2%,28.1%,37.2%,25.6%,0.59,33.1%,49.6%,17.4%,-0.4,-0.1%,-2.8,29%,,31%,reddijo01
Josh Rojas,27,550,.335,105,.345,.147,2.0%,24.9%,10.6%,87.9,31.1%,27.6%,49.0%,20.8%,0.97,27.4%,53.6%,19.1%,-0.4,-0.3%,1.2,33%,69%,57%,rojasjo01
Caleb Smith,29,25,.159,-32,.250,.045,0.0%,56.0%,4.0%,59.9,11.1%,11.1%,33.3%,11.1%,1.50,11.1%,77.8%,11.1%,-0.3,0.0%,-4.1,50%,100%,0%,smithca03
Pavin Smith,25,545,.323,96,.319,.137,2.0%,19.5%,7.7%,87.1,42.7%,23.4%,47.6%,22.4%,0.91,29.5%,54.5%,16.0%,0.2,-0.1%,-1.2,34%,100%,35%,smithpa04
Riley Smith,26,17,.056,-104,.000,.000,0.0%,64.7%,0.0%,78.2,16.7%,16.7%,33.3%,33.3%,0.67,0.0%,50.0%,50.0%,-0.3,-0.1%,-3.4,,,,smithri01
Josh VanMeter,26,310,.295,78,.278,.142,1.9%,26.8%,10.7%,89.1,36.8%,21.2%,35.8%,34.2%,0.56,32.6%,51.8%,15.5%,0.2,-0.1%,-1.5,23%,60%,28%,vanmejo01
Ildemaro Vargas,29,46,.271,59,.222,.070,0.0%,15.2%,6.5%,83.1,27.8%,25.0%,55.6%,13.9%,1.25,19.4%,58.3%,22.2%,0.0,0.0%,-0.6,36%,,25%,vargail01
Daulton Varsho,24,315,.334,101,.286,.190,3.5%,21.3%,9.5%,86.0,39.9%,24.3%,35.3%,25.2%,0.58,29.8%,51.8%,18.3%,1.6,0.0%,11.1,32%,100%,52%,varshda01
Stephen Vogt,36,151,.309,87,.253,.174,3.3%,23.8%,11.9%,87.7,38.1%,22.7%,34.0%,33.0%,0.52,35.1%,46.4%,18.6%,0.0,0.4%,-0.9,29%,,58%,vogtst01
Christian Walker,30,445,.307,86,.307,.137,2.3%,23.8%,8.5%,88.8,41.1%,24.2%,39.4%,28.6%,0.65,25.6%,54.5%,19.9%,-0.4,-0.3%,-3.9,35%,,42%,walkech02
Luke Weaver,27,22,.170,-23,.286,.000,0.0%,54.6%,4.6%,70.9,0.0%,22.2%,44.4%,11.1%,1.33,11.1%,66.7%,22.2%,-0.2,0.0%,-3.3,33%,,33%,weavelu01
Taylor Widener,26,18,.094,-75,.200,.000,0.0%,61.1%,5.6%,64.2,0.0%,0.0%,66.7%,0.0%,,0.0%,83.3%,16.7%,-0.2,0.0%,-2.2,50%,,0%,widenta01
Alex Young,27,4,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-1.3,,,,youngal01
Andrew Young,27,104,.334,104,.317,.275,5.8%,43.3%,5.8%,88.8,46.8%,23.4%,42.6%,31.9%,0.74,12.8%,59.6%,27.7%,-0.7,0.1%,-1.5,28%,,33%,youngan02
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,6144,.308,85,.295,.146,2.3%,23.8%,8.7%,86.9,35.8%,23.6%,42.5%,25.0%,0.76,29.2%,52.3%,18.5%,-10.4,-1.1%,-66.9,30%,73%,43%,-9999
