--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Nick Ahmed,26,308,.247,29,.258,.081,1.3%,18.8%,4.9%,87.2,34.0%,25.5%,48.5%,17.3%,0.97,22.7%,55.1%,22.2%,-2.2,-0.9%,-23.7,28%,71%,67%,ahmedni01
Michael Bourn,33,358,.299,67,.340,.100,0.8%,23.2%,6.2%,84.4,20.5%,26.1%,48.2%,16.6%,1.07,32.1%,51.2%,16.7%,-0.2,0.1%,-4.3,38%,72%,51%,bournmi01
Silvino Bracho,23,1,.000,-148,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,brachsi01
Archie Bradley,23,48,.059,-124,.188,.000,0.0%,58.3%,0.0%,77.9,26.7%,0.0%,60.0%,10.0%,6.00,5.0%,50.0%,45.0%,-0.7,-0.1%,-8.4,67%,,100%,bradlar01
Sócrates Brito,23,97,.249,29,.191,.179,4.1%,23.7%,2.1%,87.3,35.7%,30.6%,38.9%,13.9%,0.65,22.5%,53.5%,23.9%,-0.6,-0.3%,-6.5,35%,100%,67%,britoso01
Matt Buschmann,32,1,.000,-148,.000,.000,0.0%,0.0%,0.0%,80.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,buschma01
Vicente Campos,23,2,.000,-148,.000,.000,0.0%,0.0%,0.0%,93.8,0.0%,50.0%,50.0%,0.0%,1.00,50.0%,0.0%,50.0%,0.0,0.0%,-0.6,,,,campovi01
Welington Castillo,29,457,.332,91,.337,.159,3.1%,26.5%,7.2%,89.4,42.5%,30.8%,43.5%,21.1%,0.77,28.0%,53.6%,18.4%,0.8,-0.2%,12.9,20%,100%,19%,castiwe01
Patrick Corbin,26,53,.301,75,.429,.102,0.0%,26.4%,1.9%,81.6,17.9%,23.7%,55.3%,7.9%,1.75,16.2%,56.8%,27.0%,-0.4,-0.1%,-3.8,41%,0%,22%,corbipa01
Rubby De La Rosa,27,17,.122,-94,.091,.000,0.0%,17.7%,0.0%,69.8,0.0%,0.0%,71.4%,7.1%,10.00,0.0%,57.1%,42.9%,-0.3,-0.2%,-3.4,0%,,,delarru01
Randall Delgado,26,2,.000,-148,.000,.000,0.0%,0.0%,0.0%,82.8,0.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,-0.1,0.0%,-0.6,,,,delgara01
Brandon Drury,23,499,.349,105,.327,.176,3.2%,20.0%,6.2%,89.6,42.8%,26.0%,51.5%,15.1%,1.06,30.2%,48.9%,20.9%,-0.2,-0.3%,-3.2,29%,50%,27%,drurybr01
Edwin Escobar,24,2,.000,-148,.000,.000,0.0%,50.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,escobed02
