--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Scott Alexander,27,3,.000,-138,.000,.000,0.0%,33.3%,0.0%,74.4,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.4,,,,alexasc02
Jorge Bonifacio,24,422,.323,94,.324,.177,4.0%,28.0%,8.3%,88.1,43.2%,30.3%,38.2%,24.7%,0.62,25.8%,54.3%,19.9%,-0.5,-0.9%,-4.6,31%,50%,48%,bonifjo01
Billy Burns,27,6,.050,-42,.200,.000,0.0%,16.7%,0.0%,70.3,0.0%,0.0%,40.0%,20.0%,0.67,0.0%,60.0%,40.0%,-0.1,-0.1%,-1.9,33%,0%,100%,burnsbi02
Drew Butera,33,177,.272,57,.286,.092,1.7%,23.2%,6.8%,85.4,26.8%,28.5%,31.7%,25.2%,0.47,30.3%,50.8%,18.9%,-0.5,0.0%,-6.3,31%,,42%,buterdr01
Melky Cabrera,32,238,.312,89,.280,.130,1.7%,9.2%,4.6%,88.8,36.4%,31.4%,46.6%,15.2%,0.87,27.9%,57.4%,14.7%,0.2,0.4%,-4.8,29%,33%,36%,cabreme01
Trevor Cahill,29,1,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,cahiltr01
Lorenzo Cain,31,645,.369,121,.340,.140,2.3%,15.5%,8.4%,89.7,39.7%,30.0%,45.3%,18.1%,0.83,20.5%,57.6%,21.9%,1.2,0.8%,7.4,32%,93%,48%,cainlo01
Christian Colón,28,19,.182,-13,.214,.000,0.0%,15.8%,5.3%,88.9,37.5%,6.7%,46.7%,13.3%,1.17,33.3%,40.0%,26.7%,-0.4,-0.2%,-4.4,20%,,0%,colonch01
Cheslor Cuthbert,24,153,.280,63,.301,.091,1.3%,25.5%,5.9%,86.0,31.3%,29.5%,41.0%,21.0%,0.69,21.0%,58.1%,21.0%,-0.4,0.0%,-3.0,20%,,40%,cuthbch01
Danny Duffy,28,2,.446,182,1.000,.000,0.0%,50.0%,0.0%,91.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,duffyda01
Alcides Escobar,30,629,.276,63,.291,.107,1.0%,16.2%,2.4%,83.7,23.7%,26.6%,40.2%,23.0%,0.70,21.1%,57.9%,20.9%,-1.4,-0.8%,-19.0,40%,36%,54%,escobal02
Cam Gallagher,24,27,.361,121,.263,.167,3.7%,14.8%,11.1%,83.7,25.0%,20.0%,50.0%,30.0%,1.00,15.0%,70.0%,15.0%,0.0,0.1%,1.8,11%,,0%,gallaca01
Alex Gordon,33,541,.275,60,.261,.107,1.7%,23.3%,8.3%,86.7,35.6%,27.0%,43.5%,20.5%,0.79,36.3%,49.9%,13.8%,-1.0,-0.6%,-23.0,29%,64%,41%,gordoal01
Terrance Gore,26,5,.034,-36,.000,.000,0.0%,40.0%,20.0%,90.1,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,-0.1,-0.1%,-1.6,22%,50%,67%,gorete01
Jason Hammel,34,9,.000,-168,.000,.000,0.0%,22.2%,0.0%,72.8,0.0%,28.6%,57.1%,0.0%,2.00,57.1%,28.6%,14.3%,-0.3,-0.2%,-3.7,,,,hammeja01
Eric Hosmer,27,671,.388,139,.351,.179,3.7%,15.5%,9.8%,90.5,45.4%,26.5%,56.1%,13.0%,1.28,24.8%,51.7%,23.4%,2.1,0.9%,34.5,31%,86%,41%,hosmeer01
Jakob Junis,24,3,.000,-138,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,junisja01
Ian Kennedy,32,4,.397,147,.333,.000,0.0%,0.0%,25.0%,85.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.1,0.0%,0.5,0%,,0%,kenneia01
Whit Merrifield,28,630,.348,107,.308,.172,3.0%,14.0%,4.6%,87.8,32.5%,28.4%,36.7%,26.6%,0.59,20.9%,54.2%,24.9%,1.8,1.3%,11.2,33%,81%,43%,merriwh01
Adalberto Mondesí,21,60,.223,14,.267,.075,1.7%,36.7%,5.0%,86.7,45.8%,34.3%,28.6%,14.3%,0.53,37.1%,40.0%,22.9%,-0.9,-0.5%,-7.2,20%,71%,0%,mondera02
Brandon Moss,33,401,.302,78,.248,.221,5.5%,31.9%,9.2%,90.0,44.7%,28.0%,32.6%,33.1%,0.48,43.0%,43.0%,14.0%,-1.2,-0.1%,-13.0,21%,100%,20%,mossbr01
Mike Moustakas,28,598,.348,112,.263,.249,6.4%,15.7%,5.7%,87.9,38.1%,26.6%,35.1%,24.8%,0.54,34.1%,48.7%,17.2%,0.7,0.5%,8.7,25%,,13%,moustmi01
