--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Billy Burns,26,40,.223,27,.290,.000,0.0%,17.5%,0.0%,86.4,20.8%,16.1%,51.6%,25.8%,1.14,17.2%,69.0%,13.8%,-0.1,0.0%,-4.2,39%,60%,80%,burnsbi02
Drew Butera,32,133,.342,109,.373,.195,3.0%,27.1%,6.0%,84.3,25.3%,31.5%,38.2%,22.5%,0.65,23.9%,50.0%,26.1%,0.3,0.4%,1.8,36%,,38%,buterdr01
Lorenzo Cain,30,434,.333,101,.341,.121,2.1%,19.4%,7.1%,89.2,37.8%,26.8%,47.9%,20.8%,0.92,20.4%,53.8%,25.8%,0.9,0.5%,-1.1,34%,74%,61%,cainlo01
Christian Colón,27,161,.277,63,.287,.061,0.6%,19.3%,6.8%,86.6,32.6%,23.9%,48.7%,16.2%,0.98,21.4%,48.2%,30.4%,-1.0,-0.4%,-7.6,26%,0%,25%,colonch01
Tony Cruz,29,5,.000,-141,.000,.000,0.0%,60.0%,0.0%,66.4,0.0%,0.0%,0.0%,50.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-1.2,,,,cruzto03
Cheslor Cuthbert,23,510,.320,92,.320,.139,2.4%,18.8%,6.3%,90.0,42.1%,21.5%,47.4%,20.2%,0.91,24.9%,52.9%,22.2%,-1.0,-0.5%,-11.0,25%,100%,33%,cuthbch01
Hunter Dozier,24,21,.295,74,.364,.053,0.0%,38.1%,9.5%,78.1,11.1%,18.2%,54.5%,0.0%,1.20,33.3%,44.4%,22.2%,0.2,0.0%,0.5,67%,,0%,doziehu01
Danny Duffy,27,6,.159,-50,.250,.000,0.0%,16.7%,0.0%,64.2,0.0%,0.0%,20.0%,20.0%,1.00,40.0%,40.0%,20.0%,0.0,0.0%,-0.7,100%,,100%,duffyda01
Jarrod Dyson,31,337,.324,87,.315,.110,0.3%,11.6%,7.7%,83.6,27.3%,22.3%,51.3%,12.3%,1.25,30.6%,51.7%,17.7%,0.5,-0.1%,-1.0,38%,81%,64%,dysonja01
