--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jonny Gomes,34,34,.234,29,.294,.067,0.0%,41.2%,8.8%,91.4,43.8%,23.5%,35.3%,29.4%,0.55,29.4%,52.9%,17.6%,0.2,0.0%,0.1,25%,,33%,gomesjo01
Alex Gordon,31,422,.351,120,.327,.161,3.1%,21.8%,11.6%,88.9,38.8%,25.8%,40.4%,24.7%,0.68,40.1%,48.3%,11.6%,1.2,1.3%,14.9,19%,29%,40%,gordoal01
Terrance Gore,24,4,.365,-9,.000,.000,0.0%,25.0%,0.0%,84.1,0.0%,0.0%,50.0%,50.0%,1.00,50.0%,50.0%,0.0%,0.2,0.0%,-0.1,17%,100%,,gorete01
Jeremy Guthrie,36,5,.224,3,.250,.000,0.0%,0.0%,0.0%,66.6,0.0%,0.0%,60.0%,0.0%,3.00,20.0%,80.0%,0.0%,-0.1,0.0%,-0.7,0%,,,guthrje01
Eric Hosmer,25,667,.357,121,.336,.162,2.7%,16.2%,9.2%,90.8,49.4%,26.5%,52.1%,14.9%,1.13,32.5%,51.9%,15.6%,3.8,1.2%,16.5,36%,70%,52%,hosmeer01
Omar Infante,33,455,.249,41,.255,.098,0.4%,15.2%,2.0%,83.9,23.4%,24.4%,41.6%,24.1%,0.73,25.2%,56.2%,18.6%,-1.3,-1.0%,-16.3,35%,50%,44%,infanom01
Erik Kratz,35,5,.000,-143,.000,.000,0.0%,40.0%,0.0%,81.0,33.3%,0.0%,66.7%,33.3%,2.00,33.3%,66.7%,0.0%,-0.2,-0.1%,-1.2,,,,kratzer01
Kris Medlen,29,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,0.3,0.0%,1.2,,,0%,medlekr01
Kendrys Morales,32,639,.370,130,.319,.195,3.4%,16.1%,9.1%,92.8,53.8%,24.5%,46.0%,26.6%,0.85,28.1%,56.4%,15.5%,2.6,1.3%,29.0,28%,,33%,moralke01
Mike Moustakas,26,614,.357,121,.294,.186,3.6%,12.4%,7.0%,89.9,43.8%,24.7%,39.8%,23.0%,0.68,33.6%,49.8%,16.6%,0.5,0.0%,20.3,27%,33%,32%,moustmi01
Paulo Orlando,29,251,.303,82,.291,.195,2.8%,21.1%,2.0%,88.9,47.0%,26.7%,42.9%,17.3%,0.80,23.0%,50.3%,26.7%,-0.2,0.1%,-3.0,36%,50%,42%,orlanpa01
Francisco Peña,25,7,.256,46,.250,.000,0.0%,42.9%,0.0%,78.5,0.0%,25.0%,75.0%,0.0%,3.00,25.0%,50.0%,25.0%,-0.1,0.0%,0.7,0%,,,penafr01
Salvador Perez,25,553,.316,90,.270,.166,3.8%,14.8%,2.4%,87.9,38.2%,28.2%,42.5%,19.2%,0.74,27.8%,54.4%,17.8%,-0.6,-0.8%,-10.0,23%,100%,18%,perezsa02
Alex Rios,34,411,.289,66,.294,.099,1.0%,16.3%,3.7%,88.7,35.1%,26.2%,40.7%,26.2%,0.69,24.7%,56.8%,18.5%,-1.8,-0.7%,-17.4,32%,100%,39%,riosal01
Yordano Ventura,24,6,.000,-143,.000,.000,0.0%,83.3%,0.0%,74.7,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.0,,,,ventuyo01
Edinson Volquez,31,6,.000,-143,.000,.000,0.0%,66.7%,0.0%,72.9,0.0%,0.0%,50.0%,50.0%,1.00,0.0%,50.0%,50.0%,-0.1,0.0%,-1.1,,,,volqued01
Chris Young,36,4,.448,187,.667,.000,0.0%,25.0%,0.0%,84.3,0.0%,33.3%,33.3%,0.0%,1.00,33.3%,33.3%,33.3%,0.1,0.1%,1.4,0%,,,youngch03
Ben Zobrist,34,264,.355,122,.299,.168,2.7%,11.4%,11.0%,90.5,44.6%,24.5%,49.5%,20.1%,0.99,37.3%,47.1%,15.7%,0.9,0.2%,7.4,34%,40%,51%,zobribe01
League Average,,,.323,99,.295,.157,2.9%,19.9%,7.7%,88.7,38.7%,25.7%,44.6%,20.9%,0.83,29.1%,52.3%,18.6%,,,,30%,69%,38%,-9999
Team Total,,6116,.326,97,.301,.144,2.3%,15.9%,6.3%,88.4,38.0%,25.5%,44.7%,21.3%,0.83,27.3%,53.6%,19.2%,4.5,1.8%,13.6,32%,75%,44%,-9999
