--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Abraham Almonte,29,151,.247,47,.219,.104,2.0%,23.8%,9.9%,88.4,40.2%,19.0%,50.0%,21.0%,1.09,31.0%,46.0%,23.0%,-1.4,-0.4%,-14.2,32%,50%,73%,almonab01
Jorge Bonifacio,25,270,.300,84,.301,.136,1.5%,26.3%,10.7%,85.8,30.8%,31.0%,33.3%,25.6%,0.51,31.0%,54.8%,14.3%,-1.0,0.0%,-5.6,33%,0%,44%,bonifjo01
Drew Butera,34,166,.261,54,.232,.101,1.2%,22.3%,7.8%,87.1,29.7%,24.6%,31.6%,27.2%,0.48,19.3%,63.2%,17.5%,-0.8,-0.2%,-6.1,22%,,15%,buterdr01
Cheslor Cuthbert,25,117,.259,57,.218,.107,2.6%,19.7%,9.4%,89.4,36.5%,17.3%,48.1%,25.9%,0.93,22.2%,55.6%,22.2%,-1.1,-0.5%,-13.2,27%,0%,33%,cuthbch01
Hunter Dozier,26,388,.290,77,.296,.166,2.8%,28.1%,6.2%,90.0,43.4%,24.8%,42.5%,26.4%,0.74,26.8%,52.0%,21.3%,-2.5,-0.1%,-22.2,26%,40%,48%,doziehu01
Lucas Duda,32,345,.314,92,.302,.171,3.8%,27.5%,7.0%,90.2,39.6%,29.8%,30.7%,30.7%,0.44,33.0%,49.5%,17.4%,-0.6,-0.1%,1.7,22%,100%,24%,dudalu01
Danny Duffy,29,2,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,duffyda01
Alcides Escobar,31,531,.275,63,.263,.082,0.8%,13.9%,5.5%,84.2,23.9%,24.1%,45.2%,21.7%,0.88,22.5%,56.7%,20.8%,-2.6,-0.6%,-17.6,35%,80%,59%,escobal02
Heath Fillmyer,24,5,.309,86,1.000,.250,0.0%,60.0%,0.0%,101.7,100.0%,50.0%,0.0%,0.0%,0.00,0.0%,50.0%,50.0%,-0.1,0.0%,-0.3,0%,,,fillmhe01
Brian Flynn,28,1,.000,-133,.000,.000,0.0%,0.0%,0.0%,102.2,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,flynnbr01
Cam Gallagher,25,69,.255,50,.250,.095,1.5%,21.7%,4.4%,86.1,26.7%,16.0%,28.0%,44.0%,0.40,20.0%,54.0%,26.0%,-0.1,0.0%,-4.2,25%,,0%,gallaca01
Ryan Goins,30,120,.245,43,.302,.087,0.0%,24.2%,3.3%,87.7,32.4%,32.2%,43.7%,13.8%,0.84,25.3%,58.6%,16.1%,-1.8,-0.5%,-13.2,32%,,46%,goinsry01
Brian Goodwin,27,101,.331,107,.367,.149,3.0%,30.7%,5.9%,88.3,37.9%,30.2%,41.3%,20.6%,0.72,39.7%,46.0%,14.3%,-0.4,0.0%,1.2,28%,50%,71%,goodwbr01
Alex Gordon,34,568,.309,87,.299,.125,2.3%,21.8%,8.8%,88.8,42.0%,28.6%,44.5%,21.4%,0.80,35.7%,50.3%,14.1%,-0.8,-0.2%,-4.7,25%,86%,27%,gordoal01
Jason Hammel,35,3,.000,-133,.000,.000,0.0%,66.7%,0.0%,59.5,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.9,,,,hammeja01
Rosell Herrera,25,289,.280,72,.290,.087,0.4%,18.0%,6.6%,87.8,35.7%,25.5%,56.5%,15.7%,1.31,29.6%,55.1%,15.3%,-1.9,0.0%,-9.3,29%,43%,62%,herrero02
Tim Hill,28,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,hillti01
Jon Jay,33,266,.329,105,.360,.067,0.4%,14.7%,7.1%,85.3,24.0%,22.0%,57.1%,15.6%,1.48,31.2%,44.4%,24.4%,0.4,0.2%,-0.9,29%,60%,27%,jayjo02
Jakob Junis,25,2,.000,-133,.000,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-0.7,,,,junisja01
Brad Keller,22,3,.298,81,.500,.000,0.0%,33.3%,0.0%,94.8,50.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.1,100%,,50%,kellebr01
Ian Kennedy,33,2,.447,188,.500,.000,0.0%,0.0%,0.0%,81.9,50.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,0.3,0%,,0%,kenneia01
Whit Merrifield,29,707,.360,120,.352,.134,1.7%,16.1%,8.6%,87.1,33.7%,31.0%,35.0%,24.5%,0.55,21.3%,54.8%,24.0%,1.6,0.1%,11.2,31%,82%,46%,merriwh01
Adalberto Mondesí,22,291,.366,120,.335,.222,4.8%,26.5%,3.8%,90.2,41.6%,22.8%,39.1%,24.8%,0.72,31.7%,57.4%,10.9%,0.7,0.0%,3.5,43%,82%,70%,mondera02
Mike Moustakas,29,417,.336,107,.247,.220,4.8%,15.1%,7.2%,90.7,47.8%,24.8%,34.2%,27.3%,0.53,34.2%,48.3%,17.6%,-0.1,0.0%,8.7,24%,100%,28%,moustmi01
Ryan O'Hearn,24,170,.395,151,.293,.336,7.1%,26.5%,11.8%,91.8,46.0%,24.0%,35.6%,33.7%,0.55,39.4%,43.3%,17.3%,1.5,0.0%,13.3,23%,,17%,ohearry01
Paulo Orlando,32,93,.192,5,.231,.033,0.0%,26.9%,3.2%,89.2,37.3%,24.6%,47.7%,20.0%,0.91,16.9%,55.4%,27.7%,-0.9,-0.1%,-10.2,33%,,50%,orlanpa01
Salvador Perez,28,544,.311,91,.245,.204,5.0%,19.9%,3.1%,92.1,50.9%,25.1%,35.9%,31.0%,0.56,30.2%,53.3%,16.5%,-1.7,-0.1%,-16.7,21%,50%,23%,perezsa02
Brett Phillips,24,123,.261,56,.311,.125,1.6%,40.7%,7.3%,84.6,31.0%,22.2%,44.4%,20.6%,0.85,36.5%,50.8%,12.7%,-0.7,0.0%,-7.2,37%,50%,55%,phillbr02
Eric Skoglund,25,3,.000,-133,.000,.000,0.0%,66.7%,0.0%,100.1,100.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,-0.1,0.0%,-0.9,,,,skogler01
Jorge Soler,26,257,.370,132,.340,.202,3.5%,26.9%,10.9%,90.1,44.4%,23.1%,47.4%,22.4%,0.90,29.5%,54.5%,16.0%,0.9,0.3%,7.8,22%,75%,32%,solerjo01
Ramón Torres,25,29,.187,1,.200,.036,0.0%,10.3%,3.5%,85.5,27.3%,20.0%,56.0%,16.0%,1.27,36.0%,56.0%,8.0%,-0.1,0.0%,-1.7,67%,,100%,torrera01
Meibrys Viloria,21,29,.273,62,.389,.074,0.0%,31.0%,3.5%,88.0,41.2%,15.8%,52.6%,26.3%,1.25,36.8%,52.6%,10.5%,-0.4,0.0%,-0.5,50%,,100%,vilorme01
