--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ehire Adrianza,28,366,.299,79,.313,.128,1.6%,22.4%,6.6%,86.0,34.2%,27.4%,36.3%,25.1%,0.61,36.3%,49.4%,14.3%,-0.5,-0.6%,-4.0,33%,83%,54%,adriaeh01
Willians Astudillo,26,97,.379,138,.341,.161,3.1%,3.1%,2.1%,87.4,31.8%,30.8%,40.7%,23.1%,0.69,18.7%,67.0%,14.3%,0.4,0.0%,3.1,18%,,40%,astudwi01
Tyler Austin,26,136,.333,108,.270,.252,6.6%,30.9%,8.1%,88.9,44.9%,26.5%,37.3%,30.1%,0.60,22.9%,53.0%,24.1%,0.7,0.0%,5.2,28%,0%,46%,austity01
José Berríos,24,4,.000,-134,.000,.000,0.0%,50.0%,0.0%,86.7,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,-0.2,-0.1%,-1.8,,,,berrijo01
Byron Buxton,24,94,.192,-6,.226,.044,0.0%,29.8%,3.2%,86.8,28.8%,19.0%,44.4%,22.2%,0.88,28.6%,55.6%,15.9%,-1.1,-0.7%,-8.3,42%,100%,80%,buxtoby01
Jason Castro,31,74,.243,40,.216,.095,1.4%,35.1%,12.2%,87.2,33.3%,26.3%,44.7%,21.1%,0.81,36.8%,47.4%,15.8%,-0.9,-0.6%,-9.3,17%,,29%,castrja01
Jake Cave,25,309,.342,112,.363,.208,4.2%,33.0%,5.8%,88.7,39.7%,30.6%,43.5%,23.7%,0.79,29.6%,58.1%,12.4%,1.0,0.0%,12.2,48%,67%,51%,caveja01
Brian Dozier,31,462,.315,92,.256,.178,3.5%,20.8%,10.0%,86.9,31.6%,19.6%,40.4%,27.1%,0.68,37.2%,52.4%,10.4%,-1.0,-0.6%,-2.3,39%,73%,55%,doziebr01
Zach Duke,35,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,dukeza01
Eduardo Escobar,29,408,.356,124,.325,.239,3.7%,22.3%,8.3%,87.3,31.5%,28.2%,32.5%,29.6%,0.48,32.9%,49.3%,17.9%,1.4,0.7%,14.2,24%,25%,42%,escobed01
Johnny Field,26,54,.332,104,.278,.250,5.6%,25.9%,0.0%,89.4,44.4%,23.1%,33.3%,33.3%,0.52,38.5%,38.5%,23.1%,-0.1,0.0%,-1.6,42%,,75%,fieldjo04
Logan Forsythe,31,205,.310,88,.333,.034,0.0%,19.5%,11.7%,86.8,29.4%,19.6%,55.8%,20.3%,1.26,19.6%,54.3%,26.1%,0.1,0.0%,-1.9,26%,100%,44%,forsylo01
Mitch Garver,27,335,.337,108,.330,.146,2.1%,21.5%,8.7%,89.7,43.5%,25.9%,40.9%,23.3%,0.70,25.4%,49.6%,25.0%,0.4,0.1%,6.2,30%,,39%,garvemi01
Kyle Gibson,30,2,.894,508,1.000,.000,0.0%,0.0%,0.0%,92.2,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.1,0.0%,0.6,100%,,0%,gibsoky01
Chris Gimenez,35,34,.365,128,.316,.241,5.9%,26.5%,8.8%,92.3,52.4%,23.8%,47.6%,23.8%,0.91,23.8%,71.4%,4.8%,-0.1,0.0%,1.3,40%,,40%,gimench01
Juan Graterol,29,8,.199,9,.143,.000,0.0%,0.0%,12.5%,77.9,0.0%,0.0%,57.1%,42.9%,1.33,28.6%,57.1%,14.3%,0.0,0.0%,-0.6,100%,,100%,grateju01
Robbie Grossman,28,465,.347,116,.329,.111,1.1%,17.9%,12.9%,87.4,30.4%,26.3%,38.4%,26.6%,0.63,26.3%,53.1%,20.6%,0.7,-0.1%,13.7,27%,0%,27%,grossro01
Max Kepler,25,611,.320,98,.236,.184,3.3%,15.7%,11.6%,90.2,41.5%,23.9%,37.8%,29.2%,0.61,36.0%,49.0%,15.0%,-0.6,-0.1%,-6.2,34%,44%,53%,keplema01
Ryan LaMarre,29,109,.281,70,.388,.051,0.0%,30.3%,7.3%,90.1,44.8%,31.3%,41.8%,14.9%,0.76,22.4%,53.7%,23.9%,-0.7,-0.4%,-6.8,19%,50%,29%,lamarry01
Lance Lynn,31,2,.000,-134,.000,.000,0.0%,0.0%,0.0%,92.8,0.0%,50.0%,0.0%,0.0%,0.00,50.0%,50.0%,0.0%,0.0,0.0%,-0.3,,,,lynnla01
Matt Magill,28,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,magilma01
