--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Jorge Polanco,27,644,.352,125,.282,.235,5.1%,18.3%,7.0%,88.3,37.5%,27.1%,31.5%,32.8%,0.47,41.6%,45.6%,12.8%,3.8,0.5%,27.1,36%,65%,48%,polanjo01
Rob Refsnyder,30,157,.297,85,.327,.094,1.3%,25.5%,10.8%,89.2,41.0%,26.0%,43.0%,27.0%,0.75,31.0%,51.0%,18.0%,-0.9,0.1%,-6.1,37%,100%,11%,refsnro01
JT Riddle,29,6,.297,86,.333,.000,0.0%,0.0%,0.0%,84.8,33.3%,16.7%,83.3%,0.0%,5.00,50.0%,50.0%,0.0%,-0.1,0.0%,-0.4,33%,,67%,riddljt01
Brent Rooker,26,213,.307,92,.264,.196,4.2%,32.9%,7.0%,91.0,48.7%,28.6%,37.0%,31.9%,0.59,34.5%,45.4%,20.2%,-0.8,-0.3%,-6.7,30%,,39%,rookebr01
Ben Rortvedt,23,98,.226,34,.211,.112,3.1%,29.6%,6.1%,82.8,29.0%,21.0%,38.7%,27.4%,0.67,24.2%,67.7%,8.1%,-0.5,-0.1%,-9.2,25%,,75%,rortvbe01
Joe Ryan,25,2,.000,-124,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.8,,,,ryanjo04
Miguel Sanó,28,532,.339,115,.291,.243,5.6%,34.4%,11.1%,93.4,56.1%,22.6%,39.2%,29.9%,0.65,33.1%,49.5%,17.4%,-1.7,-0.5%,-6.5,28%,67%,36%,sanomi01
Andrelton Simmons,31,451,.253,54,.256,.051,0.7%,13.8%,7.1%,82.9,21.8%,21.8%,53.4%,16.4%,1.21,27.7%,58.2%,14.1%,-3.1,-0.5%,-24.4,27%,100%,42%,simmoan01
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,6078,.322,102,.282,.182,3.8%,23.1%,8.6%,89.5,41.6%,24.3%,42.4%,26.5%,0.74,31.5%,52.6%,15.9%,-5.1,-1.6%,-25.0,29%,78%,37%,-9999
