--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Luis Arraez,24,479,.327,107,.323,.082,0.4%,10.0%,9.0%,88.4,30.6%,28.5%,46.6%,23.3%,0.87,20.7%,58.8%,20.5%,0.3,-0.1%,7.9,33%,50%,41%,arraelu01
Willians Astudillo,29,216,.276,71,.221,.139,3.2%,5.6%,1.4%,85.9,33.2%,23.4%,41.1%,22.3%,0.70,27.4%,56.3%,16.2%,-1.6,-0.4%,-14.1,20%,,29%,astudwi01
Charlie Barnes,25,1,.000,-124,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,barnech01
José Berríos,27,2,.000,-124,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,berrijo01
Byron Buxton,27,254,.423,170,.344,.340,7.5%,24.4%,5.1%,92.1,53.8%,23.1%,39.3%,31.8%,0.65,36.4%,52.0%,11.6%,1.9,0.5%,20.2,43%,90%,58%,buxtoby01
Jake Cave,28,178,.247,51,.283,.104,1.7%,34.8%,5.6%,86.0,33.0%,28.2%,51.5%,15.5%,1.10,24.3%,56.3%,19.4%,-0.4,0.1%,-6.8,23%,50%,36%,caveja01
Gilberto Celestino,22,62,.200,17,.140,.153,3.2%,22.6%,4.8%,87.2,31.1%,24.4%,46.7%,20.0%,0.88,24.4%,55.6%,20.0%,-0.7,-0.1%,-7.5,46%,,67%,celesgi01
Danny Coulombe,31,1,.000,-124,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,couloda01
Nelson Cruz,40,346,.379,143,.308,.243,5.5%,18.2%,10.1%,93.2,53.3%,21.3%,45.0%,26.7%,0.82,29.6%,52.9%,17.5%,0.9,0.4%,15.5,23%,100%,26%,cruzne02
Josh Donaldson,35,543,.354,126,.268,.228,4.8%,21.0%,13.6%,94.1,52.9%,20.5%,43.9%,28.5%,0.78,35.6%,48.4%,16.0%,1.5,0.1%,10.9,29%,,36%,donaljo02
Kyle Garlick,29,107,.316,97,.286,.232,4.7%,29.9%,5.6%,88.4,41.2%,19.1%,38.2%,32.4%,0.62,32.4%,51.5%,16.2%,0.4,0.0%,-3.6,44%,100%,20%,garliky01
Mitch Garver,30,243,.368,137,.320,.261,5.4%,29.2%,12.8%,92.3,53.6%,25.4%,31.2%,33.3%,0.45,40.6%,42.8%,16.7%,0.4,-0.3%,3.6,22%,50%,42%,garvemi01
Nick Gordon,25,216,.299,81,.310,.115,1.9%,25.5%,5.6%,91.2,47.9%,26.7%,50.7%,20.5%,1.03,30.8%,54.8%,14.4%,0.4,0.0%,-2.1,24%,91%,56%,gordoni01
Griffin Jax,26,3,.000,-124,.000,.000,0.0%,66.7%,0.0%,82.7,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,-0.1,0.0%,-1.2,,,,jaxgr01
Ryan Jeffers,24,293,.292,83,.269,.202,4.8%,36.9%,7.5%,89.2,44.0%,20.1%,43.4%,28.9%,0.77,27.7%,56.0%,16.4%,-1.4,-0.4%,-5.8,21%,0%,20%,jeffery01
Max Kepler,28,490,.317,96,.225,.202,3.9%,19.6%,11.0%,89.8,42.5%,24.9%,37.7%,28.1%,0.61,32.3%,54.8%,12.9%,0.0,-0.1%,-0.6,32%,100%,47%,keplema01
Alex Kirilloff,23,231,.315,99,.295,.172,3.5%,22.5%,6.1%,91.0,43.9%,25.6%,48.8%,24.4%,0.95,28.0%,59.8%,12.2%,-0.6,-0.1%,-0.6,24%,50%,41%,kirilal01
Trevor Larnach,24,301,.304,90,.338,.127,2.3%,34.6%,10.3%,90.0,41.1%,25.9%,45.6%,24.7%,0.84,32.3%,45.6%,22.2%,-2.2,-0.2%,-11.2,24%,100%,13%,larnatr01
Kenta Maeda,33,4,.297,81,.500,.000,0.0%,25.0%,0.0%,68.1,33.3%,0.0%,33.3%,0.0%,1.00,33.3%,66.7%,0.0%,0.0,0.0%,-0.3,67%,,100%,maedake01
Bailey Ober,25,2,.446,191,.500,.000,0.0%,0.0%,0.0%,83.7,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,0.0,0%,,,oberba01
Michael Pineda,32,3,.000,-124,.000,.000,0.0%,33.3%,0.0%,82.3,50.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,-0.1,0.0%,-1.3,,,,pinedmi01
