--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Ryan LaMarre,30,26,.316,99,.188,.261,7.7%,19.2%,11.5%,86.0,31.3%,27.8%,44.4%,22.2%,0.80,27.8%,50.0%,22.2%,-0.1,-0.1%,-0.8,17%,50%,50%,lamarry01
Ian Miller,27,17,.176,-7,.214,.059,0.0%,17.7%,0.0%,87.8,30.8%,28.6%,42.9%,21.4%,0.75,35.7%,35.7%,28.6%,0.0,0.0%,-1.5,50%,,,milleia01
Jake Odorizzi,29,3,.000,-246,.000,.000,0.0%,0.0%,0.0%,82.3,0.0%,66.7%,0.0%,0.0%,0.00,0.0%,33.3%,66.7%,0.0,0.0%,-0.5,,,,odorija01
Martín Pérez,28,3,.296,78,.000,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,-0.1%,-0.8,,,,perezma02
Michael Pineda,30,4,.000,-130,.000,.000,0.0%,25.0%,0.0%,81.8,0.0%,33.3%,66.7%,0.0%,2.00,0.0%,66.7%,33.3%,-0.2,-0.1%,-2.1,,,,pinedmi01
Jorge Polanco,25,704,.364,126,.328,.190,3.1%,16.5%,8.5%,88.2,36.7%,30.9%,29.8%,29.0%,0.44,27.7%,54.5%,17.8%,1.4,1.5%,25.3,37%,57%,55%,polanjo01
Eddie Rosario,27,590,.335,105,.273,.224,5.4%,14.6%,3.7%,89.9,39.4%,23.4%,37.6%,29.7%,0.60,39.0%,46.5%,14.5%,0.8,0.4%,11.9,41%,75%,59%,rosared01
Miguel Sanó,26,439,.389,144,.319,.329,7.7%,36.2%,12.5%,95.2,61.1%,22.5%,36.0%,32.4%,0.56,38.3%,52.3%,9.5%,1.0,1.0%,21.1,36%,0%,31%,sanomi01
Jonathan Schoop,27,464,.325,98,.298,.217,5.0%,25.0%,4.3%,88.1,41.8%,28.3%,42.5%,19.5%,0.74,28.3%,56.9%,14.8%,-1.3,-0.4%,-4.5,32%,50%,57%,schoojo01
Ronald Torreyes,26,17,.259,43,.231,.000,0.0%,17.7%,0.0%,80.0,0.0%,7.7%,46.2%,23.1%,0.86,23.1%,46.2%,30.8%,0.0,0.0%,-1.2,75%,100%,100%,torrero01
LaMonte Wade Jr.,25,69,.312,94,.200,.179,2.9%,13.0%,15.9%,89.3,45.2%,23.4%,44.7%,23.4%,0.81,38.3%,44.7%,17.0%,0.4,0.1%,0.3,33%,0%,50%,wadela01
League Average,,,.328,99,.297,.185,3.7%,23.0%,8.5%,89.2,40.3%,25.2%,42.2%,24.0%,0.74,29.5%,52.5%,17.9%,,,,31%,72%,40%,-9999
Team Total,,6392,.353,118,.300,.224,4.8%,20.9%,8.2%,90.2,43.3%,26.7%,38.4%,26.0%,0.63,31.6%,51.9%,16.5%,10.0,7.1%,147.8,34%,57%,40%,-9999
