--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Ehire Adrianza,29,236,.337,110,.311,.144,2.1%,17.0%,8.5%,86.0,29.6%,29.2%,40.5%,21.4%,0.71,30.4%,47.6%,22.0%,0.3,0.3%,0.9,35%,0%,36%,adriaeh01
Luis Arraez,22,366,.359,123,.355,.104,1.1%,7.9%,9.8%,87.2,23.9%,32.3%,41.7%,22.3%,0.72,22.7%,49.0%,28.3%,1.7,1.0%,9.1,35%,50%,43%,arraelu01
Willians Astudillo,27,204,.298,79,.258,.111,2.0%,3.9%,2.5%,86.2,33.7%,29.0%,40.3%,21.0%,0.68,27.2%,57.6%,15.2%,-0.1,-0.2%,-5.7,41%,,35%,astudwi01
Tyler Austin,27,5,.381,138,1.000,.250,0.0%,60.0%,20.0%,103.9,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.1,0.1%,0.2,50%,,100%,austity01
José Berríos,25,5,.139,-33,,.000,0.0%,80.0%,20.0%,,,,,,,,,,0.0,0.0%,-0.6,100%,,,berrijo01
Byron Buxton,25,295,.354,115,.314,.251,3.4%,23.1%,6.4%,91.0,43.6%,28.6%,28.2%,27.2%,0.40,30.1%,58.3%,11.7%,0.8,0.4%,6.9,45%,82%,63%,buxtoby01
Jason Castro,32,275,.327,100,.307,.203,4.7%,32.0%,12.0%,92.2,50.0%,27.2%,35.8%,31.1%,0.56,35.1%,43.0%,21.9%,-0.6,-0.2%,-2.7,33%,,28%,castrja01
Jake Cave,26,228,.347,114,.358,.197,3.5%,31.1%,9.2%,90.7,44.8%,29.7%,52.3%,18.0%,1.10,34.4%,47.7%,18.0%,-0.2,0.0%,0.6,26%,,39%,caveja01
C.J. Cron,29,499,.333,104,.277,.216,5.0%,21.4%,5.8%,91.8,49.1%,26.6%,42.2%,23.8%,0.73,24.6%,58.4%,17.0%,-1.9,-0.9%,0.4,20%,,38%,croncj01
Nelson Cruz,38,521,.418,165,.351,.328,7.9%,25.1%,10.8%,94.5,55.4%,27.0%,40.5%,24.8%,0.68,24.9%,57.5%,17.5%,3.5,1.9%,48.2,25%,0%,21%,cruzne02
Mitch Garver,28,359,.410,158,.277,.357,8.6%,24.2%,11.4%,91.7,53.4%,19.0%,38.5%,35.0%,0.63,34.1%,50.0%,15.9%,1.0,0.4%,23.0,39%,,18%,garvemi01
Kyle Gibson,31,4,.348,128,,.000,0.0%,25.0%,25.0%,,,0.0%,0.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-0.5,0%,,100%,gibsoky01
Marwin Gonzalez,30,463,.315,91,.310,.151,3.2%,21.2%,6.7%,91.3,47.8%,28.7%,44.5%,20.4%,0.81,28.7%,57.3%,14.0%,1.0,0.7%,-3.9,28%,100%,29%,gonzama01
Max Kepler,26,596,.358,124,.244,.267,6.0%,16.6%,10.1%,90.7,47.2%,21.7%,35.9%,29.8%,0.56,46.0%,42.3%,11.7%,2.6,1.6%,24.5,38%,17%,37%,keplema01
