--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Fernando Abad,30,1,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,abadfe01
Oswaldo Arcia,25,114,.290,73,.340,.155,3.5%,40.4%,8.8%,86.0,39.6%,35.1%,38.6%,19.3%,0.65,32.1%,51.8%,16.1%,0.0,0.1%,-2.2,13%,,50%,arciaos01
James Beresford,27,24,.231,26,.313,.045,0.0%,25.0%,4.2%,77.8,7.1%,11.8%,76.5%,0.0%,4.33,29.4%,35.3%,35.3%,-0.2,0.0%,-2.6,0%,,,beresja01
José Berríos,22,1,.892,513,1.000,.000,0.0%,0.0%,0.0%,95.0,100.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,0.1,0%,,0%,berrijo01
Byron Buxton,22,331,.316,89,.329,.205,3.0%,35.7%,7.0%,89.3,36.4%,24.1%,32.1%,24.6%,0.55,28.6%,48.1%,23.2%,-1.6,-0.4%,-6.7,41%,83%,75%,buxtoby01
Juan Centeno,26,192,.315,91,.319,.131,1.6%,19.8%,6.3%,85.4,25.9%,29.1%,48.2%,14.9%,1.03,28.4%,56.0%,15.6%,0.4,0.0%,-0.1,23%,,28%,centeju01
Brian Dozier,29,691,.380,135,.280,.278,6.1%,20.0%,8.8%,88.5,41.6%,19.8%,36.0%,30.8%,0.57,34.9%,52.2%,12.9%,0.9,-0.2%,22.3,32%,90%,48%,doziebr01
Tyler Duffey,25,2,.000,-379,,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,duffety01
Eduardo Escobar,27,377,.269,60,.280,.102,1.6%,19.1%,5.6%,85.8,27.3%,25.4%,40.3%,24.4%,0.68,36.3%,44.5%,19.2%,-1.0,-0.1%,-10.3,26%,25%,48%,escobed01
Kyle Gibson,28,8,.087,-76,.000,.000,0.0%,62.5%,12.5%,60.1,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.2,0.0%,-1.6,100%,,0%,gibsoky01
Robbie Grossman,26,389,.367,131,.364,.163,2.8%,24.7%,14.1%,86.7,30.7%,29.2%,37.7%,26.3%,0.62,31.9%,49.8%,18.3%,1.0,0.0%,9.4,27%,40%,49%,grossro01
Phil Hughes,30,2,.000,-139,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.5,,,,hugheph01
Max Kepler,23,447,.325,98,.261,.189,3.8%,20.8%,9.4%,90.3,41.8%,23.6%,47.6%,22.3%,0.92,40.9%,44.2%,14.9%,-0.9,-0.1%,7.8,29%,75%,42%,keplema01
Darin Mastroianni,30,11,.148,-47,.000,.000,0.0%,36.4%,18.2%,66.3,0.0%,0.0%,80.0%,20.0%,4.00,0.0%,40.0%,60.0%,0.0,0.0%,-1.1,25%,100%,100%,mastrda01
Joe Mauer,33,576,.335,105,.301,.128,1.9%,16.2%,13.7%,90.1,45.6%,29.0%,52.4%,17.9%,1.10,24.3%,52.4%,23.3%,-0.6,-0.1%,7.8,29%,100%,38%,mauerjo01
Tommy Milone,29,2,.845,478,1.000,.000,0.0%,0.0%,0.0%,99.0,50.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.1,0.0%,0.6,0%,,0%,milonto01
John Ryan Murphy,25,90,.205,9,.175,.073,1.1%,21.1%,5.6%,88.3,35.1%,18.2%,36.4%,28.8%,0.62,19.7%,51.5%,28.8%,-1.2,-0.2%,-12.5,19%,,0%,murphjr01
Ricky Nolasco,33,3,.231,29,.000,.000,0.0%,33.3%,33.3%,95.2,100.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,0%,,,nolasri01
Eduardo Núñez,29,396,.346,107,.320,.143,3.0%,14.7%,3.8%,90.0,45.0%,20.9%,49.1%,19.7%,1.02,22.9%,51.7%,25.4%,0.6,0.1%,7.5,31%,82%,39%,nunezed02
Ryan O'Rourke,28,1,.000,-139,.000,.000,0.0%,0.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.2,,,,orourry01
ByungHo Park,29,244,.298,78,.230,.219,4.9%,32.8%,8.6%,89.0,47.6%,17.4%,41.3%,32.6%,0.70,27.0%,56.9%,16.1%,-1.3,-0.2%,-11.9,29%,100%,50%,parkby01
Trevor Plouffe,30,344,.316,91,.284,.160,3.5%,17.4%,5.5%,90.8,46.1%,23.2%,43.3%,22.4%,0.78,24.0%,55.0%,21.0%,0.6,0.1%,-0.4,25%,100%,31%,plouftr01
Jorge Polanco,22,270,.326,100,.328,.143,1.5%,17.0%,6.3%,87.1,29.8%,32.4%,33.3%,25.5%,0.51,32.8%,48.0%,19.1%,0.2,0.1%,4.3,24%,57%,32%,polanjo01
Eddie Rosario,24,354,.313,89,.338,.152,2.8%,25.7%,3.4%,87.6,35.2%,21.3%,46.2%,23.7%,0.89,33.5%,53.2%,13.3%,-1.5,-0.3%,-6.9,45%,71%,65%,rosared01
Miguel Sanó,23,495,.338,107,.329,.227,5.1%,36.0%,10.9%,93.0,54.7%,24.8%,35.5%,33.2%,0.55,25.0%,55.4%,19.6%,-0.4,0.0%,0.2,24%,100%,31%,sanomi01
Danny Santana,25,248,.258,54,.305,.086,0.8%,22.2%,4.8%,89.3,42.1%,22.8%,50.0%,14.4%,1.17,33.3%,46.9%,19.8%,-1.2,-0.2%,-17.3,36%,57%,59%,santada01
Ervin Santana,33,6,.000,-187,.000,.000,0.0%,50.0%,0.0%,71.5,0.0%,0.0%,66.7%,0.0%,,0.0%,66.7%,33.3%,-0.2,0.0%,-1.6,,,,santaer01
Logan Schafer,29,74,.298,78,.319,.079,0.0%,21.6%,10.8%,83.7,27.5%,22.9%,39.6%,20.8%,0.73,42.6%,40.4%,17.0%,-0.2,0.0%,-1.5,29%,,38%,schaflo01
Kurt Suzuki,32,373,.308,86,.276,.145,2.1%,12.9%,4.8%,87.5,34.2%,23.5%,40.1%,25.2%,0.69,25.1%,56.2%,18.7%,-1.3,-0.3%,-2.4,25%,,29%,suzukku01
Michael Tonkin,26,2,.000,-139,.000,.000,0.0%,50.0%,0.0%,,,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-0.6,,,,tonkimi01
Kennys Vargas,25,177,.356,121,.291,.270,5.7%,32.2%,13.6%,91.5,47.7%,18.8%,37.5%,35.4%,0.60,34.4%,46.9%,18.8%,-0.5,0.0%,-0.6,35%,,31%,vargake01
League Average,,,.326,99,.298,.165,3.2%,20.7%,8.0%,89.0,39.5%,24.9%,43.9%,22.3%,0.80,30.2%,50.3%,19.4%,,,,30%,72%,40%,-9999
Team Total,,6245,.324,97,.300,.171,3.2%,22.8%,8.2%,88.7,39.5%,24.1%,42.3%,24.2%,0.76,30.0%,51.0%,18.9%,-8.8,-1.8%,-21.5,29%,74%,43%,-9999
