--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Cody Allen,30,1,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,,,,allenco01
Jaime Barria,22,2,.000,-131,.000,.000,0.0%,50.0%,0.0%,77.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,barrija01
Anthony Bemboom,29,51,.121,-49,.138,.061,2.0%,37.3%,2.0%,81.2,18.5%,12.9%,35.5%,29.0%,0.61,32.3%,51.6%,16.1%,-0.6,0.0%,-9.3,20%,,50%,bemboan01
Justin Bour,31,170,.277,63,.196,.192,4.7%,30.6%,10.0%,89.9,46.7%,16.0%,48.0%,29.0%,0.92,36.0%,54.0%,10.0%,-0.9,-0.5%,-4.0,28%,,13%,bourju01
Peter Bourjos,32,46,.107,-63,.133,.023,0.0%,32.6%,2.2%,85.6,18.5%,13.3%,33.3%,46.7%,0.50,16.7%,43.3%,40.0%,-1.2,-0.6%,-10.2,44%,100%,50%,bourjpe01
Trevor Cahill,31,3,.295,76,.500,.000,0.0%,33.3%,0.0%,92.2,0.0%,50.0%,0.0%,50.0%,0.00,0.0%,100.0%,0.0%,-0.1,0.0%,-0.2,0%,,,cahiltr01
Kole Calhoun,31,632,.339,106,.265,.236,5.2%,25.6%,11.1%,89.8,45.5%,25.0%,40.8%,28.3%,0.70,40.3%,45.2%,14.5%,0.3,0.3%,-0.2,34%,80%,45%,calhoko01
Griffin Canning,23,2,.000,-131,.000,.000,0.0%,50.0%,0.0%,62.8,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,cannigr01
Kaleb Cowart,27,26,.209,10,.222,.120,0.0%,26.9%,3.9%,83.2,11.8%,27.8%,33.3%,22.2%,0.50,27.8%,44.4%,27.8%,-0.3,0.0%,-3.7,17%,100%,0%,cowarka01
Zack Cozart,33,107,.152,-25,.143,.021,0.0%,15.0%,4.7%,86.4,23.7%,26.2%,31.0%,27.4%,0.45,34.5%,53.6%,11.9%,-1.6,-0.8%,-14.5,19%,,0%,cozarza01
David Fletcher,25,653,.326,98,.317,.094,0.9%,9.8%,8.4%,83.8,18.4%,32.6%,43.8%,15.7%,0.79,29.1%,52.5%,18.4%,0.6,0.2%,5.2,35%,73%,27%,fletcda02
Dustin Garneau,31,82,.336,104,.286,.130,2.4%,22.0%,9.8%,83.2,29.3%,19.6%,41.2%,21.6%,0.70,35.3%,51.0%,13.7%,-0.3,-0.1%,-0.6,35%,,10%,garnedu01
Brian Goodwin,28,458,.340,107,.337,.208,3.7%,28.2%,8.3%,88.0,36.3%,29.9%,32.3%,29.2%,0.48,32.8%,51.6%,15.7%,0.2,0.1%,-2.1,36%,70%,40%,goodwbr01
Michael Hermosillo,24,46,.266,48,.278,.083,0.0%,41.3%,10.9%,91.5,58.8%,33.3%,22.2%,33.3%,0.31,33.3%,50.0%,16.7%,-0.2,0.0%,-1.4,47%,100%,60%,hermomi01
Tommy La Stella,30,321,.357,120,.282,.192,5.0%,8.7%,6.2%,88.7,34.3%,24.6%,45.5%,21.6%,0.85,33.6%,47.2%,19.2%,-0.1,0.0%,2.6,35%,,32%,lasteto01
Jonathan Lucroy,33,268,.293,75,.259,.129,2.6%,14.6%,7.8%,87.2,37.0%,23.5%,47.5%,22.5%,0.91,26.0%,57.4%,16.7%,-1.8,-0.7%,-13.6,28%,,18%,lucrojo01
Shohei Ohtani,24,425,.370,127,.354,.219,4.2%,25.9%,7.8%,93.4,50.4%,30.9%,49.6%,18.0%,0.99,25.9%,52.2%,21.9%,0.3,0.3%,9.6,26%,80%,46%,ohtansh01
Jarrett Parker,30,15,.139,-34,.000,.000,0.0%,53.3%,20.0%,93.0,50.0%,0.0%,50.0%,50.0%,1.00,25.0%,50.0%,25.0%,-0.2,-0.1%,-1.9,33%,,0%,parkeja03
Félix Peña,29,2,.000,-131,.000,.000,0.0%,0.0%,0.0%,87.2,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,0%,,,penafe01
César Puello,28,50,.488,212,.433,.293,6.0%,16.0%,6.0%,88.3,34.5%,21.2%,63.6%,15.2%,1.75,27.3%,57.6%,15.2%,0.6,0.2%,8.8,14%,,67%,puellce01
Albert Pujols,39,545,.320,92,.238,.185,4.2%,12.5%,7.9%,88.9,40.1%,16.9%,46.2%,26.7%,0.86,36.0%,50.7%,13.3%,0.1,-0.2%,3.0,22%,100%,27%,pujolal01
Luis Rengifo,22,406,.307,88,.300,.126,1.7%,22.9%,9.9%,87.0,32.4%,26.1%,48.1%,17.9%,0.94,30.2%,50.4%,19.4%,-0.7,-0.1%,-10.4,29%,29%,54%,rengilu01
Patrick Sandoval,22,2,.000,-131,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,sandopa02
Andrelton Simmons,29,424,.295,74,.277,.101,1.7%,8.7%,5.7%,88.5,37.7%,15.0%,54.8%,18.3%,1.22,32.7%,53.2%,14.1%,-1.6,-0.6%,-14.9,32%,83%,39%,simmoan01
Tyler Skaggs,27,3,.232,32,.000,.000,0.0%,33.3%,33.3%,95.6,100.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.1,0%,,0%,skaggty01
Kevan Smith,31,211,.313,87,.287,.141,2.4%,17.5%,7.6%,89.7,43.5%,30.3%,49.0%,19.4%,0.96,21.3%,51.6%,27.1%,-1.1,0.0%,-7.5,25%,100%,28%,smithke04
Max Stassi,28,49,.123,-45,.103,.000,0.0%,30.6%,10.2%,84.7,25.0%,13.8%,48.3%,10.3%,0.93,17.2%,82.8%,0.0%,-0.5,0.0%,-7.0,38%,,25%,stassma01
Chris Stratton,28,2,.000,-131,.000,.000,0.0%,0.0%,0.0%,87.2,0.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,-0.1,0.0%,-1.5,,,,stratch01
José Suarez,21,2,.000,-131,.000,.000,0.0%,50.0%,0.0%,83.1,0.0%,0.0%,100.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,,suarejo01
Matt Thaiss,24,164,.302,81,.264,.211,4.9%,31.7%,10.4%,89.1,45.6%,25.3%,37.9%,28.4%,0.62,45.3%,44.2%,10.5%,-0.4,0.2%,-6.0,23%,,30%,thaisma01
Wilfredo Tovar,27,88,.226,28,.235,.060,0.0%,17.1%,5.7%,87.3,33.3%,26.5%,54.4%,8.8%,1.19,16.2%,52.9%,30.9%,-0.5,0.0%,-5.9,21%,,0%,tovarwi01
Mike Trout,27,600,.444,181,.298,.353,7.5%,20.0%,18.3%,91.6,48.1%,29.4%,25.4%,36.2%,0.34,30.3%,52.1%,17.6%,5.1,1.8%,66.5,30%,85%,50%,troutmi01
Justin Upton,31,256,.313,89,.261,.201,4.7%,30.5%,12.5%,87.9,41.2%,23.3%,37.7%,25.3%,0.60,32.2%,50.7%,17.1%,-0.3,-0.2%,-2.3,33%,50%,58%,uptonju01
Jared Walsh,25,87,.260,51,.349,.127,1.2%,40.2%,6.9%,91.8,52.4%,31.8%,40.9%,22.7%,0.69,45.5%,36.4%,18.2%,0.1,0.0%,-2.3,22%,,13%,walshja01
Taylor Ward,25,48,.276,63,.389,.143,2.1%,47.9%,12.5%,93.6,62.5%,42.1%,36.8%,15.8%,0.58,31.6%,57.9%,10.5%,-0.4,-0.1%,-5.1,19%,,50%,wardta01
Kean Wong,24,4,.000,-131,.000,.000,0.0%,25.0%,0.0%,93.5,66.7%,0.0%,66.7%,33.3%,2.00,66.7%,0.0%,33.3%,-0.2,0.0%,-1.0,100%,,,wongke01
League Average,,,.328,99,.297,.185,3.7%,23.0%,8.5%,89.2,40.3%,25.2%,42.2%,24.0%,0.74,29.5%,52.5%,17.9%,,,,31%,72%,40%,-9999
Team Total,,6251,.324,96,.281,.175,3.5%,20.4%,9.4%,88.4,37.4%,25.1%,43.1%,23.4%,0.76,31.8%,51.1%,17.2%,-5.7,-0.8%,-32.3,30%,76%,37%,-9999
