--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jo Adell,22,140,.311,91,.298,.162,2.9%,22.9%,5.7%,85.8,32.0%,26.3%,46.5%,18.2%,0.88,27.3%,58.6%,14.1%,0.9,0.1%,7.8,35%,67%,50%,adelljo01
Jaime Barria,24,3,.000,-129,,.000,0.0%,100.0%,0.0%,,,,,,,,,,-0.1,0.0%,-0.7,,,,barrija01
Anthony Bemboom,31,28,.209,19,.353,.000,0.0%,35.7%,3.6%,79.6,11.8%,29.4%,52.9%,11.8%,1.29,41.2%,35.3%,23.5%,-0.3,-0.2%,-4.1,29%,,50%,bemboan01
Dylan Bundy,28,4,.223,28,1.000,.000,0.0%,75.0%,0.0%,91.4,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,-0.1,0.0%,-0.6,0%,,,bundydy01
Drew Butera,37,36,.091,-79,.176,.031,0.0%,44.4%,0.0%,73.6,10.0%,25.0%,15.0%,35.0%,0.23,20.0%,65.0%,15.0%,-0.4,-0.2%,-4.8,33%,,100%,buterdr01
Griffin Canning,25,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,0%,,,cannigr01
Alex Cobb,33,1,.000,-129,.000,.000,0.0%,0.0%,0.0%,80.1,0.0%,0.0%,0.0%,100.0%,0.00,100.0%,0.0%,0.0%,0.0,0.0%,-0.3,,,,cobbal01
Reid Detmers,21,2,.346,115,,.000,0.0%,50.0%,50.0%,,,,,,,,,,0.0,0.0%,-0.4,0%,,,detmere01
Adam Eaton,32,69,.223,26,.245,.077,1.5%,23.2%,2.9%,83.9,28.0%,24.0%,40.0%,30.0%,0.71,28.0%,42.0%,30.0%,-0.6,-0.1%,-8.0,27%,100%,50%,eatonad02
David Fletcher,27,665,.276,63,.287,.062,0.3%,9.0%,4.7%,81.5,15.8%,27.1%,47.6%,16.2%,0.94,21.5%,51.0%,27.6%,-1.4,0.2%,-16.4,37%,83%,51%,fletcda02
Dexter Fowler,35,21,.252,41,.357,.000,0.0%,28.6%,4.8%,86.7,42.9%,14.3%,35.7%,42.9%,0.56,42.9%,28.6%,28.6%,-0.2,-0.1%,-1.6,50%,100%,,fowlede01
Phil Gosselin,32,373,.301,83,.322,.101,1.9%,21.7%,6.4%,87.0,35.2%,22.3%,44.5%,26.8%,0.82,21.9%,57.0%,21.1%,-1.1,-0.3%,-2.3,30%,67%,43%,gosseph01
Junior Guerra,36,2,.000,-129,.000,.000,0.0%,50.0%,0.0%,74.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,guerrju02
Andrew Heaney,30,3,.528,244,1.000,.000,0.0%,33.3%,33.3%,94.1,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.1,0.0%,1.1,50%,,,heanean01
José Iglesias,31,447,.291,76,.291,.116,1.8%,14.8%,4.0%,85.8,30.4%,28.7%,42.9%,23.1%,0.75,24.0%,61.3%,14.8%,-1.6,-0.6%,-19.1,40%,71%,47%,iglesjo01
Jon Jay,36,14,.298,81,.417,.000,0.0%,14.3%,0.0%,83.2,8.3%,8.3%,83.3%,8.3%,5.00,33.3%,41.7%,25.0%,-0.3,-0.2%,-0.6,40%,,67%,jayjo02
Juan Lagares,32,327,.269,62,.294,.136,1.8%,23.2%,3.7%,87.8,43.0%,27.3%,42.9%,20.2%,0.81,26.1%,54.2%,19.7%,-0.5,-0.3%,-13.0,41%,33%,54%,lagarju01
Brandon Marsh,23,260,.300,80,.403,.102,0.8%,35.0%,7.7%,90.9,52.1%,33.3%,42.9%,21.1%,0.78,24.0%,56.2%,19.9%,-1.2,-0.1%,-8.3,31%,86%,60%,marshbr02
Jack Mayfield,30,255,.311,87,.255,.190,3.9%,22.8%,6.3%,83.6,28.0%,19.1%,37.1%,25.8%,0.62,29.2%,48.3%,22.5%,0.0,-0.1%,0.4,29%,100%,47%,mayfija01
Packy Naughton,25,1,.000,-129,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,naughpa01
Shohei Ohtani,26,639,.399,153,.303,.335,7.2%,29.6%,15.0%,92.9,53.7%,20.9%,38.6%,34.6%,0.64,38.3%,47.7%,14.0%,5.1,1.8%,52.4,30%,72%,41%,ohtansh01
Albert Pujols,41,92,.267,57,.176,.174,5.4%,14.1%,3.3%,90.5,41.1%,20.5%,38.4%,27.4%,0.62,31.5%,49.3%,19.2%,-0.2,-0.1%,-6.6,22%,100%,0%,pujolal01
Anthony Rendon,31,249,.318,95,.267,.143,2.4%,16.5%,11.7%,89.1,38.8%,22.5%,31.5%,34.8%,0.46,29.8%,51.1%,19.1%,-0.6,-0.2%,-2.1,24%,,32%,rendoan01
Luis Rengifo,24,190,.248,44,.220,.109,3.2%,20.0%,4.7%,84.5,27.1%,19.1%,46.1%,24.1%,0.92,26.2%,55.3%,18.4%,-1.3,-0.4%,-12.7,40%,100%,60%,rengilu01
Jose Rojas,28,184,.300,83,.259,.190,3.3%,27.2%,8.2%,89.8,44.1%,23.7%,34.7%,29.7%,0.55,32.2%,56.8%,11.0%,0.1,0.0%,-4.6,43%,67%,36%,rojasjo02
Patrick Sandoval,24,4,.223,28,.500,.000,0.0%,50.0%,0.0%,89.8,50.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,100%,,100%,sandopa02
Scott Schebler,30,34,.158,-17,.294,.088,0.0%,50.0%,0.0%,83.9,23.5%,23.5%,35.3%,23.5%,0.55,17.6%,58.8%,23.5%,-0.3,-0.2%,-5.3,50%,,50%,schebsc01
Max Stassi,30,319,.331,105,.325,.184,4.1%,31.7%,8.8%,89.9,42.8%,23.6%,45.1%,26.4%,0.82,27.5%,61.0%,11.5%,-0.6,0.1%,-1.4,35%,,25%,stassma01
José Suarez,23,1,.000,-129,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,suarejo01
Kurt Suzuki,37,247,.283,70,.250,.119,2.4%,17.8%,4.9%,84.7,27.5%,22.8%,42.8%,25.0%,0.77,40.6%,41.1%,18.3%,-1.1,-0.3%,-12.4,16%,,13%,suzukku01
Matt Thaiss,26,8,.198,11,.167,.000,0.0%,12.5%,12.5%,86.2,16.7%,33.3%,33.3%,16.7%,0.50,50.0%,50.0%,0.0%,-0.1,0.0%,-0.8,50%,,0%,thaisma01
Mike Trout,29,146,.450,189,.456,.291,5.5%,28.1%,18.5%,91.9,53.3%,25.0%,43.4%,26.3%,0.77,40.8%,47.4%,11.8%,0.8,0.5%,12.6,25%,100%,41%,troutmi01
Justin Upton,33,362,.309,88,.254,.198,4.7%,29.6%,10.8%,90.1,42.4%,17.3%,42.5%,31.3%,0.74,36.0%,49.5%,14.5%,-0.9,-0.4%,-8.9,33%,80%,37%,uptonju01
Jared Walsh,27,585,.359,124,.335,.232,5.0%,26.0%,8.2%,89.6,41.6%,24.9%,49.6%,19.7%,0.98,31.2%,56.2%,12.6%,3.0,0.8%,35.6,24%,67%,29%,walshja01
Taylor Ward,27,237,.342,113,.301,.188,3.4%,23.2%,8.4%,86.9,39.7%,26.9%,34.6%,29.5%,0.57,25.6%,49.4%,25.0%,-0.4,-0.3%,5.9,35%,50%,39%,wardta01
Tony Watson,36,1,.000,-129,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,watsoto01
Kean Wong,26,66,.177,-5,.233,.067,0.0%,25.8%,3.0%,75.1,14.9%,23.4%,38.3%,19.1%,0.86,23.9%,60.9%,15.2%,-0.7,-0.3%,-9.4,20%,0%,67%,wongke01
League Average,,,.320,99,.290,.168,3.3%,23.0%,8.5%,88.4,39.3%,23.8%,42.5%,25.8%,0.75,28.7%,53.6%,17.7%,,,,31%,77%,40%,-9999
Team Total,,6016,.312,90,.294,.162,3.2%,23.2%,7.7%,87.0,35.4%,24.3%,42.7%,24.6%,0.77,28.6%,53.0%,18.4%,-4.0,-0.9%,-29.5,32%,75%,41%,-9999
