--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Mike Trout,19,135,.319,97,.247,.171,3.7%,22.2%,6.7%,13.8%,39.4%,39.4%,0.66,24.5%,53.2%,22.3%,0.2,0.1%,0.2,43%,100%,46%,troutmi01
Mark Trumbo,25,573,.335,113,.274,.223,5.1%,20.9%,4.4%,15.6%,45.9%,28.6%,0.85,29.9%,56.6%,13.5%,0.4,0.0%,4.6,26%,69%,42%,trumbma01
Gil Velazquez,31,7,.388,152,.429,.000,0.0%,0.0%,0.0%,28.6%,14.3%,42.9%,0.17,0.0%,57.1%,42.9%,0.0,0.0%,0.8,0%,,,velazgi01
Jered Weaver,28,4,.000,-129,.000,.000,0.0%,25.0%,0.0%,33.3%,33.3%,0.0%,1.00,0.0%,66.7%,33.3%,-0.2,-0.2%,-1.5,,,,weaveje02
Vernon Wells,32,529,.298,86,.214,.194,4.7%,16.3%,3.8%,12.1%,39.6%,33.2%,0.65,33.7%,54.4%,11.9%,-1.5,-1.2%,-8.5,33%,69%,36%,wellsve01
Reggie Willits,30,28,.156,-25,.067,.045,0.0%,25.0%,14.3%,0.0%,52.9%,23.5%,1.50,35.3%,52.9%,11.8%,-0.1,-0.1%,-2.6,0%,,0%,willire03
Bobby Wilson,28,127,.229,40,.208,.099,0.8%,12.6%,7.9%,12.9%,39.6%,23.8%,0.71,29.7%,59.4%,10.9%,-0.8,-0.7%,-8.2,13%,0%,0%,wilsobo02
Brandon Wood,26,15,.219,24,.333,.071,0.0%,53.3%,0.0%,14.3%,28.6%,28.6%,0.50,57.1%,28.6%,14.3%,-0.3,-0.2%,-3.0,50%,,0%,woodbr01
League Average,,,.328,100,.294,.150,2.6%,18.2%,8.1%,17.9%,43.7%,28.8%,0.80,28.2%,55.0%,16.7%,,,,30%,72%,41%,-9999
Team Total,,6088,.322,103,.288,.149,2.6%,17.8%,7.3%,15.7%,43.4%,29.4%,0.81,27.3%,57.0%,15.8%,-3.2,-3.8%,-24.6,29%,72%,48%,-9999
