--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Kole Calhoun,29,654,.325,99,.284,.148,2.9%,20.5%,10.9%,88.9,39.3%,26.3%,44.2%,22.7%,0.80,34.7%,50.8%,14.5%,1.7,0.7%,3.5,29%,83%,46%,calhoko01
Jesse Chavez,33,6,.000,-181,,.000,0.0%,83.3%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.2,,,,chaveje01
Kaleb Cowart,25,117,.307,87,.282,.157,2.6%,23.9%,8.6%,84.9,31.9%,23.7%,47.4%,19.7%,0.97,27.6%,53.9%,18.4%,-0.2,-0.1%,-1.1,40%,67%,42%,cowarka01
C.J. Cron,27,373,.323,99,.296,.189,4.3%,25.7%,5.9%,89.4,42.2%,29.3%,33.3%,26.4%,0.50,30.9%,53.3%,15.9%,-0.5,-0.3%,0.8,24%,60%,24%,croncj01
Yunel Escobar,34,381,.320,99,.305,.123,1.8%,13.4%,7.6%,89.6,44.5%,23.1%,58.5%,17.1%,1.41,22.1%,60.9%,17.1%,-0.7,-0.3%,-4.6,30%,20%,38%,escobyu01
Danny Espinosa,30,254,.223,31,.233,.114,2.4%,35.8%,7.5%,86.7,32.2%,18.6%,40.7%,25.0%,0.77,37.1%,48.6%,14.3%,-1.7,-1.0%,-18.5,37%,38%,57%,espinda01
Ramón Flores,25,9,.099,-63,.125,.000,0.0%,11.1%,0.0%,81.1,25.0%,12.5%,62.5%,25.0%,1.67,75.0%,25.0%,0.0%,-0.1,0.0%,-1.1,0%,,,florera02
Nolan Fontana,26,23,.165,-7,.000,.150,4.4%,34.8%,13.0%,82.2,36.4%,16.7%,58.3%,25.0%,1.40,33.3%,66.7%,0.0%,-0.5,-0.2%,-3.8,0%,50%,0%,fontano01
Nick Franklin,26,30,.241,39,.143,.042,0.0%,10.0%,16.7%,81.9,23.5%,23.8%,47.6%,9.5%,0.91,52.4%,23.8%,23.8%,0.0,0.0%,-0.4,22%,,33%,frankni01
