--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Juan Graterol,28,87,.216,21,.233,.048,0.0%,14.9%,1.2%,81.4,17.7%,30.1%,49.3%,16.4%,0.97,21.9%,57.5%,20.5%,-0.5,-0.3%,-8.6,26%,,50%,grateju01
Martín Maldonado,30,471,.283,70,.273,.147,3.0%,25.3%,3.2%,84.7,36.1%,16.6%,46.7%,23.8%,0.97,29.2%,49.8%,21.0%,-3.4,-1.8%,-27.7,25%,0%,31%,maldoma01
Jefry Marte,26,145,.264,54,.200,.134,2.8%,23.5%,9.0%,85.0,31.3%,24.5%,46.8%,26.6%,0.88,44.7%,45.7%,9.6%,-0.8,-0.5%,-8.7,16%,100%,20%,marteje01
Cameron Maybin,30,387,.323,90,.289,.116,1.6%,20.2%,12.4%,87.7,38.1%,22.8%,57.5%,15.4%,1.38,23.9%,52.9%,23.2%,0.9,0.5%,-3.7,42%,85%,57%,maybica01
Alex Meyer,27,2,.446,186,1.000,.000,0.0%,50.0%,0.0%,70.8,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,0.0,0%,,,meyeral01
Ricky Nolasco,34,7,.199,9,.000,.000,0.0%,28.6%,28.6%,89.4,0.0%,33.3%,0.0%,66.7%,0.00,0.0%,33.3%,66.7%,0.0,0.0%,-0.4,0%,,0%,nolasri01
Cliff Pennington,33,217,.294,76,.333,.077,1.4%,26.7%,7.4%,86.8,28.7%,23.2%,40.8%,26.1%,0.72,23.9%,52.8%,23.2%,-0.5,-0.1%,-1.5,29%,75%,26%,pennicl01
Carlos Pérez,26,21,.165,-16,.077,.150,4.8%,28.6%,4.8%,80.2,30.0%,7.1%,42.9%,28.6%,0.86,35.7%,50.0%,14.3%,0.0,0.0%,-1.7,0%,,,perezca02
Brandon Phillips,36,105,.289,72,.286,.127,1.9%,15.2%,1.9%,84.3,25.6%,23.0%,42.5%,27.6%,0.76,19.5%,51.7%,28.7%,-0.4,-0.3%,-1.2,42%,100%,29%,phillbr01
César Puello,26,4,.317,11,.333,.000,0.0%,25.0%,0.0%,75.2,33.3%,33.3%,66.7%,0.0%,2.00,33.3%,66.7%,0.0%,0.1,0.0%,-0.3,0%,100%,,puellce01
Albert Pujols,37,636,.290,73,.249,.145,3.6%,14.6%,5.8%,89.4,43.3%,25.0%,43.5%,23.4%,0.77,33.1%,52.2%,14.7%,-0.9,-0.2%,-13.0,19%,100%,26%,pujolal01
JC Ramirez,28,3,.000,-134,.000,.000,0.0%,33.3%,0.0%,87.9,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-0.5,,,,ramirjc01
Ben Revere,29,308,.309,83,.296,.069,0.3%,8.1%,4.9%,82.5,14.2%,28.4%,56.0%,13.8%,1.29,24.6%,60.4%,14.9%,-0.1,-0.2%,-1.6,38%,78%,57%,reverbe01
Shane Robinson,32,35,.249,35,.222,.000,0.0%,14.3%,8.6%,80.0,16.7%,18.5%,51.9%,22.2%,1.08,18.5%,59.3%,22.2%,0.2,0.1%,-1.0,54%,100%,40%,robinsh01
Matt Shoemaker,30,2,.447,187,.000,.000,0.0%,50.0%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,0.0%,100.0%,0.0,0.0%,-0.4,,,0%,shoemma01
Andrelton Simmons,27,647,.333,104,.291,.143,2.2%,10.4%,7.3%,86.4,31.9%,22.8%,49.8%,19.6%,1.01,30.0%,54.3%,15.7%,0.5,-0.4%,0.6,32%,76%,51%,simmoan01
Tyler Skaggs,25,1,.000,-134,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,skaggty01
Mike Trout,25,507,.451,188,.318,.323,6.5%,17.8%,18.5%,89.3,44.1%,23.4%,37.7%,29.1%,0.60,27.8%,53.5%,18.7%,5.2,2.8%,53.1,31%,85%,58%,troutmi01
Justin Upton,29,115,.380,133,.293,.286,6.1%,28.7%,14.8%,86.5,36.7%,24.6%,40.0%,26.2%,0.67,26.2%,50.8%,23.1%,0.0,0.1%,2.1,35%,100%,90%,uptonju01
Luis Valbuena,31,401,.305,87,.210,.233,5.5%,26.4%,12.0%,88.1,38.0%,17.1%,38.2%,32.9%,0.62,33.3%,50.4%,16.3%,0.2,-0.1%,4.6,21%,0%,9%,valbulu01
Eric Young Jr.,32,125,.353,112,.333,.155,3.2%,24.8%,4.0%,85.0,34.3%,18.3%,54.9%,17.1%,1.41,32.9%,47.6%,19.5%,0.7,0.2%,4.6,43%,80%,47%,younger03
League Average,,,.330,100,.297,.173,3.4%,21.5%,8.5%,87.9,38.1%,25.2%,43.4%,22.8%,0.78,29.1%,52.7%,18.2%,,,,31%,73%,39%,-9999
Team Total,,6073,.316,92,.277,.155,3.1%,19.7%,8.6%,87.1,35.8%,23.3%,46.3%,22.5%,0.88,29.7%,53.0%,17.3%,-1.1,-1.8%,-32.0,30%,76%,42%,-9999
