--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jo Adell,23,285,.283,76,.338,.149,2.8%,37.5%,3.9%,87.1,37.7%,25.3%,40.1%,22.8%,0.68,34.8%,50.3%,14.9%,-1.7,-0.4%,-14.3,21%,67%,40%,adelljo01
Ryan Aguilar,27,26,.198,15,.333,.045,0.0%,53.9%,7.7%,93.3,33.3%,33.3%,22.2%,44.4%,0.29,44.4%,55.6%,0.0%,-0.1,0.0%,-2.7,33%,,0%,aguilry01
Matt Duffy,31,247,.279,74,.313,.061,0.8%,20.2%,6.9%,87.1,26.0%,25.3%,46.1%,25.8%,0.85,18.5%,51.1%,30.3%,-1.2,-0.4%,-8.8,16%,,39%,duffyma01
Steven Duggar,28,22,.166,-8,.167,.105,0.0%,59.1%,13.6%,92.0,33.3%,16.7%,33.3%,33.3%,0.50,33.3%,50.0%,16.7%,-0.4,0.0%,-2.8,75%,,33%,duggast01
David Fletcher,28,228,.280,73,.268,.079,0.9%,7.0%,3.1%,80.5,7.5%,31.7%,34.2%,20.3%,0.55,26.7%,50.0%,23.3%,-0.9,-0.4%,-6.7,28%,100%,25%,fletcda02
Mike Ford,29,99,.295,85,.290,.143,3.0%,26.3%,8.1%,87.3,30.8%,30.8%,26.2%,35.4%,0.35,33.8%,56.9%,9.2%,-0.6,0.0%,-6.2,19%,,0%,fordmi01
Phil Gosselin,33,53,.142,-26,.152,.039,0.0%,34.0%,1.9%,86.1,33.3%,15.2%,42.4%,27.3%,0.74,15.2%,66.7%,18.2%,-0.5,0.0%,-6.9,29%,,33%,gosseph01
Monte Harrison,26,14,.380,134,.500,.273,7.1%,57.1%,14.3%,103.0,100.0%,0.0%,66.7%,33.3%,2.00,0.0%,33.3%,66.7%,0.1,0.0%,1.1,80%,100%,100%,harrimo01
Juan Lagares,33,62,.201,17,.244,.067,0.0%,24.2%,3.2%,88.4,40.0%,33.3%,35.6%,24.4%,0.55,31.1%,55.6%,13.3%,-0.8,-0.4%,-8.4,29%,,50%,lagarju01
David MacKinnon,27,43,.247,50,.269,.000,0.0%,27.9%,11.6%,86.5,26.9%,26.9%,42.3%,23.1%,0.73,23.1%,50.0%,26.9%,0.0,0.0%,-2.3,0%,,,mackida01
Brandon Marsh,24,323,.284,75,.341,.127,2.5%,36.2%,6.8%,86.5,36.5%,22.7%,43.6%,28.7%,0.81,26.0%,54.7%,19.3%,-0.9,-0.4%,-0.7,31%,80%,50%,marshbr02
Jack Mayfield,31,74,.240,43,.231,.086,1.4%,23.0%,4.1%,84.5,24.5%,17.0%,45.3%,30.2%,0.83,24.5%,52.8%,22.6%,-0.5,-0.3%,-5.1,44%,100%,43%,mayfija01
Mickey Moniak,24,62,.277,69,.281,.217,4.8%,40.3%,1.6%,84.1,34.3%,22.9%,22.9%,34.3%,0.31,42.9%,40.0%,17.1%,-0.4,0.0%,-1.3,50%,100%,50%,moniami01
Logan O'Hoppe,22,16,.311,96,.364,.000,0.0%,18.8%,12.5%,84.3,9.1%,18.2%,45.5%,27.3%,0.83,18.2%,72.7%,9.1%,0.0,0.0%,0.4,17%,,0%,ohopplo01
Shohei Ohtani,27,666,.371,143,.320,.246,5.1%,24.2%,10.8%,92.7,49.9%,23.6%,42.5%,30.1%,0.75,30.1%,49.5%,20.3%,2.2,0.6%,31.9,28%,55%,40%,ohtansh01
Anthony Rendon,32,193,.317,99,.258,.151,2.6%,18.1%,11.9%,89.6,38.2%,26.3%,35.3%,30.1%,0.55,28.6%,55.6%,15.8%,0.4,0.3%,-0.3,17%,100%,40%,rendoan01
Luis Rengifo,25,511,.316,99,.285,.166,3.3%,15.5%,3.3%,86.6,33.6%,21.2%,47.7%,23.6%,0.92,32.8%,54.3%,12.9%,-1.9,-0.4%,-13.7,21%,75%,75%,rengilu01
Jose Rojas,29,57,.136,-31,.189,.036,0.0%,33.3%,0.0%,84.8,33.3%,18.9%,32.4%,16.2%,0.48,27.0%,54.1%,18.9%,-1.0,-0.2%,-8.9,11%,,0%,rojasjo02
Austin Romine,33,9,.225,26,.400,.000,0.0%,33.3%,0.0%,73.9,0.0%,16.7%,33.3%,16.7%,0.67,16.7%,66.7%,16.7%,-0.1,-0.1%,-1.5,0%,,,rominau01
Magneuris Sierra,26,96,.201,9,.227,.077,0.0%,26.0%,4.2%,77.8,16.4%,22.4%,44.8%,11.9%,1.03,40.3%,40.3%,19.4%,0.0,0.0%,-8.6,28%,86%,67%,sierrma01
Livan Soto,22,59,.418,179,.500,.182,1.7%,22.0%,3.4%,81.7,16.3%,29.5%,29.5%,29.5%,0.45,38.6%,45.5%,15.9%,0.6,0.0%,4.6,33%,50%,67%,sotoli01
Max Stassi,31,375,.259,59,.239,.123,2.4%,29.9%,10.1%,88.4,39.6%,14.8%,51.6%,25.6%,1.07,22.5%,59.5%,18.0%,-3.0,-0.3%,-20.3,25%,,29%,stassma01
Michael Stefanic,26,69,.235,41,.245,.033,0.0%,17.4%,7.3%,83.5,22.0%,20.0%,54.0%,20.0%,1.23,16.0%,60.0%,24.0%,-0.6,-0.1%,-7.5,25%,,33%,stefami01
Kurt Suzuki,38,159,.260,59,.194,.115,2.5%,18.2%,9.4%,84.8,26.5%,21.2%,29.2%,30.1%,0.42,33.6%,54.0%,12.4%,-0.3,0.0%,-5.0,16%,,20%,suzukku01
Matt Thaiss,27,81,.290,79,.295,.101,2.5%,29.6%,13.6%,88.5,37.0%,13.0%,56.5%,19.6%,1.30,32.6%,43.5%,23.9%,0.1,0.0%,-2.6,29%,100%,43%,thaisma01
Dillon Thomas,29,14,.214,26,.200,.000,0.0%,42.9%,14.3%,82.9,40.0%,0.0%,80.0%,20.0%,4.00,60.0%,20.0%,20.0%,0.0,0.0%,-1.1,20%,,0%,thomadi01
Mike Trout,30,499,.425,180,.323,.347,8.0%,27.9%,10.8%,91.5,50.8%,21.3%,25.0%,44.7%,0.33,30.7%,48.0%,21.3%,4.8,1.8%,42.1,31%,100%,48%,troutmi01
Andrew Velazquez,27,349,.261,52,.274,.109,2.6%,34.1%,4.3%,83.7,34.1%,20.3%,43.4%,24.5%,0.89,22.2%,58.5%,19.3%,-1.5,-1.2%,-9.2,36%,94%,31%,velazan01
Jonathan Villar,31,54,.211,19,.226,.061,1.9%,31.5%,7.4%,84.6,36.4%,15.2%,66.7%,9.1%,2.44,27.3%,57.6%,15.2%,-0.7,-0.1%,-4.6,46%,100%,100%,villajo01
Tyler Wade,27,163,.245,50,.274,.054,0.6%,20.3%,6.1%,75.8,16.0%,24.4%,32.8%,20.2%,0.67,29.4%,52.9%,17.6%,-0.9,-0.4%,-8.4,42%,62%,42%,wadety01
Chad Wallach,30,40,.225,33,.160,.114,2.5%,22.5%,10.0%,87.0,38.5%,25.9%,37.0%,33.3%,0.63,25.9%,55.6%,18.5%,-0.2,-0.2%,-2.7,25%,,0%,wallach01
Jared Walsh,28,454,.283,77,.281,.158,3.3%,30.4%,6.0%,89.6,42.5%,23.5%,45.3%,24.2%,0.84,36.1%,51.2%,12.6%,-1.8,0.2%,-14.8,24%,67%,39%,walshja01
Taylor Ward,28,564,.366,137,.325,.192,4.1%,21.3%,10.6%,89.9,42.9%,27.1%,35.5%,31.3%,0.55,26.3%,57.1%,16.6%,1.0,1.5%,19.1,28%,63%,50%,wardta01
Aaron Whitefield,25,11,.000,-129,.000,.000,0.0%,45.5%,0.0%,95.3,50.0%,33.3%,66.7%,0.0%,2.00,50.0%,50.0%,0.0%,-0.2,-0.2%,-2.4,,,,whiteaa01
League Average,,,.312,99,.289,.148,2.8%,22.2%,8.0%,88.2,38.6%,23.9%,42.5%,25.5%,0.75,29.1%,52.3%,18.7%,,,,30%,75%,41%,-9999
Team Total,,5977,.305,92,.289,.157,3.2%,25.8%,7.5%,87.3,35.9%,23.2%,40.4%,27.4%,0.70,29.0%,53.0%,18.0%,-11.2,-1.0%,-78.5,27%,74%,41%,-9999
