--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Ryan Jackson,27,14,.069,-155,.000,.000,0.0%,35.7%,7.1%,69.2,0.0%,0.0%,37.5%,0.0%,,12.5%,62.5%,25.0%,-0.2,-0.2%,-2.5,0%,,,jacksry02
Matt Joyce,30,284,.260,62,.215,.117,1.8%,23.6%,10.6%,85.9,30.9%,25.1%,42.1%,21.9%,0.73,36.6%,52.5%,10.9%,-1.2,-0.8%,-15.5,17%,0%,27%,joycema01
Marc Krauss,27,38,.244,47,.174,.143,2.6%,29.0%,7.9%,88.2,28.6%,29.2%,25.0%,33.3%,0.33,33.3%,45.8%,20.8%,0.1,0.1%,-0.7,14%,,,krausma01
Kyle Kubitza,24,39,.211,23,.333,.000,0.0%,38.5%,7.7%,86.3,26.3%,28.6%,47.6%,9.5%,1.00,52.4%,38.1%,9.5%,-0.4,-0.3%,-3.1,46%,,50%,kubitky01
Alfredo Marte,26,8,.388,154,.400,.000,0.0%,12.5%,12.5%,82.7,50.0%,0.0%,80.0%,20.0%,4.00,20.0%,40.0%,40.0%,0.0,0.0%,-0.2,0%,,,marteal01
David Murphy,33,162,.289,83,.275,.135,3.1%,12.4%,2.5%,87.8,35.8%,22.1%,53.7%,16.9%,1.16,35.3%,47.8%,16.9%,0.1,0.1%,-1.0,28%,0%,62%,murphda07
Efren Navarro,29,88,.247,57,.313,.048,0.0%,18.2%,5.7%,87.4,33.3%,25.4%,56.7%,9.0%,1.31,32.8%,49.3%,17.9%,-0.7,-0.7%,-5.2,32%,0%,67%,navaref01
Kirk Nieuwenhuis,27,24,.216,41,.231,.091,0.0%,37.5%,8.3%,91.2,50.0%,23.1%,53.8%,23.1%,1.17,30.8%,61.5%,7.7%,-0.4,-0.3%,-3.0,50%,0%,0%,nieuwki01
Carlos Pérez,24,283,.301,88,.292,.096,1.4%,17.3%,6.7%,86.6,27.7%,28.8%,42.3%,19.1%,0.75,25.1%,55.8%,19.1%,0.1,0.4%,-5.0,20%,100%,32%,perezca02
Albert Pujols,35,661,.338,117,.217,.236,6.1%,10.9%,7.6%,91.7,43.3%,23.6%,43.0%,25.5%,0.75,27.2%,55.5%,17.3%,0.4,-0.3%,7.9,28%,63%,42%,pujolal01
Cory Rasmus,27,1,.000,-133,.000,.000,0.0%,0.0%,0.0%,93.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,rasmuco02
Daniel Robertson,29,80,.270,65,.309,.027,0.0%,8.8%,2.5%,86.1,29.6%,26.8%,49.3%,11.3%,1.06,23.9%,53.5%,22.5%,0.0,0.0%,-1.7,37%,,46%,roberda09
Héctor Santiago,27,5,.179,-1,.500,.000,0.0%,60.0%,0.0%,60.3,0.0%,50.0%,0.0%,0.0%,0.00,0.0%,50.0%,50.0%,-0.1,-0.1%,-0.7,0%,,,santihe01
Matt Shoemaker,28,2,.345,122,.000,.000,0.0%,0.0%,50.0%,,,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,0.0,0%,,,shoemma01
Mike Trout,23,682,.419,179,.344,.290,6.0%,23.2%,13.5%,93.5,52.6%,37.2%,37.9%,20.9%,0.61,24.2%,49.5%,26.3%,5.0,4.3%,50.8,27%,61%,65%,troutmi01
Shane Victorino,34,98,.260,54,.265,.071,0.0%,18.4%,7.1%,84.4,22.6%,25.7%,38.6%,15.7%,0.68,27.1%,47.1%,25.7%,-0.5,-0.4%,-7.2,31%,100%,38%,victosh01
Jered Weaver,32,2,.000,-133,.000,.000,0.0%,50.0%,0.0%,81.8,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.3,,,,weaveje02
C.J. Wilson,34,6,.298,87,.400,.000,0.0%,16.7%,0.0%,91.1,50.0%,0.0%,80.0%,20.0%,4.00,40.0%,60.0%,0.0%,-0.1,0.0%,-0.8,0%,,,wilsocj01
League Average,,,.323,99,.295,.157,2.9%,19.9%,7.7%,88.7,38.7%,25.7%,44.6%,20.9%,0.83,29.1%,52.3%,18.6%,,,,30%,69%,38%,-9999
Team Total,,5990,.311,97,.280,.150,2.9%,19.2%,7.3%,88.2,35.1%,27.1%,45.1%,19.3%,0.85,27.6%,52.4%,20.1%,-0.6,-0.3%,-13.1,28%,60%,44%,-9999
