--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Albert Almora,24,479,.312,85,.337,.092,1.0%,17.3%,5.0%,86.5,30.0%,23.8%,49.9%,17.1%,1.04,21.7%,54.7%,23.6%,-0.8,-0.9%,-9.1,38%,25%,46%,almoral01
Javier Baez,25,645,.385,136,.347,.264,5.3%,25.9%,4.5%,91.0,49.7%,23.6%,45.0%,22.1%,0.85,23.9%,55.9%,20.3%,3.1,2.2%,31.6,38%,70%,63%,baezja01
David Bote,25,210,.321,94,.314,.168,2.9%,28.6%,9.1%,95.5,63.1%,22.8%,58.3%,15.7%,1.40,22.0%,55.1%,22.8%,1.6,1.8%,4.5,27%,43%,42%,boteda01
Kris Bryant,26,457,.362,122,.342,.188,2.8%,23.4%,10.5%,86.1,35.1%,27.4%,35.4%,28.1%,0.55,34.4%,50.9%,14.7%,0.8,0.2%,15.1,29%,33%,45%,bryankr01
Eddie Butler,27,3,.231,24,.000,.000,0.0%,0.0%,33.3%,84.5,0.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.1,0.0%,0.2,0%,,0%,butleed01
Victor Caratini,24,200,.282,60,.290,.072,1.0%,21.0%,6.0%,88.5,40.3%,24.6%,52.8%,15.5%,1.15,25.4%,62.7%,12.0%,-1.0,-0.8%,-3.6,34%,,46%,caratvi01
Tyler Chatwood,28,32,.165,-53,.211,.000,0.0%,18.8%,3.1%,84.1,12.5%,24.0%,44.0%,4.0%,1.38,8.0%,52.0%,40.0%,-0.6,-0.4%,-4.9,50%,,50%,chatwty01
Steve Cishek,32,6,.134,-48,.250,.000,0.0%,33.3%,0.0%,95.3,33.3%,0.0%,75.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,100%,,,cishest01
Willson Contreras,26,544,.330,95,.313,.141,1.8%,22.2%,9.7%,88.5,38.6%,22.4%,51.0%,17.9%,1.10,28.0%,51.8%,20.2%,-2.1,-2.6%,-5.1,23%,80%,39%,contrwi01
Yu Darvish,31,14,.104,-97,.200,.083,0.0%,50.0%,0.0%,87.7,20.0%,14.3%,42.9%,14.3%,1.50,14.3%,42.9%,42.9%,-0.4,-0.2%,-3.5,0%,,,darviyu01
Taylor Davis,28,6,.300,74,.400,.000,0.0%,16.7%,0.0%,85.0,40.0%,20.0%,60.0%,0.0%,1.50,0.0%,60.0%,40.0%,0.1,0.1%,-0.5,0%,,,davista01
Brian Duensing,35,2,.346,108,,.000,0.0%,50.0%,50.0%,,,,,,,,,,0.0,0.0%,0.1,100%,,0%,duensbr01
Luke Farrell,27,5,.000,-207,.000,.000,0.0%,60.0%,0.0%,92.1,0.0%,0.0%,50.0%,0.0%,,0.0%,100.0%,0.0%,-0.3,-0.2%,-1.4,,,,farrelu01
Mike Freeman,30,1,,,,,0.0%,0.0%,0.0%,32.3,0.0%,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,freemmi01
Chris Gimenez,35,32,.235,21,.182,.000,0.0%,21.9%,9.4%,86.2,23.5%,9.1%,54.5%,18.2%,1.33,45.5%,50.0%,4.5%,-0.4,-0.4%,-3.7,14%,100%,0%,gimench01
Terrance Gore,27,5,.478,-11,.250,.000,0.0%,20.0%,0.0%,92.4,50.0%,0.0%,50.0%,0.0%,2.00,25.0%,50.0%,25.0%,0.0,0.0%,0.0,56%,100%,67%,gorete01
Cole Hamels,34,25,.185,-15,.200,.130,4.0%,48.0%,4.0%,84.3,30.0%,8.3%,58.3%,16.7%,1.75,25.0%,75.0%,0.0%,-0.3,-0.3%,-3.9,0%,,0%,hamelco01
Justin Hancock,27,2,.000,-145,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-1.0,,,,hancoju01
Ian Happ,23,462,.342,105,.362,.176,3.3%,36.2%,15.2%,91.1,46.6%,27.5%,40.5%,24.8%,0.68,28.4%,53.2%,18.5%,0.8,1.0%,9.7,28%,67%,55%,happia01
Kyle Hendricks,28,66,.086,-94,.138,.017,0.0%,47.0%,3.0%,81.0,20.0%,9.1%,54.5%,9.1%,1.64,18.2%,48.5%,33.3%,-1.1,-0.9%,-12.9,17%,,33%,hendrky01
Jason Heyward,28,489,.326,93,.297,.125,1.6%,12.3%,8.6%,89.1,45.2%,25.0%,47.4%,17.2%,0.91,35.9%,46.4%,17.7%,0.9,0.6%,13.9,38%,50%,51%,heywaja01
Brandon Kintzler,33,1,.000,-145,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,kintzbr01
Tommy La Stella,29,192,.304,79,.312,.065,0.5%,14.1%,8.9%,86.5,28.7%,30.3%,52.8%,9.9%,1.12,36.6%,50.0%,13.4%,-0.5,-0.8%,2.3,35%,0%,44%,lasteto01
Jon Lester,34,65,.157,-44,.167,.051,1.5%,33.9%,0.0%,86.9,43.8%,14.0%,53.5%,7.0%,2.30,20.9%,72.1%,7.0%,-0.7,-0.6%,-11.5,50%,,33%,lestejo01
Alec Mills,26,5,.180,-14,.333,.000,0.0%,40.0%,0.0%,80.7,0.0%,33.3%,33.3%,0.0%,1.00,0.0%,66.7%,33.3%,0.0,0.0%,-0.6,0%,,,millsal02
Mike Montgomery,28,35,.100,-77,.231,.000,0.0%,57.1%,2.9%,78.5,9.1%,21.4%,71.4%,0.0%,3.33,21.4%,71.4%,7.1%,-0.7,-0.7%,-8.6,20%,,0%,montgmi01
Brandon Morrow,33,1,.000,-145,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.6,,,,morrobr01
Daniel Murphy,33,146,.353,111,.318,.174,4.1%,15.8%,4.8%,88.3,34.0%,30.2%,35.3%,27.6%,0.55,23.3%,44.8%,31.9%,0.5,0.0%,3.3,41%,100%,37%,murphda08
Efren Navarro,32,6,.134,-48,.500,.000,0.0%,66.7%,0.0%,95.2,100.0%,50.0%,50.0%,0.0%,1.00,0.0%,0.0%,100.0%,0.0,0.0%,-1.7,0%,,,navaref01
James Norwood,24,3,.000,-145,.000,.000,0.0%,33.3%,0.0%,96.6,50.0%,0.0%,100.0%,0.0%,,0.0%,50.0%,50.0%,0.0,0.0%,-1.7,,,,norwoja01
Jose Quintana,29,58,.069,-117,.154,.000,0.0%,44.8%,0.0%,79.5,21.1%,12.5%,62.5%,0.0%,5.00,9.4%,50.0%,40.6%,-1.2,-1.1%,-13.2,0%,,0%,quintjo01
Anthony Rizzo,28,665,.367,124,.287,.187,3.8%,12.0%,10.5%,90.6,43.6%,28.7%,38.4%,25.1%,0.63,36.4%,50.7%,12.9%,3.1,2.8%,29.7,22%,60%,34%,rizzoan01
Randy Rosario,24,2,.796,437,1.000,.000,0.0%,0.0%,50.0%,104.0,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.1,0.1%,1.2,50%,,0%,rosarra01
Addison Russell,24,465,.303,75,.314,.090,1.1%,21.3%,8.6%,86.8,30.0%,30.2%,42.6%,19.1%,0.75,18.5%,56.5%,25.0%,-1.7,-1.4%,-6.0,32%,100%,59%,russead02
