--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
David Bote,29,127,.326,105,.382,.172,3.2%,35.4%,4.7%,92.4,56.3%,30.6%,48.6%,12.5%,0.95,26.8%,54.9%,18.3%,0.1,0.0%,0.3,30%,100%,25%,boteda01
Willson Contreras,30,487,.368,136,.270,.224,4.5%,21.2%,9.2%,90.4,48.9%,20.3%,51.1%,22.9%,1.05,29.5%,48.9%,21.6%,0.0,-0.2%,4.6,29%,67%,38%,contrwi01
Narciso Crook,26,9,.239,44,.333,.125,0.0%,33.3%,0.0%,97.5,50.0%,33.3%,50.0%,16.7%,1.00,33.3%,66.7%,0.0%,-0.1,0.0%,-1.2,50%,,0%,crookna01
Jackson Frazier,27,45,.331,106,.308,.081,0.0%,24.4%,15.6%,83.3,30.8%,19.2%,46.2%,19.2%,0.92,30.8%,57.7%,11.5%,0.0,0.0%,-1.0,22%,100%,0%,frazicl01
Yan Gomes,34,293,.282,74,.252,.130,2.7%,16.0%,2.7%,85.1,29.3%,26.8%,46.0%,21.3%,0.86,29.8%,54.0%,16.2%,-2.0,-0.5%,-17.8,22%,100%,25%,gomesya01
Ian Happ,27,641,.345,120,.336,.169,2.7%,23.2%,9.1%,89.6,40.6%,22.0%,47.2%,24.8%,0.90,32.9%,48.8%,18.2%,-2.1,0.2%,-2.3,27%,69%,41%,happia01
Michael Hermosillo,27,73,.221,28,.206,.033,0.0%,37.0%,9.6%,85.4,31.4%,28.6%,34.3%,22.9%,0.55,22.9%,60.0%,17.1%,-0.3,-0.1%,-4.6,37%,100%,56%,hermomi01
Jason Heyward,32,151,.259,57,.260,.073,0.7%,21.2%,7.3%,87.6,38.1%,21.0%,45.7%,21.0%,0.84,45.7%,42.9%,11.4%,-1.3,-0.4%,-8.4,34%,100%,44%,heywaja01
P.J. Higgins,29,229,.309,94,.290,.154,2.6%,25.3%,9.6%,83.8,25.5%,27.2%,41.5%,21.1%,0.76,25.2%,49.7%,25.2%,-0.2,0.1%,2.9,26%,,29%,higgipj01
Nico Hoerner,25,517,.334,107,.300,.129,1.9%,11.0%,5.4%,87.1,33.8%,23.5%,46.2%,24.2%,0.86,23.2%,52.3%,24.4%,0.3,0.1%,6.1,31%,91%,41%,hoernni01
Nick Madrigal,25,228,.275,69,.286,.033,0.0%,11.8%,6.1%,85.1,24.6%,23.9%,60.9%,9.8%,1.62,19.6%,57.6%,22.8%,-0.7,-0.6%,-12.1,28%,75%,50%,madrini01
Zach McKinstry,27,171,.290,73,.272,.155,2.3%,28.1%,7.6%,84.8,29.4%,30.3%,36.7%,25.7%,0.61,32.1%,45.9%,22.0%,-0.2,0.0%,-5.2,30%,100%,69%,mckinza01
Christopher Morel,23,425,.327,109,.320,.198,3.8%,32.2%,8.9%,87.9,40.3%,18.2%,49.0%,24.3%,1.02,30.8%,54.3%,15.0%,-0.5,0.0%,-1.4,33%,59%,59%,morelch01
Rafael Ortega,31,371,.304,92,.285,.117,1.9%,20.0%,11.9%,86.6,33.7%,24.8%,33.2%,33.2%,0.51,33.6%,47.6%,18.8%,-0.7,-0.2%,-7.9,24%,63%,55%,ortegra01
Esteban Quiroz,30,47,.297,90,.355,.000,0.0%,19.2%,8.5%,78.1,28.1%,25.0%,43.8%,18.8%,0.88,31.3%,40.6%,28.1%,0.4,0.0%,1.9,18%,50%,50%,quiroes01
Franmil Reyes,26,193,.309,96,.305,.154,2.6%,27.5%,8.3%,91.7,43.9%,21.1%,50.4%,25.2%,1.02,27.6%,47.2%,25.2%,-0.3,0.0%,-2.3,26%,0%,36%,reyesfr01
Alfonso Rivas,25,287,.288,76,.344,.072,1.1%,30.3%,10.1%,85.8,35.8%,26.3%,49.7%,19.2%,1.04,29.9%,49.1%,21.0%,-1.3,-0.1%,-0.5,27%,86%,44%,rivasal01
David Robertson,37,1,.000,-128,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,roberda08
Frank Schwindel,30,292,.280,73,.261,.129,2.7%,19.9%,6.5%,88.1,35.7%,23.3%,47.4%,21.9%,0.90,33.5%,49.3%,17.2%,-2.0,-0.5%,-11.7,21%,,22%,schwifr01
Andrelton Simmons,32,85,.215,15,.210,.013,0.0%,15.3%,8.2%,79.2,11.1%,12.3%,61.5%,10.8%,1.82,29.2%,60.0%,10.8%,-1.1,-0.3%,-9.3,36%,100%,50%,simmoan01
Seiya Suzuki,27,446,.350,124,.326,.171,3.1%,24.7%,9.4%,89.6,41.6%,27.2%,40.7%,25.5%,0.69,16.6%,54.8%,28.6%,0.8,0.3%,4.2,29%,64%,54%,suzukse01
Ildemaro Vargas,30,26,.289,80,.100,.217,3.9%,7.7%,11.5%,90.6,38.1%,14.3%,57.1%,23.8%,1.33,38.1%,57.1%,4.8%,-0.1,0.0%,-0.4,50%,,100%,vargail01
Nelson Velázquez,23,206,.296,84,.281,.168,2.9%,31.6%,9.2%,89.2,43.6%,20.0%,43.3%,29.2%,0.76,30.0%,54.2%,15.8%,-1.0,0.0%,-2.0,24%,71%,64%,velazne01
Jonathan Villar,31,166,.288,73,.288,.105,1.2%,25.3%,6.6%,89.7,43.1%,20.4%,57.5%,20.4%,1.38,23.9%,58.4%,17.7%,0.0,-0.1%,-1.7,38%,100%,44%,villajo01
Patrick Wisdom,30,534,.316,99,.274,.220,4.7%,34.3%,9.9%,90.3,46.7%,20.4%,34.3%,31.8%,0.53,35.3%,50.2%,14.5%,1.1,0.0%,-5.6,31%,67%,49%,wisdopa01
Jared Young,26,22,.338,107,.417,.105,0.0%,31.8%,13.6%,90.7,50.0%,33.3%,33.3%,25.0%,0.50,33.3%,41.7%,25.0%,-0.1,0.0%,-1.3,25%,100%,0%,youngja02
League Average,,,.318,100,.291,.155,2.9%,22.7%,8.5%,87.9,38.3%,23.4%,43.1%,25.8%,0.77,29.9%,51.8%,18.3%,,,,30%,75%,41%,-9999
Team Total,,6072,.314,97,.294,.148,2.6%,23.9%,8.4%,87.8,37.7%,23.2%,45.8%,23.6%,0.86,28.9%,51.3%,19.7%,-11.4,-2.3%,-76.8,29%,75%,44%,-9999
