--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Arismendy Alcantara,22,300,.271,60,.266,.162,3.3%,31.0%,5.7%,17.0%,50.5%,21.3%,1.07,35.3%,50.8%,13.9%,-1.1,0.0%,-11.0,32%,62%,50%,alcanar01
Jake Arrieta,28,47,.222,11,.304,.103,0.0%,34.0%,4.3%,17.2%,27.6%,10.3%,0.73,10.3%,69.0%,20.7%,-0.5,-0.1%,-5.0,33%,,0%,arrieja01
Javier Baez,21,229,.255,44,.248,.155,3.9%,41.5%,6.6%,14.4%,43.2%,28.0%,0.77,34.7%,50.8%,14.4%,-0.9,0.0%,-12.4,37%,83%,67%,baezja01
John Baker,33,208,.231,26,.278,.038,0.0%,27.9%,9.1%,29.5%,47.3%,16.3%,0.95,23.0%,53.2%,23.8%,-1.2,-0.2%,-9.7,16%,,17%,bakerjo01
Darwin Barney,28,217,.273,58,.262,.098,0.9%,14.3%,4.2%,27.8%,40.3%,23.9%,0.69,32.2%,55.7%,12.1%,-1.3,-0.4%,-5.5,29%,100%,29%,barneda01
Dallas Beeler,25,4,.227,26,.500,.000,0.0%,50.0%,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,-0.1,0.0%,-1.0,0%,,,beeleda01
Emilio Bonifacio,29,298,.316,90,.333,.094,0.7%,16.4%,5.4%,21.5%,50.2%,16.7%,1.18,20.7%,54.2%,25.1%,-0.3,-0.1%,1.8,36%,70%,48%,bonifem01
Welington Castillo,27,417,.316,92,.288,.153,3.1%,24.5%,6.2%,25.9%,39.7%,24.8%,0.67,30.7%,53.6%,15.7%,-1.1,-0.4%,-4.3,14%,,15%,castiwe01
Starlin Castro,24,569,.343,114,.337,.146,2.5%,17.6%,6.2%,27.7%,46.0%,19.5%,0.85,28.6%,57.9%,13.5%,0.2,-0.1%,9.1,25%,50%,27%,castrst01
Chris Coghlan,29,432,.356,123,.337,.169,2.1%,18.8%,9.0%,29.8%,43.0%,20.1%,0.77,31.0%,51.3%,17.6%,1.6,0.0%,11.3,29%,64%,56%,coghlch01
Felix Doubront,26,8,.187,-4,.500,.000,0.0%,62.5%,12.5%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.0,0%,,100%,doubrfe01
Justin Grimm,25,2,.000,-144,,.000,0.0%,100.0%,0.0%,,,,,,,,0.0,0.0%,-0.4,,,,grimmju01
Jason Hammel,31,39,.145,-46,.238,.000,0.0%,35.9%,2.6%,20.8%,41.7%,4.2%,1.43,29.2%,58.3%,12.5%,-0.4,-0.1%,-5.9,33%,,0%,hammeja01
Kyle Hendricks,24,30,.174,-27,.231,.000,0.0%,36.7%,10.0%,0.0%,43.8%,18.8%,1.75,12.5%,75.0%,12.5%,-0.5,0.0%,-4.0,17%,,50%,hendrky01
Edwin Jackson,30,44,.200,-3,.368,.050,0.0%,47.7%,0.0%,26.1%,21.7%,17.4%,0.38,26.1%,56.5%,17.4%,-0.4,-0.1%,-4.8,25%,,0%,jacksed01
Eric Jokisch,24,5,.000,-306,.000,.000,0.0%,20.0%,0.0%,0.0%,50.0%,0.0%,,0.0%,50.0%,50.0%,-0.1,0.0%,-1.2,,,,jokiser01
Ryan Kalish,26,130,.302,83,.323,.099,0.0%,21.5%,6.2%,19.1%,58.5%,16.0%,1.57,28.0%,53.8%,18.3%,-0.8,-0.4%,-5.5,34%,60%,62%,kalisry01
Junior Lake,24,326,.266,55,.293,.140,2.8%,33.7%,4.3%,18.9%,40.8%,26.9%,0.76,27.9%,54.7%,17.4%,-1.8,-0.2%,-14.0,29%,70%,59%,lakeju01
Rafael Lopez,26,14,.228,27,.250,.000,0.0%,28.6%,14.3%,12.5%,50.0%,37.5%,1.00,25.0%,62.5%,12.5%,0.0,0.0%,-0.7,0%,,0%,lopezra02
Mike Olt,25,258,.276,64,.203,.196,4.7%,38.8%,9.7%,22.3%,38.5%,29.2%,0.63,30.2%,49.6%,20.2%,-1.1,-0.2%,-8.7,21%,0%,27%,oltmi01
Anthony Rizzo,24,616,.402,158,.311,.240,5.2%,18.8%,11.9%,27.4%,36.4%,26.0%,0.58,34.9%,49.9%,15.2%,4.0,0.5%,35.7,28%,56%,34%,rizzoan01
Justin Ruggiano,32,250,.335,111,.375,.147,2.4%,28.0%,7.2%,27.7%,41.5%,23.3%,0.73,29.9%,49.7%,20.4%,-0.2,0.0%,2.5,30%,33%,33%,ruggiju01
Chris Rusin,27,3,.000,-144,.000,.000,0.0%,33.3%,0.0%,0.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-0.4,,,,rusinch01
Jeff Samardzija,29,38,.182,-13,.231,.088,0.0%,26.3%,0.0%,17.9%,28.6%,28.6%,0.50,17.9%,60.7%,21.4%,-0.4,-0.2%,-3.7,50%,,0%,samarje01
Nate Schierholtz,30,341,.246,42,.228,.109,1.8%,22.3%,5.3%,23.5%,37.4%,28.8%,0.61,32.0%,48.5%,19.5%,-3.0,-0.6%,-18.0,30%,50%,44%,schiena01
Brian Schlitter,28,1,.908,536,1.000,.000,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,0.4,0%,,,schlibr01
Jorge Soler,22,97,.408,159,.339,.281,5.2%,24.7%,6.2%,19.4%,53.7%,20.9%,1.16,32.8%,44.8%,22.4%,0.4,0.0%,6.9,22%,100%,75%,solerjo01
Dan Straily,25,2,.345,114,,.000,0.0%,50.0%,50.0%,,,,,,,,0.0,0.0%,0.1,0%,,,straida01
Ryan Sweeney,29,226,.302,82,.285,.087,1.3%,14.6%,6.6%,29.4%,48.0%,14.1%,0.94,32.4%,51.4%,16.2%,-0.3,-0.3%,0.5,29%,,45%,sweenry01
Matt Szczur,24,66,.280,65,.245,.129,3.0%,16.7%,6.1%,19.6%,47.1%,15.7%,0.92,34.7%,49.0%,16.3%,-0.3,0.0%,-2.3,22%,,60%,szczuma01
Jacob Turner,23,10,.091,-76,.333,.000,0.0%,70.0%,0.0%,0.0%,100.0%,0.0%,,33.3%,33.3%,33.3%,-0.1,0.0%,-1.8,0%,,0%,turneja01
Chris Valaika,28,131,.285,68,.298,.107,2.3%,26.7%,5.3%,21.8%,51.7%,21.8%,1.07,24.4%,59.3%,16.3%,0.0,0.0%,0.4,21%,100%,25%,valaich01
Luis Valbuena,28,547,.348,117,.294,.186,2.9%,20.7%,11.9%,28.6%,32.2%,28.3%,0.49,35.9%,46.4%,17.7%,2.9,0.4%,17.6,31%,33%,30%,valbulu01
Carlos Villanueva,30,13,.000,-217,.000,.000,0.0%,46.2%,0.0%,0.0%,28.6%,0.0%,2.00,0.0%,85.7%,14.3%,-0.2,-0.1%,-2.8,,,,villaca01
Tsuyoshi Wada,33,24,.115,-81,.100,.000,0.0%,41.7%,4.2%,15.4%,23.1%,23.1%,0.50,7.7%,76.9%,15.4%,-0.4,0.0%,-4.0,0%,,,wadats01
Logan Watkins,24,68,.268,52,.313,.092,1.5%,23.5%,1.5%,26.0%,36.0%,22.0%,0.62,24.0%,62.0%,14.0%,-0.2,0.0%,-2.4,53%,100%,50%,watkilo01
Eli Whiteside,34,26,.129,-55,.167,.040,0.0%,30.8%,0.0%,27.8%,27.8%,22.2%,0.38,5.6%,55.6%,38.9%,-0.3,-0.1%,-2.9,0%,100%,,whiteel03
Travis Wood,27,66,.339,111,.278,.196,4.6%,25.8%,1.5%,17.4%,28.3%,26.1%,0.52,30.4%,52.2%,17.4%,0.5,0.1%,3.1,38%,,67%,woodtr01
League Average,,,.315,92,.299,.132,2.2%,20.9%,7.5%,25.4%,45.1%,20.7%,0.86,26.4%,55.9%,17.7%,,,,29%,71%,40%,-9999
