--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Arismendy Alcantara,23,32,.207,4,.133,.000,0.0%,34.4%,15.6%,87.6,30.8%,18.8%,50.0%,6.3%,1.33,30.8%,53.8%,15.4%,-0.1,0.0%,-0.8,71%,100%,100%,alcanar01
Jake Arrieta,29,83,.185,-7,.313,.114,2.4%,54.2%,1.2%,84.8,36.0%,18.9%,40.5%,16.2%,0.88,29.7%,51.4%,18.9%,-1.4,-0.8%,-15.4,27%,,0%,arrieja01
Javier Baez,22,80,.307,93,.412,.118,1.3%,30.0%,5.0%,92.7,37.8%,38.5%,36.5%,17.3%,0.59,25.0%,46.2%,28.8%,-0.6,-0.1%,-4.2,12%,33%,29%,baezja01
Mike Baxter,30,66,.286,71,.326,.018,0.0%,21.2%,10.6%,84.2,27.0%,25.6%,39.5%,23.3%,0.65,25.6%,62.8%,11.6%,-1.0,-0.7%,-6.1,26%,,43%,baxtemi01
Dallas Beeler,26,3,.421,170,.500,.333,0.0%,33.3%,0.0%,90.0,50.0%,50.0%,0.0%,50.0%,0.00,0.0%,50.0%,50.0%,0.0,0.0%,0.1,0%,,,beeleda01
Quintin Berry,30,1,.014,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,-0.1%,0.5,14%,67%,0%,berryqu01
Kris Bryant,23,650,.383,141,.378,.213,4.0%,30.6%,11.9%,90.0,47.6%,27.4%,34.5%,30.7%,0.53,26.0%,54.8%,19.2%,6.1,3.2%,46.9,29%,76%,47%,bryankr01
Trevor Cahill,27,3,.231,30,.000,.000,0.0%,0.0%,33.3%,76.9,0.0%,50.0%,50.0%,0.0%,1.00,50.0%,0.0%,50.0%,0.0,0.0%,-0.2,0%,,,cahiltr01
Welington Castillo,28,47,.270,58,.172,.186,4.3%,25.5%,6.4%,91.0,40.7%,25.8%,35.5%,32.3%,0.55,10.0%,73.3%,16.7%,-0.5,-0.3%,-3.9,33%,,100%,castiwe01
Starlin Castro,25,578,.298,81,.298,.110,1.9%,15.7%,3.6%,86.6,31.5%,22.6%,54.7%,16.9%,1.21,21.2%,61.5%,17.3%,-1.0,-1.0%,-9.5,26%,50%,44%,castrst01
Chris Coghlan,30,503,.347,114,.284,.193,3.2%,18.7%,11.5%,89.1,37.5%,28.7%,44.8%,19.8%,0.84,37.9%,42.8%,19.4%,0.4,0.0%,5.9,31%,85%,60%,coghlch01
Chris Denorfia,34,231,.305,87,.351,.104,1.3%,24.2%,6.5%,88.0,40.4%,27.7%,51.6%,14.5%,1.12,24.5%,56.0%,19.5%,-0.2,-0.4%,-4.9,21%,0%,44%,denorch01
Carl Edwards Jr.,23,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,edwarca01
Dexter Fowler,29,690,.348,115,.308,.161,2.5%,22.3%,12.2%,87.7,33.9%,28.0%,43.0%,21.9%,0.78,34.5%,48.0%,17.6%,1.2,0.5%,8.6,39%,74%,51%,fowlede01
Justin Grimm,26,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,grimmju01
Jason Hammel,32,70,.161,-26,.229,.015,0.0%,25.7%,1.4%,83.7,27.3%,13.7%,66.7%,3.9%,2.62,15.7%,70.6%,13.7%,-0.8,-0.4%,-7.5,50%,,50%,hammeja01
Dan Haren,34,23,.142,-48,.071,.000,0.0%,17.4%,13.0%,83.0,7.7%,18.8%,50.0%,12.5%,1.60,18.8%,68.8%,12.5%,-0.3,-0.1%,-4.1,25%,,0%,harenda01
Kyle Hendricks,25,64,.077,-92,.083,.017,0.0%,37.5%,1.6%,85.0,17.4%,12.8%,53.8%,7.7%,2.10,2.6%,66.7%,30.8%,-1.3,-0.7%,-14.1,50%,,0%,hendrky01
Jonathan Herrera,30,132,.260,45,.267,.103,1.5%,17.4%,1.5%,83.8,18.1%,18.7%,43.9%,22.4%,0.94,32.7%,45.2%,22.1%,-0.4,-0.2%,-0.5,34%,100%,57%,herrejo03
Austin Jackson,28,79,.315,92,.308,.139,1.3%,24.1%,6.3%,92.3,56.5%,34.0%,50.9%,13.2%,1.04,13.2%,58.5%,28.3%,0.4,0.0%,3.4,39%,67%,33%,jacksau01
Tommy La Stella,26,75,.328,97,.283,.134,1.3%,9.3%,6.7%,89.8,35.3%,29.5%,37.7%,26.2%,0.61,36.1%,42.6%,21.3%,0.4,0.2%,3.5,13%,100%,25%,lasteto01
Junior Lake,25,62,.288,60,.324,.121,1.6%,32.3%,6.5%,86.0,40.0%,28.9%,44.7%,18.4%,0.94,26.3%,47.4%,26.3%,-0.1,-0.1%,-0.6,6%,100%,33%,lakeju01
Jon Lester,31,71,.100,-81,.125,.000,0.0%,42.3%,4.2%,89.6,45.5%,10.5%,57.9%,10.5%,2.75,28.9%,52.6%,18.4%,-1.4,-0.9%,-14.7,86%,,20%,lestejo01
Miguel Montero,31,403,.337,109,.306,.161,3.7%,25.6%,12.2%,88.8,39.5%,29.6%,42.1%,25.1%,0.73,31.2%,53.0%,15.8%,1.2,0.7%,8.7,17%,50%,31%,montemi01
Mike Olt,26,16,.231,31,.125,.200,6.3%,37.5%,0.0%,79.8,33.3%,22.2%,55.6%,22.2%,1.25,33.3%,44.4%,22.2%,-0.4,-0.3%,-2.3,0%,,,oltmi01
Clayton Richard,31,15,.215,18,.250,.143,0.0%,40.0%,6.7%,85.2,33.3%,37.5%,37.5%,12.5%,0.60,12.5%,50.0%,37.5%,0.0,0.0%,-1.0,33%,,50%,richacl01
Anthony Rizzo,25,701,.397,152,.289,.234,4.4%,15.0%,11.1%,89.1,42.9%,28.9%,35.2%,25.8%,0.55,39.1%,48.8%,12.1%,7.4,4.1%,59.3,26%,74%,37%,rizzoan01
Donn Roach,25,1,.903,526,1.000,.000,0.0%,0.0%,0.0%,82.2,0.0%,100.0%,0.0%,0.0%,0.00,0.0%,0.0%,100.0%,0.1,0.1%,1.0,0%,,,roachdo01
David Ross,38,182,.229,24,.276,.075,0.6%,33.5%,11.0%,86.6,38.2%,21.8%,31.7%,31.7%,0.49,26.0%,50.0%,24.0%,-1.7,-0.9%,-14.8,10%,100%,11%,rossda01
Addison Russell,21,523,.310,89,.324,.147,2.5%,28.5%,8.0%,87.0,33.8%,23.4%,41.3%,24.6%,0.72,27.7%,51.1%,21.3%,-1.1,-0.7%,-9.1,32%,57%,42%,russead02
James Russell,29,1,.000,-140,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,russeja02
Kyle Schwarber,22,273,.366,132,.293,.241,5.9%,28.2%,13.2%,93.0,49.6%,22.4%,42.9%,25.6%,0.75,42.9%,45.5%,11.5%,1.5,1.0%,16.8,44%,50%,68%,schwaky01
Jorge Soler,23,404,.326,100,.361,.137,2.5%,30.0%,7.9%,92.8,48.9%,34.3%,42.3%,17.7%,0.73,26.4%,54.5%,19.1%,-0.6,-0.1%,0.1,24%,75%,50%,solerjo01
Matt Szczur,25,80,.276,58,.263,.111,1.3%,18.8%,7.5%,83.7,27.7%,20.3%,32.2%,35.6%,0.51,15.8%,52.6%,31.6%,-0.2,-0.1%,-4.5,16%,100%,50%,szczuma01
Taylor Teagarden,31,15,.181,-7,.273,.000,0.0%,26.7%,0.0%,86.6,10.0%,36.4%,45.5%,9.1%,0.83,9.1%,36.4%,54.5%,0.1,0.1%,-1.2,0%,,,teagata01
Tsuyoshi Wada,34,9,.077,-83,.000,.000,0.0%,55.6%,11.1%,68.6,0.0%,66.7%,0.0%,33.3%,0.00,33.3%,66.7%,0.0%,-0.1,-0.1%,-1.2,100%,,,wadats01
