--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Albert Almora,23,323,.346,103,.338,.147,2.5%,16.4%,5.9%,87.7,37.3%,27.9%,47.4%,17.1%,0.94,28.7%,49.4%,21.9%,-1.0,-0.7%,4.3,31%,100%,38%,almoral01
Brett Anderson,29,8,.199,-2,.250,.000,0.0%,37.5%,12.5%,76.9,66.7%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,-0.1,-0.1%,-0.1,0%,,0%,anderbr04
Jake Arrieta,31,64,.168,-28,.250,.082,1.6%,50.0%,1.6%,78.8,18.5%,12.9%,45.2%,32.3%,0.93,35.5%,45.2%,19.4%,-0.6,-0.5%,-9.5,13%,,0%,arrieja01
Alex Avila,30,112,.337,98,.388,.141,2.7%,35.7%,17.0%,89.4,49.0%,39.6%,43.4%,15.1%,0.79,41.5%,45.3%,13.2%,0.7,1.0%,4.9,21%,,25%,avilaal01
Javier Baez,24,508,.340,99,.345,.207,4.5%,28.4%,5.9%,88.2,41.4%,19.8%,47.7%,21.9%,0.96,27.3%,55.0%,17.7%,-0.5,0.3%,10.0,38%,77%,56%,baezja01
Kris Bryant,25,665,.405,148,.334,.242,4.4%,19.3%,14.3%,87.2,40.6%,25.1%,37.9%,30.4%,0.61,28.6%,54.1%,17.3%,1.7,2.1%,35.9,34%,58%,60%,bryankr01
Eddie Butler,26,19,.156,-58,.111,.000,0.0%,31.6%,5.3%,73.7,0.0%,16.7%,50.0%,8.3%,2.00,8.3%,25.0%,66.7%,-0.2,-0.2%,-1.9,0%,,,butleed01
Jeimer Candelario,23,36,.258,41,.200,.152,2.8%,33.3%,2.8%,88.9,23.5%,33.3%,28.6%,23.8%,0.40,23.8%,57.1%,19.0%,0.0,0.0%,-3.0,14%,,0%,candeje01
Victor Caratini,23,66,.316,82,.311,.102,1.5%,19.7%,6.1%,85.1,39.0%,15.2%,67.4%,15.2%,2.07,39.1%,41.3%,19.6%,-0.5,-0.2%,-4.1,24%,,60%,caratvi01
Willson Contreras,25,428,.381,131,.319,.223,4.9%,22.9%,10.5%,88.8,42.6%,23.0%,52.1%,16.7%,1.14,30.9%,52.5%,16.7%,1.7,1.4%,27.6,22%,56%,36%,contrwi01
Taylor Davis,27,13,.218,12,.333,.077,0.0%,30.8%,0.0%,70.8,25.0%,0.0%,77.8%,11.1%,3.50,33.3%,66.7%,0.0%,0.3,0.2%,0.3,33%,,,davista01
Brian Duensing,34,4,.000,-145,.000,.000,0.0%,75.0%,0.0%,94.6,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,-0.1,0.0%,-1.1,,,,duensbr01
Carl Edwards Jr.,25,1,.000,-145,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.5,100%,,0%,edwarca01
Dylan Floro,26,4,.000,-145,.000,.000,0.0%,50.0%,0.0%,84.9,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,-2.6,,,,florody01
Mike Freeman,29,27,.206,3,.235,.080,0.0%,29.6%,7.4%,83.2,26.7%,35.3%,47.1%,11.8%,1.00,29.4%,35.3%,35.3%,-0.3,-0.1%,-2.9,33%,,50%,freemmi01
Justin Grimm,28,3,.000,-145,.000,.000,0.0%,33.3%,0.0%,74.8,0.0%,0.0%,100.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-1.1,,,,grimmju01
Ian Happ,22,413,.359,114,.316,.261,5.8%,31.2%,9.4%,88.7,44.7%,26.6%,40.7%,26.1%,0.70,35.3%,48.1%,16.6%,0.0,-0.8%,3.2,34%,67%,53%,happia01
Kyle Hendricks,27,51,.093,-82,.227,.020,0.0%,54.9%,0.0%,78.5,22.2%,8.7%,56.5%,13.0%,1.86,21.7%,47.8%,30.4%,-1.2,-1.1%,-9.7,60%,,40%,hendrky01
Jason Heyward,27,481,.319,86,.284,.130,2.3%,13.9%,8.5%,87.2,37.7%,24.1%,48.8%,14.9%,0.96,36.0%,53.4%,10.6%,-0.5,-0.7%,-1.8,33%,50%,34%,heywaja01
Jon Jay,32,433,.343,101,.368,.079,0.5%,18.5%,8.6%,84.4,24.4%,31.6%,46.1%,16.8%,0.92,22.7%,55.6%,21.7%,1.6,1.3%,5.4,40%,75%,46%,jayjo02
Tommy La Stella,28,151,.377,127,.298,.184,3.3%,11.9%,13.3%,87.7,33.0%,31.2%,44.0%,18.3%,0.79,41.3%,45.0%,13.8%,0.3,0.0%,11.9,25%,,33%,lasteto01
John Lackey,38,61,.149,-46,.233,.019,0.0%,37.7%,4.9%,84.4,40.0%,20.0%,60.0%,2.9%,2.33,20.0%,54.3%,25.7%,-1.1,-0.9%,-11.1,20%,50%,20%,lackejo01
Jon Lester,33,65,.208,-8,.250,.111,1.5%,40.0%,6.2%,88.5,39.3%,20.0%,54.3%,8.6%,1.90,34.3%,57.1%,8.6%,-0.7,-0.5%,-6.4,36%,100%,0%,lestejo01
Leonys Martín,29,16,.273,41,.222,.077,0.0%,25.0%,18.8%,92.0,57.1%,22.2%,44.4%,22.2%,1.00,44.4%,55.6%,0.0%,-0.1,0.0%,-0.2,29%,100%,0%,martile01
Miguel Montero,33,112,.358,111,.338,.153,3.6%,21.4%,9.8%,87.4,32.4%,17.3%,42.7%,33.3%,0.74,24.0%,60.0%,16.0%,0.4,0.3%,2.3,22%,100%,36%,montemi01
