--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Cory Abbott,25,3,.267,57,.500,.000,0.0%,33.3%,0.0%,68.4,0.0%,0.0%,100.0%,0.0%,,50.0%,50.0%,0.0%,0.0,0.0%,-0.1,0%,,,abbotco01
Sergio Alcantara,24,255,.286,68,.280,.123,2.0%,29.0%,11.8%,86.8,33.6%,21.5%,46.3%,23.5%,0.88,32.2%,50.3%,17.4%,-1.3,-0.3%,-8.4,33%,100%,55%,alcanse01
Adbert Alzolay,26,33,.089,-75,.111,.032,0.0%,39.4%,3.0%,76.8,5.3%,5.3%,78.9%,0.0%,7.50,5.3%,52.6%,42.1%,-0.7,-0.4%,-7.0,25%,,0%,alzolad01
Jake Arrieta,35,26,.163,-26,.400,.000,0.0%,61.5%,7.7%,66.5,14.3%,28.6%,42.9%,0.0%,1.50,14.3%,57.1%,28.6%,-0.6,-0.3%,-4.5,40%,,100%,arrieja01
Javier Baez,28,361,.344,109,.330,.236,6.1%,36.3%,4.2%,90.5,47.1%,17.4%,48.3%,26.6%,0.94,30.0%,58.9%,11.1%,1.0,0.3%,11.0,31%,81%,53%,baezja01
David Bote,28,327,.274,63,.235,.131,2.5%,22.3%,8.3%,89.7,43.9%,19.4%,48.2%,25.2%,0.94,28.4%,55.4%,16.2%,-2.5,-0.5%,-15.7,29%,0%,35%,boteda01
Rex Brothers,33,2,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.7,,,,brothre01
Kris Bryant,29,374,.374,133,.314,.236,4.8%,23.8%,10.4%,87.6,38.7%,24.8%,39.5%,29.8%,0.65,29.4%,55.9%,14.7%,1.4,0.5%,18.9,35%,67%,56%,bryankr01
Erick Castillo,28,9,.256,49,.286,.000,0.0%,11.1%,11.1%,76.3,14.3%,0.0%,85.7%,14.3%,6.00,28.6%,57.1%,14.3%,0.0,0.0%,-0.7,0%,,0%,castier01
Robinson Chirinos,37,112,.336,106,.304,.227,4.5%,32.1%,8.0%,88.8,45.2%,16.1%,33.9%,37.1%,0.53,40.3%,43.5%,16.1%,-0.2,-0.1%,-0.7,26%,,8%,chiriro01
Willson Contreras,29,483,.348,115,.298,.201,4.4%,28.6%,10.8%,91.8,48.6%,18.6%,51.6%,25.1%,1.07,27.7%,53.2%,19.1%,0.9,0.2%,2.5,28%,56%,53%,contrwi01
Zach Davies,28,44,.153,-60,.231,.000,0.0%,18.2%,0.0%,65.6,2.8%,13.9%,36.1%,11.1%,1.18,19.4%,58.3%,22.2%,-0.6,-0.3%,-7.1,33%,,0%,davieza02
Greg Deichmann,26,31,.135,-36,.250,.000,0.0%,45.2%,3.2%,82.4,12.5%,18.8%,25.0%,43.8%,0.33,50.0%,25.0%,25.0%,-0.6,0.0%,-5.8,0%,,,deichgr01
Matt Duffy,30,322,.340,105,.351,.093,1.6%,19.6%,7.8%,87.1,34.8%,30.0%,48.0%,18.1%,0.94,18.1%,54.9%,27.0%,0.4,0.1%,2.0,36%,89%,43%,duffyma01
Scott Effross,27,1,.000,-132,.000,,0.0%,0.0%,0.0%,86.2,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,0.0%,100.0%,0.0,0.0%,-0.1,,,,effrosc01
Johneshwy Fargas,26,32,.212,35,.304,.065,0.0%,25.0%,3.1%,84.1,31.8%,8.7%,60.9%,21.7%,2.00,34.8%,47.8%,17.4%,-0.5,0.0%,-5.1,30%,33%,33%,fargajo01
Trent Giambrone,27,13,.138,-34,.222,.000,0.0%,30.8%,0.0%,86.0,33.3%,0.0%,66.7%,33.3%,2.00,44.4%,44.4%,11.1%,-0.4,0.0%,-2.6,0%,,,giambtr01
Taylor Gushue,27,4,.000,-132,.000,.000,0.0%,75.0%,0.0%,87.1,0.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.7,,,,gushuta01
Ian Happ,26,535,.338,106,.281,.209,4.7%,29.2%,11.6%,88.9,41.9%,20.2%,46.5%,28.2%,0.88,31.7%,48.4%,19.9%,0.5,-1.1%,4.2,26%,82%,28%,happia01
Kyle Hendricks,31,61,.130,-58,.231,.019,0.0%,42.6%,3.3%,67.4,12.1%,12.1%,48.5%,12.1%,2.00,9.1%,66.7%,24.2%,-0.7,-0.2%,-8.6,38%,,0%,hendrky01
Michael Hermosillo,26,38,.309,87,.190,.306,7.9%,31.6%,2.6%,89.3,33.3%,12.5%,20.8%,45.8%,0.26,37.5%,41.7%,20.8%,0.1,0.0%,-1.1,29%,,67%,hermomi01
Jason Heyward,31,353,.293,74,.247,.133,2.3%,19.3%,7.7%,88.2,42.9%,20.8%,50.6%,18.8%,1.02,34.5%,55.3%,10.2%,-1.8,-0.8%,-7.4,29%,83%,63%,heywaja01
P.J. Higgins,28,25,.128,-42,.067,.000,0.0%,32.0%,8.0%,82.4,13.3%,13.3%,60.0%,20.0%,1.50,40.0%,46.7%,13.3%,-0.6,-0.5%,-5.8,33%,,50%,higgipj01
Nico Hoerner,24,170,.343,112,.360,.067,0.0%,14.7%,10.0%,86.6,34.4%,26.4%,49.6%,17.6%,1.00,26.4%,51.2%,22.4%,0.9,0.5%,7.9,20%,63%,31%,hoernni01
Jake Jewell,28,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,jewelja01
Craig Kimbrel,33,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,kimbrcr01
Tyler Ladendorf,33,1,.000,-132,.000,.000,0.0%,0.0%,0.0%,90.0,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,ladenty01
Jose Lobaton,36,13,.107,-56,.000,.000,0.0%,38.5%,15.4%,90.4,50.0%,16.7%,66.7%,16.7%,2.00,33.3%,33.3%,33.3%,-0.1,-0.1%,-1.8,50%,,,lobatjo01
Jake Marisnick,30,144,.315,90,.293,.211,3.5%,29.9%,6.3%,87.7,42.0%,28.4%,38.6%,19.3%,0.64,26.1%,52.3%,21.6%,0.1,0.2%,7.0,31%,75%,50%,marisja01
Nick Martini,31,45,.280,74,.345,.027,0.0%,22.2%,13.3%,89.3,41.4%,27.6%,37.9%,20.7%,0.61,10.3%,69.0%,20.7%,-0.2,-0.2%,-3.4,24%,0%,50%,martini02
Alec Mills,29,36,.039,-130,.167,.031,0.0%,72.2%,0.0%,67.2,10.0%,20.0%,30.0%,10.0%,1.00,10.0%,80.0%,10.0%,-0.7,-0.2%,-9.7,100%,,0%,millsal02
Tommy Nance,30,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,97.3,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,nanceto01
Rafael Ortega,30,330,.367,129,.349,.172,3.3%,21.2%,9.1%,87.2,34.8%,25.0%,33.3%,31.1%,0.52,36.8%,46.9%,16.2%,1.2,-0.1%,12.9,31%,67%,34%,ortegra01
Tyler Payne,28,2,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,paynety01
Joc Pederson,29,287,.312,92,.274,.188,3.8%,25.8%,7.7%,90.7,46.2%,22.0%,36.0%,31.2%,0.57,22.6%,59.1%,18.3%,0.6,0.5%,1.0,32%,40%,46%,pederjo01
Alfonso Rivas,24,49,.356,120,.481,.091,2.0%,32.7%,8.2%,88.4,32.1%,17.9%,50.0%,32.1%,1.00,25.0%,57.1%,17.9%,0.2,0.0%,-1.1,33%,,50%,rivasal01
Anthony Rizzo,31,376,.348,115,.261,.198,3.7%,15.7%,9.6%,91.1,43.6%,23.2%,42.3%,28.1%,0.73,37.8%,49.4%,12.7%,-0.1,-0.2%,5.4,23%,67%,38%,rizzoan01
Manuel Rodríguez,24,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.3,,,,rodrima01
Andrew Romine,35,64,.228,35,.286,.083,1.6%,37.5%,6.3%,79.1,16.7%,27.8%,50.0%,19.4%,1.06,25.0%,61.1%,13.9%,-0.1,0.0%,-5.5,40%,0%,50%,rominan01
Austin Romine,32,62,.238,37,.324,.083,1.6%,35.5%,3.2%,87.3,35.1%,18.4%,52.6%,23.7%,1.11,21.1%,52.6%,26.3%,-0.6,-0.1%,-5.5,29%,,50%,rominau01
Michael Rucker,27,1,.000,-132,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.2,,,,ruckemi01
Kyle Ryan,29,2,.000,-132,.000,.000,0.0%,0.0%,0.0%,75.6,0.0%,0.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.5,,,,ryanky01
Adrian Sampson,29,11,.000,-265,,.000,0.0%,63.6%,0.0%,36.2,0.0%,0.0%,0.0%,0.0%,,0.0%,25.0%,75.0%,-0.1,0.0%,-1.3,0%,,0%,sampsad01
Frank Schwindel,29,239,.421,166,.364,.270,5.4%,15.1%,6.7%,86.9,40.8%,23.1%,42.5%,25.8%,0.74,28.5%,54.3%,17.2%,2.4,0.0%,22.1,36%,67%,28%,schwifr01
Eric Sogard,35,180,.259,50,.293,.065,0.6%,16.7%,5.0%,82.6,15.0%,20.6%,43.3%,27.0%,0.80,19.1%,61.0%,19.9%,-1.2,-1.1%,-11.5,30%,75%,36%,sogarer01
Justin Steele,25,13,.138,-34,.222,.000,0.0%,30.8%,0.0%,80.0,37.5%,22.2%,55.6%,0.0%,2.50,22.2%,66.7%,11.1%,-0.2,0.0%,-2.9,150%,,17%,steelju01
Kohl Stewart,26,3,.300,80,.500,.000,0.0%,33.3%,0.0%,87.3,50.0%,50.0%,50.0%,0.0%,1.00,0.0%,50.0%,50.0%,0.0,0.0%,0.0,0%,,,stewako01
