--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Robert Stock,31,2,.000,-132,.000,.000,0.0%,50.0%,0.0%,99.5,100.0%,0.0%,0.0%,100.0%,0.00,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,stockro01
Keegan Thompson,26,8,.150,-68,.333,.000,0.0%,37.5%,0.0%,63.2,0.0%,20.0%,40.0%,0.0%,2.00,0.0%,100.0%,0.0%,-0.2,0.0%,-2.0,0%,,,thompke02
Trayce Thompson,30,35,.470,191,.231,.464,11.4%,31.4%,20.0%,92.3,58.8%,17.6%,35.3%,41.2%,0.55,35.3%,52.9%,11.8%,0.7,0.0%,4.7,20%,100%,50%,thomptr01
Ildemaro Vargas,29,24,.238,30,.214,.095,0.0%,29.2%,12.5%,84.0,21.4%,28.6%,42.9%,14.3%,0.75,21.4%,71.4%,7.1%,-0.5,-0.3%,-3.0,50%,100%,50%,vargail01
Trevor Williams,29,20,.221,20,.333,.000,0.0%,30.0%,5.0%,81.0,23.1%,15.4%,69.2%,7.7%,3.00,15.4%,46.2%,38.5%,-0.1,0.0%,-1.5,20%,,20%,willitr01
Dan Winkler,31,1,.000,-132,.000,.000,0.0%,0.0%,0.0%,60.3,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,winklda01
Patrick Wisdom,29,375,.353,117,.318,.287,7.5%,40.8%,8.5%,91.2,51.9%,23.2%,32.4%,36.2%,0.48,40.5%,49.2%,10.3%,0.6,0.4%,8.9,30%,80%,35%,wisdopa01
Tony Wolters,29,30,.196,16,.250,.000,0.0%,40.0%,16.7%,77.9,15.4%,23.1%,46.2%,23.1%,1.00,7.7%,61.5%,30.8%,-0.5,-0.3%,-4.5,33%,0%,33%,wolteto01
League Average,,,.322,94,.292,.165,3.2%,23.5%,8.9%,87.6,38.1%,23.4%,42.8%,25.6%,0.77,28.5%,54.0%,17.6%,,,,31%,75%,40%,-9999
Team Total,,5972,.320,93,.296,.171,3.5%,26.7%,8.4%,87.7,39.0%,21.7%,44.2%,25.7%,0.82,29.2%,53.5%,17.3%,-4.5,-4.5%,-30.4,30%,70%,40%,-9999
