--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Jerry Blevins,32,1,.000,-137,.000,.000,0.0%,0.0%,0.0%,89.8,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,blevije01
Jay Bruce,29,187,.300,80,.246,.172,4.3%,23.0%,9.1%,88.9,38.4%,23.8%,38.9%,28.6%,0.64,40.8%,46.4%,12.8%,-1.1,-0.5%,-1.6,13%,,20%,bruceja01
Asdrubal Cabrera,30,568,.354,118,.310,.194,4.1%,18.1%,6.7%,89.2,36.9%,27.6%,38.6%,25.0%,0.64,38.1%,48.7%,13.2%,0.2,0.2%,5.2,25%,83%,33%,cabreas01
Eric Campbell,29,88,.252,43,.235,.053,1.1%,27.3%,11.4%,88.7,35.4%,26.9%,55.8%,13.5%,1.26,30.8%,53.8%,15.4%,-0.5,-0.3%,-4.6,31%,100%,60%,campber01
Gavin Cecchini,22,7,.589,289,.500,.333,0.0%,28.6%,0.0%,88.7,50.0%,50.0%,25.0%,25.0%,0.33,25.0%,75.0%,0.0%,0.1,0.1%,3.8,67%,,0%,cecchga02
Yoenis Céspedes,30,543,.380,138,.298,.251,5.7%,19.9%,9.4%,92.5,51.4%,27.3%,37.7%,26.0%,0.60,23.2%,56.3%,20.5%,3.1,2.6%,27.2,26%,75%,39%,cespeyo01
Bartolo Colon,43,65,.130,-53,.211,.083,1.5%,61.5%,1.5%,83.1,25.0%,16.7%,33.3%,12.5%,0.89,20.8%,50.0%,29.2%,-1.2,-0.9%,-13.6,60%,,0%,colonba01
Michael Conforto,23,348,.319,93,.267,.194,3.5%,25.6%,10.3%,90.8,43.8%,25.7%,37.6%,30.3%,0.60,36.0%,48.6%,15.4%,-0.9,-0.7%,-5.0,27%,67%,48%,confomi01
Travis d'Arnaud,27,276,.285,68,.293,.076,1.5%,18.1%,6.9%,89.5,44.2%,21.1%,51.5%,17.6%,1.09,24.0%,60.8%,15.2%,-1.4,-0.9%,-11.1,29%,,48%,darnatr01
Alejandro De Aza,32,267,.280,66,.259,.115,2.3%,25.1%,9.7%,87.5,29.0%,29.6%,33.7%,30.2%,0.53,32.1%,53.6%,14.3%,-1.1,-0.9%,-3.1,33%,57%,33%,deazaal01
Jacob deGrom,28,50,.174,-24,.200,.024,0.0%,24.0%,6.0%,83.8,32.1%,11.4%,57.1%,8.6%,2.50,37.1%,54.3%,8.6%,-0.7,-0.4%,-8.7,67%,,40%,degroja01
Lucas Duda,30,172,.316,91,.250,.183,4.1%,20.9%,8.7%,90.0,48.6%,28.6%,38.7%,26.1%,0.63,29.9%,53.0%,17.1%,-0.3,-0.2%,2.2,29%,,32%,dudalu01
Wilmer Flores,24,335,.359,123,.268,.202,4.8%,14.3%,6.9%,86.9,32.1%,29.4%,34.0%,25.6%,0.51,24.8%,55.0%,20.2%,0.3,0.2%,7.1,24%,50%,11%,florewi01
Curtis Granderson,35,633,.347,114,.254,.228,4.7%,20.5%,11.7%,88.2,36.4%,25.0%,37.6%,30.0%,0.61,36.7%,50.8%,12.5%,0.6,1.0%,0.3,32%,67%,43%,grandcu01
Robert Gsellman,22,17,.054,-125,.167,.000,0.0%,52.9%,0.0%,44.3,0.0%,0.0%,0.0%,0.0%,,12.5%,12.5%,75.0%,-0.3,-0.3%,-4.2,0%,,,gsellro01
Matt Harvey,27,25,.180,-22,.214,.045,0.0%,32.0%,0.0%,76.0,10.0%,17.6%,35.3%,5.9%,1.20,23.5%,35.3%,41.2%,-0.5,-0.4%,-4.8,67%,,0%,harvema01
Kelly Johnson,34,201,.342,107,.296,.191,4.5%,19.9%,7.5%,87.9,37.5%,25.7%,45.1%,21.5%,0.82,37.5%,50.7%,11.8%,0.3,0.1%,6.1,14%,100%,32%,johnske05
Ty Kelly,27,71,.313,89,.260,.103,1.4%,12.7%,15.5%,87.1,20.8%,13.7%,43.1%,37.3%,0.76,23.5%,60.8%,15.7%,-0.7,-0.5%,-1.2,30%,,14%,kellyty01
Juan Lagares,27,160,.294,75,.274,.141,1.9%,16.9%,6.9%,87.3,34.7%,24.2%,41.7%,19.2%,0.76,16.8%,52.1%,31.1%,-1.1,-1.0%,-7.0,25%,67%,46%,lagarju01
James Loney,32,366,.307,85,.275,.131,2.5%,10.1%,4.4%,87.9,34.6%,29.2%,42.2%,20.5%,0.73,31.8%,51.0%,17.2%,-0.9,-0.7%,-8.6,20%,,38%,loneyja01
Seth Lugo,26,18,.208,13,.200,.063,0.0%,11.1%,5.6%,86.4,25.0%,26.7%,46.7%,13.3%,1.00,13.3%,46.7%,40.0%,-0.2,-0.1%,-2.4,50%,,0%,lugose01
Steven Matz,25,45,.200,-1,.192,.083,0.0%,24.4%,8.9%,83.8,19.2%,13.3%,46.7%,23.3%,1.17,20.0%,43.3%,36.7%,-0.4,-0.3%,-5.0,0%,,50%,matzst01
Rafael Montero,25,5,.000,-137,.000,.000,0.0%,60.0%,0.0%,90.0,0.0%,50.0%,50.0%,0.0%,1.00,0.0%,100.0%,0.0%,-0.1,-0.1%,-1.2,,,,montera01
Jon Niese,29,1,,,,,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,,100.0%,0.0%,0.0%,0.0,0.0%,-0.2,,,,niesejo01
Brandon Nimmo,23,80,.304,82,.365,.055,1.3%,25.0%,7.5%,88.3,34.1%,34.0%,43.4%,18.9%,0.77,28.3%,54.7%,17.0%,0.3,0.2%,2.5,42%,,36%,nimmobr01
Kevin Plawecki,25,151,.275,61,.255,.068,0.7%,21.9%,11.3%,85.2,27.9%,24.2%,56.6%,10.1%,1.30,30.6%,44.9%,24.5%,-0.8,-0.8%,-7.8,11%,,11%,plaweke01
Jose Reyes,33,279,.342,107,.302,.176,2.9%,17.6%,8.2%,85.8,30.7%,27.1%,36.2%,21.7%,0.57,30.6%,53.4%,16.0%,1.6,1.3%,11.5,45%,82%,31%,reyesjo01
Matt Reynolds,25,96,.296,80,.327,.191,3.1%,35.4%,4.2%,85.3,37.0%,26.3%,54.4%,10.5%,1.29,24.6%,49.1%,26.3%,0.4,0.4%,-3.6,35%,0%,67%,reynoma03
Rene Rivera,32,207,.280,65,.276,.119,2.9%,26.1%,7.7%,86.4,33.6%,27.6%,47.8%,14.9%,0.93,25.0%,50.8%,24.2%,-1.0,-0.7%,-6.8,11%,,20%,riverre01
T.J. Rivera,27,113,.366,127,.360,.143,2.7%,15.0%,2.7%,86.0,31.4%,32.6%,41.3%,16.3%,0.70,23.9%,59.8%,16.3%,0.0,0.0%,1.7,19%,,38%,rivertj01
Hansel Robles,25,3,.000,-137,.000,.000,0.0%,66.7%,0.0%,,,0.0%,0.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-1.2,,,,robleha01
Justin Ruggiano,34,22,.429,189,.556,.300,9.1%,40.9%,9.1%,93.3,55.6%,27.3%,36.4%,36.4%,0.57,18.2%,72.7%,9.1%,0.1,0.0%,1.3,29%,0%,0%,ruggiju01
Josh Smoker,27,1,.000,-137,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,smokejo01
Noah Syndergaard,23,67,.295,75,.381,.207,4.5%,50.8%,10.5%,92.8,59.1%,23.1%,23.1%,34.6%,0.38,30.8%,65.4%,3.8%,-0.2,-0.2%,-4.5,20%,,0%,syndeno01
Logan Verrett,26,22,.113,-80,.143,.053,0.0%,54.6%,0.0%,77.6,16.7%,20.0%,50.0%,0.0%,2.50,0.0%,70.0%,30.0%,-0.4,-0.4%,-4.1,100%,,0%,verrelo01
