--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Noah Syndergaard,22,50,.235,26,.500,.093,2.0%,52.0%,2.0%,86.7,35.3%,43.5%,26.1%,4.3%,0.55,30.4%,60.9%,8.7%,-0.2,-0.3%,-1.5,11%,,0%,syndeno01
Ruben Tejada,25,407,.327,102,.315,.089,0.7%,17.2%,9.3%,84.8,26.4%,29.9%,41.5%,21.4%,0.73,22.8%,49.0%,28.2%,-0.7,-0.6%,-1.1,24%,67%,38%,tejadru01
Alex Torres,27,1,.000,-139,.000,.000,0.0%,0.0%,0.0%,94.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,torreal01
Carlos Torres,32,1,.803,453,1.000,.000,0.0%,0.0%,0.0%,85.9,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.1,0.0%,0.4,100%,,0%,torreca01
Juan Uribe,36,143,.318,96,.250,.211,4.2%,23.8%,9.8%,91.9,50.6%,21.3%,40.4%,24.5%,0.68,17.0%,59.6%,23.4%,-0.2,-0.3%,1.6,30%,,38%,uribeju01
Logan Verrett,25,8,.000,-173,.000,.000,0.0%,25.0%,0.0%,68.7,0.0%,16.7%,50.0%,16.7%,1.50,0.0%,50.0%,50.0%,-0.1,0.0%,-2.9,,,,verrelo01
David Wright,32,174,.377,140,.351,.145,2.9%,20.7%,12.6%,89.9,44.8%,33.6%,37.1%,21.6%,0.59,20.7%,62.1%,17.2%,0.2,0.1%,4.0,31%,67%,30%,wrighda03
Eric Young Jr.,30,9,.055,-78,.000,.000,0.0%,11.1%,0.0%,84.7,16.7%,0.0%,57.1%,28.6%,1.33,28.6%,71.4%,0.0%,0.1,0.0%,-0.3,64%,60%,83%,younger03
League Average,,,.320,93,.301,.144,2.5%,20.9%,7.6%,88.4,37.8%,27.3%,45.8%,18.7%,0.88,26.4%,53.6%,19.9%,,,,29%,71%,40%,-9999
Team Total,,6145,.320,97,.287,.156,2.9%,21.0%,7.9%,89.2,39.2%,27.4%,42.3%,21.8%,0.75,27.8%,52.7%,19.5%,0.2,-0.2%,22.4,29%,67%,40%,-9999
