--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Name,Age,PA,rOBA,Rbat+,BAbip,ISO,HR%,SO%,BB%,EV,HardH%,LD%,GB%,FB%,GB/FB,Pull%,Cent%,Oppo%,WPA,cWPA,RE24,RS%,SB%,XBT%,-9999
Eric Campbell,28,206,.280,68,.230,.098,1.5%,18.0%,12.6%,87.5,38.8%,29.5%,46.0%,20.9%,0.86,25.9%,51.1%,23.0%,-1.0,-0.6%,-8.8,40%,63%,37%,campber01
Darrell Ceciliani,25,75,.299,74,.310,.074,1.3%,33.3%,5.3%,88.1,30.3%,32.6%,48.8%,18.6%,0.95,27.9%,53.5%,18.6%,-0.1,-0.1%,-1.4,21%,83%,33%,cecilda01
Yoenis Céspedes,29,249,.398,154,.306,.317,6.8%,21.7%,5.6%,92.4,50.3%,29.9%,39.5%,22.6%,0.65,23.2%,55.9%,20.9%,1.4,1.3%,21.1,33%,80%,60%,cespeyo01
Tyler Clippard,30,1,.000,-139,.000,.000,0.0%,0.0%,0.0%,75.2,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.2,,,,clippty01
Bartolo Colon,42,64,.154,-34,.229,.017,0.0%,37.5%,0.0%,86.4,24.0%,17.9%,51.3%,5.1%,1.82,7.7%,71.8%,20.5%,-0.7,-0.5%,-8.7,22%,,0%,colonba01
Michael Conforto,22,194,.364,132,.297,.236,4.6%,20.1%,8.8%,93.2,51.6%,31.4%,39.4%,23.4%,0.65,40.1%,48.2%,11.7%,0.3,0.3%,5.1,38%,0%,50%,confomi01
Michael Cuddyer,36,408,.327,102,.312,.132,2.5%,21.6%,5.9%,88.0,35.3%,26.0%,50.0%,17.5%,1.01,25.0%,52.7%,22.3%,-0.7,-0.7%,-2.1,29%,100%,42%,cuddymi01
Travis d'Arnaud,26,268,.361,127,.289,.218,4.5%,18.3%,8.6%,89.6,40.5%,24.5%,37.5%,25.5%,0.60,26.6%,48.4%,25.0%,1.2,0.9%,9.6,24%,,40%,darnatr01
Jacob deGrom,27,66,.213,13,.256,.017,0.0%,24.2%,4.6%,81.5,26.3%,21.3%,46.8%,12.8%,1.16,29.8%,48.9%,21.3%,-0.8,-0.7%,-6.1,21%,,20%,degroja01
Lucas Duda,29,554,.363,130,.285,.242,4.9%,24.9%,11.9%,93.0,47.5%,33.3%,28.6%,31.0%,0.40,31.8%,54.2%,14.0%,1.4,1.3%,14.2,24%,0%,33%,dudalu01
Wilmer Flores,23,510,.315,94,.273,.145,3.1%,12.4%,3.7%,86.8,29.0%,26.2%,41.7%,21.2%,0.73,22.4%,55.0%,22.6%,-0.6,0.0%,-5.6,29%,0%,41%,florewi01
Dillon Gee,29,12,.090,-106,.200,.000,0.0%,41.7%,0.0%,77.3,20.0%,0.0%,42.9%,28.6%,1.50,14.3%,85.7%,0.0%,-0.3,-0.2%,-2.2,0%,,,geedi01
Sean Gilmartin,25,6,.301,83,.667,.000,0.0%,50.0%,0.0%,91.8,66.7%,0.0%,66.7%,33.3%,2.00,33.3%,33.3%,33.3%,0.0,0.0%,0.1,50%,,,gilmase01
Erik Goeddel,26,1,.000,-139,.000,.000,0.0%,0.0%,0.0%,97.3,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.1,,,,goedder01
Curtis Granderson,34,682,.363,129,.305,.198,3.8%,22.1%,13.3%,89.6,43.0%,31.6%,32.1%,29.8%,0.47,39.0%,46.4%,14.5%,3.7,2.7%,37.1,32%,65%,44%,grandcu01
Matt Harvey,26,66,.126,-48,.182,.077,1.5%,47.0%,0.0%,87.4,36.4%,22.9%,57.1%,8.6%,1.82,17.1%,65.7%,17.1%,-0.8,-0.6%,-8.3,0%,,,harvema01
Dilson Herrera,21,103,.304,82,.250,.156,2.9%,22.3%,10.7%,85.3,29.3%,25.4%,32.8%,29.9%,0.49,31.3%,50.7%,17.9%,-0.9,-0.9%,-2.5,14%,100%,17%,herredi01
Kelly Johnson,33,138,.326,101,.318,.164,3.6%,27.5%,7.3%,86.5,38.8%,18.9%,58.9%,16.7%,1.43,45.6%,37.8%,16.7%,0.4,0.2%,-1.3,35%,100%,46%,johnske05
Juan Lagares,26,465,.289,74,.308,.100,1.3%,18.7%,3.4%,91.6,46.1%,20.1%,53.9%,17.3%,1.21,15.9%,58.9%,25.1%,-0.8,-0.6%,-4.9,32%,70%,46%,lagarju01
Steven Matz,24,14,.277,65,.308,.071,0.0%,7.1%,0.0%,85.3,33.3%,23.1%,69.2%,7.7%,2.25,23.1%,61.5%,15.4%,0.2,0.2%,2.1,25%,,0%,matzst01
John Mayberry,31,119,.243,39,.203,.155,2.5%,27.7%,7.6%,86.4,25.4%,33.8%,40.3%,19.5%,0.67,31.2%,53.2%,15.6%,-0.9,-0.8%,-4.6,21%,100%,33%,maybejo02
Johnny Monell,29,52,.206,13,.229,.042,0.0%,25.0%,7.7%,86.5,29.6%,22.9%,51.4%,11.4%,1.06,34.3%,54.3%,11.4%,-0.5,-0.4%,-6.3,42%,,63%,moneljo01
Rafael Montero,24,2,.000,-139,.000,.000,0.0%,50.0%,0.0%,68.4,0.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.3,,,,montera01
Daniel Muno,26,32,.213,9,.250,.037,0.0%,34.4%,12.5%,93.9,50.0%,17.6%,58.8%,11.8%,1.67,47.1%,35.3%,17.6%,-0.3,-0.2%,-2.0,25%,100%,0%,munoda01
Daniel Murphy,30,538,.330,105,.278,.168,2.6%,7.1%,5.8%,90.6,42.2%,27.0%,43.3%,22.3%,0.76,34.0%,49.7%,16.3%,2.0,1.0%,15.9,26%,50%,29%,murphda08
Jon Niese,28,60,.226,24,.265,.019,0.0%,30.0%,8.3%,82.7,16.1%,24.3%,62.2%,0.0%,2.56,18.9%,54.1%,27.0%,-0.4,-0.3%,-4.2,36%,,50%,niesejo01
Kirk Nieuwenhuis,27,40,.318,96,.143,.053,0.0%,42.5%,5.0%,91.6,47.4%,30.3%,40.9%,21.2%,0.71,36.4%,56.1%,7.6%,0.5,0.6%,0.0,43%,100%,60%,nieuwki01
Kirk Nieuwenhuis,27,77,,,.366,.279,5.2%,29.9%,7.8%,,,,,,,,,,,,,42%,0%,,nieuwki01
Kevin Plawecki,24,258,.278,65,.277,.077,1.2%,23.3%,6.6%,89.1,35.4%,27.1%,46.9%,18.6%,0.90,24.3%,54.8%,20.9%,-0.9,-1.0%,-6.0,22%,,35%,plaweke01
Anthony Recker,31,92,.219,19,.186,.088,2.2%,38.0%,12.0%,91.6,44.4%,28.9%,42.2%,15.6%,0.73,33.3%,51.1%,15.6%,-0.5,-0.4%,-7.3,18%,100%,25%,reckean01
