--- When using SR data, please cite us and provide a link and/or a mention.


 
,,,Batting,Batting,Batting,Batting,Batting Ratios,Batting Ratios,Batting Ratios,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Batted Ball,Win Probability,Win Probability,Win Probability,Baserunning,Baserunning,Baserunning,-additional
Juan Lagares,29,64,.348,119,.392,.051,0.0%,14.1%,4.7%,88.6,34.8%,23.5%,56.9%,9.8%,1.38,9.8%,62.7%,27.5%,0.1,0.1%,3.1,36%,75%,71%,lagarju01
Jose Lobaton,33,57,.236,40,.200,.082,0.0%,26.3%,12.3%,87.0,38.2%,28.6%,57.1%,14.3%,1.33,25.7%,60.0%,14.3%,0.3,0.2%,-1.7,21%,,0%,lobatjo01
Seth Lugo,28,13,.133,-47,.333,.000,0.0%,61.5%,7.7%,92.3,33.3%,25.0%,50.0%,0.0%,2.00,0.0%,75.0%,25.0%,-0.1,0.0%,-1.8,50%,,0%,lugose01
Steven Matz,27,53,.188,-3,.097,.152,3.8%,24.5%,5.7%,79.1,9.7%,21.6%,43.2%,18.9%,0.94,21.6%,40.5%,37.8%,-0.6,-0.3%,-6.3,0%,,,matzst01
Jeff McNeil,26,248,.386,147,.359,.142,1.2%,9.7%,5.7%,86.4,32.0%,23.4%,38.0%,25.4%,0.64,27.3%,54.6%,18.0%,0.8,0.0%,13.4,36%,88%,59%,mcneije01
Devin Mesoraco,30,229,.312,96,.230,.187,4.4%,18.3%,10.0%,86.9,29.9%,19.8%,35.2%,28.4%,0.54,37.7%,43.2%,19.1%,-0.7,-0.2%,-0.5,22%,,31%,mesorde01
Tomás Nido,24,90,.215,25,.224,.071,1.1%,30.0%,4.4%,86.3,35.8%,23.7%,52.5%,16.9%,1.11,20.3%,54.2%,25.4%,-0.5,-0.5%,-5.9,53%,,63%,nidoto01
Brandon Nimmo,25,535,.394,157,.351,.219,3.2%,26.2%,15.0%,90.0,44.8%,25.3%,45.4%,20.1%,0.84,38.6%,46.4%,15.0%,2.6,0.8%,31.1,30%,60%,55%,nimmobr01
Corey Oswalt,24,19,.050,-107,.000,.000,0.0%,52.6%,0.0%,89.3,57.1%,0.0%,66.7%,0.0%,6.00,22.2%,11.1%,66.7%,-0.3,0.0%,-2.8,,,,oswalco01
Tim Peterson,27,2,.000,-133,.000,.000,0.0%,50.0%,0.0%,96.0,100.0%,0.0%,100.0%,0.0%,,0.0%,100.0%,0.0%,0.0,0.0%,-0.4,,,,peterti01
Kevin Plawecki,27,277,.314,99,.257,.160,2.5%,23.5%,10.1%,87.4,38.1%,20.0%,47.4%,24.6%,0.91,24.6%,61.7%,13.7%,-1.8,-0.1%,-2.7,33%,0%,35%,plaweke01
Jack Reinheimer,25,35,.218,32,.238,.000,0.0%,25.7%,14.3%,86.8,30.0%,14.3%,57.1%,23.8%,1.33,9.5%,61.9%,28.6%,-0.5,0.0%,-4.7,29%,50%,60%,reinhja01
Jose Reyes,35,251,.264,59,.211,.132,1.6%,15.5%,8.8%,85.4,27.1%,23.2%,43.2%,20.5%,0.79,32.1%,51.1%,16.8%,-1.8,-0.7%,-13.8,37%,71%,38%,reyesjo01
Jacob Rhame,25,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.4,,,,rhameja01
Hansel Robles,27,1,.000,-133,,.000,0.0%,100.0%,0.0%,,,,,,,,,,0.0,0.0%,-0.1,,,,robleha01
Amed Rosario,22,592,.301,87,.310,.125,1.5%,20.1%,4.9%,88.0,34.8%,25.4%,49.0%,17.9%,0.98,16.6%,63.0%,20.4%,-2.5,-1.0%,-16.3,41%,69%,63%,rosaram01
Paul Sewald,28,6,.000,-179,.000,.000,0.0%,33.3%,0.0%,79.8,0.0%,0.0%,50.0%,25.0%,2.00,0.0%,75.0%,25.0%,-0.1,-0.1%,-1.0,,,,sewalpa01
Dominic Smith,23,149,.303,89,.297,.196,3.4%,31.5%,2.7%,87.9,32.6%,30.2%,35.4%,27.1%,0.55,35.4%,42.7%,21.9%,-0.6,0.0%,-5.6,27%,,67%,smithdo02
Noah Syndergaard,25,52,.139,-39,.375,.043,0.0%,61.5%,1.9%,84.7,37.5%,26.3%,26.3%,26.3%,0.45,36.8%,42.1%,21.1%,-0.8,-0.3%,-8.2,0%,,0%,syndeno01
Jason Vargas,35,31,.153,-34,.211,.000,0.0%,25.8%,3.2%,74.9,6.7%,13.6%,45.5%,18.2%,1.43,13.6%,54.5%,31.8%,-0.4,-0.1%,-5.2,40%,,0%,vargaja01
Zack Wheeler,28,60,.184,-3,.306,.036,0.0%,35.0%,0.0%,79.0,8.6%,25.6%,41.0%,15.4%,0.84,35.9%,38.5%,25.6%,-0.6,-0.1%,-7.8,36%,,0%,wheelza01
David Wright,35,3,.231,36,.000,.000,0.0%,0.0%,33.3%,90.9,0.0%,0.0%,50.0%,0.0%,1.00,50.0%,0.0%,50.0%,0.0,0.0%,-0.2,0%,,,wrighda03
League Average,,,.322,93,.297,.157,2.9%,22.7%,8.7%,88.5,38.3%,25.0%,43.5%,22.5%,0.80,28.3%,53.0%,18.8%,,,,29%,71%,41%,-9999
Team Total,,6177,.315,97,.283,.154,2.8%,22.7%,9.2%,88.0,36.2%,23.7%,41.8%,24.4%,0.73,28.8%,53.2%,18.0%,-7.3,-1.3%,-8.5,29%,65%,44%,-9999
